,left,right,combine
0,",/xc~?Ooe^wt}pX\QSfy1U4V67q@*)i23 %kG'","!]n{Y""Tz5<hb&I8.[:g+AFDv9>0N|asZdEL`lPC=Jj-M;$K#(WmRrBH_u",",/xc~?Ooe^wt}pX\QSfy1U4V67q@*)i23 %kG'!]n{Y""Tz5<hb&I8.[:g+AFDv9>0N|asZdEL`lPC=Jj-M;$K#(WmRrBH_u"
1,"!]n{Y""Tz5<hb&I8.[:g+AFD",v9>0N|asZdEL`lPC=Jj-M;$K#(WmRrBH_u,"!]n{Y""Tz5<hb&I8.[:g+AFDv9>0N|asZdEL`lPC=Jj-M;$K#(WmRrBH_u"
2,",/xc~?Ooe^wt}pX\QSf",y1U4V67q@*)i23 %kG',",/xc~?Ooe^wt}pX\QSfy1U4V67q@*)i23 %kG'"
3,v9>0N|asZdEL`lPC=,Jj-M;$K#(WmRrBH_u,v9>0N|asZdEL`lPC=Jj-M;$K#(WmRrBH_u
4,"!]n{Y""Tz",5<hb&I8.[:g+AFD,"!]n{Y""Tz5<hb&I8.[:g+AFD"
5,y1U4V67q@*,)i23 %kG',y1U4V67q@*)i23 %kG'
6,",/xc~?Ooe",^wt}pX\QSf,",/xc~?Ooe^wt}pX\QSf"
7,Jj-M;$K#,(WmRrBH_u,Jj-M;$K#(WmRrBH_u
8,v9>0N|asZd,EL`lPC=,v9>0N|asZdEL`lPC=
9,5<hb&I,8.[:g+AFD,5<hb&I8.[:g+AFD
10,!]n{,"Y""Tz","!]n{Y""Tz"
11,)i23 ,%kG',)i23 %kG'
12,",/xc",~?Ooe,",/xc~?Ooe"
13,^wt}p,X\QSf,^wt}pX\QSf
14,y1U4V6,7q@*,y1U4V67q@*
15,(WmR,rBH_u,(WmRrBH_u
16,Jj-M,;$K#,Jj-M;$K#
17,EL`lP,C=,EL`lPC=
18,8.[:g+,AFD,8.[:g+AFD
19,5<,hb&I,5<hb&I
20,v9>0,N|asZd,v9>0N|asZd
21,"Y""",Tz,"Y""Tz"
22,!],n{,!]n{
23,%k,G',%kG'
24,)i23, ,)i23 
25,7q,@*,7q@*
26,^wt,}p,^wt}p
27,X\Q,Sf,X\QSf
28,",",/xc,",/xc"
29,y1U,4V6,y1U4V6
30,~?O,oe,~?Ooe
31,rB,H_u,rBH_u
32,Jj,-M,Jj-M
33,(W,mR,(WmR
34,;$,K#,;$K#
35,C,=,C=
36,5,<,5<
37,EL`,lP,EL`lP
38,v9,>0,v9>0
39,N|,asZd,N|asZd
40,h,b&I,hb&I
41,8.[:g,+,8.[:g+
42,A,FD,AFD
43,n,{,n{
44,Y,"""","Y"""
45,%,k,%k
46,G,',G'
47,T,z,Tz
48,!,],!]
49,y1,U,y1U
50,@,*,@*
51,^,wt,^wt
52,H,_u,H_u
53,)i,23,)i23
54,X\,Q,X\Q
55,/,xc,/xc
56,S,f,Sf
57,7,q,7q
58,4,V6,4V6
59,~,?O,~?O
60,},p,}p
61,o,e,oe
62,r,B,rB
63,m,R,mR
64,-,M,-M
65,J,j,Jj
66,;,$,;$
67,(,W,(W
68,K,#,K#
69,EL,`,EL`
70,l,P,lP
71,8.[,:g,8.[:g
72,v,9,v9
73,asZ,d,asZd
74,>,0,>0
75,F,D,FD
76,b&,I,b&I
77,N,|,N|
78,w,t,wt
79,X,\,X\
80,),i,)i
81,x,c,xc
82,y,1,y1
83,?,O,?O
84,V,6,V6
85,_,u,_u
86,2,3,23
87,8,.[,8.[
88,E,L,EL
89,:,g,:g
90,b,&,b&
91,as,Z,asZ
92,a,s,as
93,.,[,.[
