,left,right,combine
0,[uO9?C%\bMz#l(FQ}wg*1{R<X+~4x|atimN07,"Yc:E8._K3)B$=HD@2SGr6 e&dUv5VLq;Why,]Z`JA/'T^-IPsnj>ok""f!p","[uO9?C%\bMz#l(FQ}wg*1{R<X+~4x|atimN07Yc:E8._K3)B$=HD@2SGr6 e&dUv5VLq;Why,]Z`JA/'T^-IPsnj>ok""f!p"
1,Yc:E8._K3)B$=HD@2SGr6 e&dUv5V,"Lq;Why,]Z`JA/'T^-IPsnj>ok""f!p","Yc:E8._K3)B$=HD@2SGr6 e&dUv5VLq;Why,]Z`JA/'T^-IPsnj>ok""f!p"
2,[uO9?C%\bMz#l(FQ},wg*1{R<X+~4x|atimN07,[uO9?C%\bMz#l(FQ}wg*1{R<X+~4x|atimN07
3,"Lq;Why,]Z`JA/'","T^-IPsnj>ok""f!p","Lq;Why,]Z`JA/'T^-IPsnj>ok""f!p"
4,Yc:E8._K3)B$=HD@2SG,r6 e&dUv5V,Yc:E8._K3)B$=HD@2SGr6 e&dUv5V
5,wg*1{R<X,+~4x|atimN07,wg*1{R<X+~4x|atimN07
6,[uO9?C%\b,Mz#l(FQ},[uO9?C%\bMz#l(FQ}
7,T^-IPs,"nj>ok""f!p","T^-IPsnj>ok""f!p"
8,"Lq;Why,",]Z`JA/',"Lq;Why,]Z`JA/'"
9,r6 e,&dUv5V,r6 e&dUv5V
10,+~4x|at,imN07,+~4x|atimN07
11,Yc:E8._,K3)B$=HD@2SG,Yc:E8._K3)B$=HD@2SG
12,wg*1{,R<X,wg*1{R<X
13,Mz#l,(FQ},Mz#l(FQ}
14,nj>o,"k""f!p","nj>ok""f!p"
15,[uO,9?C%\b,[uO9?C%\b
16,T^-,IPs,T^-IPs
17,]Z`,JA/',]Z`JA/'
18,Lq;W,"hy,","Lq;Why,"
19,&dU,v5V,&dUv5V
20,r6, e,r6 e
21,K3)B$=HD,@2SG,K3)B$=HD@2SG
22,Yc:E8,._,Yc:E8._
23,imN,07,imN07
24,+~4x,|at,+~4x|at
25,(F,Q},(FQ}
26,R,<X,R<X
27,wg,*1{,wg*1{
28,Mz,#l,Mz#l
29,[u,O,[uO
30,"k""f",!p,"k""f!p"
31,nj,>o,nj>o
32,9?C%,\b,9?C%\b
33,I,Ps,IPs
34,h,"y,","hy,"
35,v5,V,v5V
36,JA/,',JA/'
37,T^,-,T^-
38,],Z`,]Z`
39,Lq,;W,Lq;W
40,&,dU,&dU
41, ,e, e
42,r,6,r6
43,0,7,07
44,Yc,:E8,Yc:E8
45,.,_,._
46,+~4,x,+~4x
47,K3)B$,=HD,K3)B$=HD
48,im,N,imN
49,|,at,|at
50,@,2SG,@2SG
51,w,g,wg
52,#,l,#l
53,Q,},Q}
54,*1,{,*1{
55,<,X,<X
56,(,F,(F
57,P,s,Ps
58,"k""",f,"k""f"
59,[,u,[u
60,n,j,nj
61,M,z,Mz
62,9?,C%,9?C%
63,\,b,\b
64,>,o,>o
65,!,p,!p
66,Z,`,Z`
67,v,5,v5
68,y,",","y,"
69,;,W,;W
70,T,^,T^
71,JA,/,JA/
72,L,q,Lq
73,d,U,dU
74,:E,8,:E8
75,a,t,at
76,Y,c,Yc
77,i,m,im
78,K3),B$,K3)B$
79,+,~4,+~4
80,=H,D,=HD
81,2,SG,2SG
82,*,1,*1
83,9,?,9?
84,C,%,C%
85,k,"""","k"""
86,J,A,JA
87,=,H,=H
88,:,E,:E
89,S,G,SG
90,B,$,B$
91,~,4,~4
92,K3,),K3)
93,K,3,K3
