,left,right,combine
0,Bi!;f9]KbTjG0e>g8FsZDr<#H*I$l^{Vhc+`52v,"[(=&:P),E|NodJWYya-\CLU?wz_.x""kqp'mAt6@M7RX %Q}~O3/unS41","Bi!;f9]KbTjG0e>g8FsZDr<#H*I$l^{Vhc+`52v[(=&:P),E|NodJWYya-\CLU?wz_.x""kqp'mAt6@M7RX %Q}~O3/unS41"
1,"[(=&:P),E|NodJWYya-\CLU?w","z_.x""kqp'mAt6@M7RX %Q}~O3/unS41","[(=&:P),E|NodJWYya-\CLU?wz_.x""kqp'mAt6@M7RX %Q}~O3/unS41"
2,Bi!;f9]KbTjG0e>g8FsZ,Dr<#H*I$l^{Vhc+`52v,Bi!;f9]KbTjG0e>g8FsZDr<#H*I$l^{Vhc+`52v
3,"z_.x""kqp'mAt6@",M7RX %Q}~O3/unS41,"z_.x""kqp'mAt6@M7RX %Q}~O3/unS41"
4,"[(=&:P),E|N",odJWYya-\CLU?w,"[(=&:P),E|NodJWYya-\CLU?w"
5,Dr<#H*I$l^,{Vhc+`52v,Dr<#H*I$l^{Vhc+`52v
6,Bi!;f9]KbT,jG0e>g8FsZ,Bi!;f9]KbTjG0e>g8FsZ
7,M7RX %,Q}~O3/unS41,M7RX %Q}~O3/unS41
8,"z_.x""kqp",'mAt6@,"z_.x""kqp'mAt6@"
9,odJWYya,-\CLU?w,odJWYya-\CLU?w
10,[(=&:,"P),E|N","[(=&:P),E|N"
11,{Vhc+,`52v,{Vhc+`52v
12,Dr<#H*I,$l^,Dr<#H*I$l^
13,Bi!;f9,]KbT,Bi!;f9]KbT
14,jG0e>,g8FsZ,jG0e>g8FsZ
15,Q}~O3/,unS41,Q}~O3/unS41
16,M7R,X %,M7RX %
17,'mA,t6@,'mAt6@
18,z_.x,"""kqp","z_.x""kqp"
19,-\C,LU?w,-\CLU?w
20,P),",E|N","P),E|N"
21,odJWY,ya,odJWYya
22,[(,=&:,[(=&:
23,`5,2v,`52v
24,{Vh,c+,{Vhc+
25,$l,^,$l^
26,Bi!,;f9,Bi!;f9
27,un,S41,unS41
28,jG0,e>,jG0e>
29,Dr,<#H*I,Dr<#H*I
30,g8F,sZ,g8FsZ
31,]K,bT,]KbT
32,Q},~O3/,Q}~O3/
33,X ,%,X %
34,"""k",qp,"""kqp"
35,z_,.x,z_.x
36,'m,A,'mA
37,t6,@,t6@
38,M7,R,M7R
39,LU?,w,LU?w
40,od,JWY,odJWY
41,P,),P)
42,",E",|N,",E|N"
43,-\,C,-\C
44,y,a,ya
45,=,&:,=&:
46,c,+,c+
47,[,(,[(
48,`,5,`5
49,2,v,2v
50,{V,h,{Vh
51,D,r,Dr
52,g8,F,g8F
53,j,G0,jG0
54,$,l,$l
55,;,f9,;f9
56,u,n,un
57,],K,]K
58,s,Z,sZ
59,Bi,!,Bi!
60,b,T,bT
61,e,>,e>
62,S4,1,S41
63,~O,3/,~O3/
64,<#H*,I,<#H*I
65,Q,},Q}
66,.,x,.x
67,q,p,qp
68,',m,'m
69,z,_,z_
70,M,7,M7
71,t,6,t6
72,"""",k,"""k"
73,X, ,X 
74,LU,?,LU?
75,&,:,&:
76,-,\,-\
77,J,WY,JWY
78,|,N,|N
79,",",E,",E"
80,o,d,od
81,g,8,g8
82,{,V,{V
83,B,i,Bi
84,~,O,~O
85,f,9,f9
86,S,4,S4
87,3,/,3/
88,G,0,G0
89,<,#H*,<#H*
90,L,U,LU
91,W,Y,WY
92,#,H*,#H*
93,H,*,H*
