,left,right,combine
0,/.^F)\;OkoaMwHE&g6DR*Iu3By9+'4eb,"lG "">5tjvfUN8zx2?m=i|7h`T#rs]%@{W1PYqZc}!nJd(L$Q:KV[,~Ap0-S_XC<","/.^F)\;OkoaMwHE&g6DR*Iu3By9+'4eblG "">5tjvfUN8zx2?m=i|7h`T#rs]%@{W1PYqZc}!nJd(L$Q:KV[,~Ap0-S_XC<"
1,"lG "">5tjvfUN8zx2?m=i|7h","`T#rs]%@{W1PYqZc}!nJd(L$Q:KV[,~Ap0-S_XC<","lG "">5tjvfUN8zx2?m=i|7h`T#rs]%@{W1PYqZc}!nJd(L$Q:KV[,~Ap0-S_XC<"
2,/.^F)\;OkoaMwH,E&g6DR*Iu3By9+'4eb,/.^F)\;OkoaMwHE&g6DR*Iu3By9+'4eb
3,`T#rs]%@{W1PYqZc,"}!nJd(L$Q:KV[,~Ap0-S_XC<","`T#rs]%@{W1PYqZc}!nJd(L$Q:KV[,~Ap0-S_XC<"
4,"lG "">5tjv",fUN8zx2?m=i|7h,"lG "">5tjvfUN8zx2?m=i|7h"
5,E&g6DR*I,u3By9+'4eb,E&g6DR*Iu3By9+'4eb
6,/.^F)\;,OkoaMwH,/.^F)\;OkoaMwH
7,"}!nJd(L$Q:KV[,~",Ap0-S_XC<,"}!nJd(L$Q:KV[,~Ap0-S_XC<"
8,`T#rs,]%@{W1PYqZc,`T#rs]%@{W1PYqZc
9,fUN8zx2?,m=i|7h,fUN8zx2?m=i|7h
10,u3By9,+'4eb,u3By9+'4eb
11,"lG """,>5tjv,"lG "">5tjv"
12,E&g6,DR*I,E&g6DR*I
13,Okoa,MwH,OkoaMwH
14,/.^,F)\;,/.^F)\;
15,]%@{W1,PYqZc,]%@{W1PYqZc
16,}!nJd(,"L$Q:KV[,~","}!nJd(L$Q:KV[,~"
17,Ap0-S_X,C<,Ap0-S_XC<
18,`T,#rs,`T#rs
19,m=i|,7h,m=i|7h
20,u3,By9,u3By9
21,+',4eb,+'4eb
22,fUN8,zx2?,fUN8zx2?
23,>5t,jv,>5tjv
24,lG," ""","lG """
25,DR,*I,DR*I
26,F),\;,F)\;
27,E&,g6,E&g6
28,Ok,oa,Okoa
29,Mw,H,MwH
30,C,<,C<
31,Ap0-,S_X,Ap0-S_X
32,PY,qZc,PYqZc
33,L$Q:,"KV[,~","L$Q:KV[,~"
34,}!n,Jd(,}!nJd(
35,/,.^,/.^
36,]%,@{W1,]%@{W1
37,#,rs,#rs
38,`,T,`T
39,7,h,7h
40,By,9,By9
41,u,3,u3
42,4e,b,4eb
43,fU,N8,fUN8
44,>5,t,>5t
45, ,""""," """
46,m=,i|,m=i|
47,+,',+'
48,l,G,lG
49,j,v,jv
50,zx,2?,zx2?
51,*,I,*I
52,O,k,Ok
53,F,),F)
54,D,R,DR
55,\,;,\;
56,M,w,Mw
57,o,a,oa
58,E,&,E&
59,g,6,g6
60,J,d(,Jd(
61,S,_X,S_X
62,P,Y,PY
63,.,^,.^
64,r,s,rs
65,A,p0-,Ap0-
66,],%,]%
67,}!,n,}!n
68,q,Zc,qZc
69,L$Q,:,L$Q:
70,@{W,1,@{W1
71,KV,"[,~","KV[,~"
72,2,?,2?
73,i,|,i|
74,B,y,By
75,N,8,N8
76,m,=,m=
77,z,x,zx
78,>,5,>5
79,f,U,fU
80,4,e,4e
81,@,{W,@{W
82,d,(,d(
83,Z,c,Zc
84,},!,}!
85,p0,-,p0-
86,L,$Q,L$Q
87,_,X,_X
88,K,V,KV
89,"[,",~,"[,~"
90,[,",","[,"
91,p,0,p0
92,$,Q,$Q
93,{,W,{W
