,left,right,combine
0,"%)CB\fi]sZo`}{:Dj.JW*rX86_a""Qmd>^kw",";1I/'@g#Yb5hHV,pU3 FR7&St0!cGqMlyOvA+4TEu9K$[e=N<?~(z-2xLnP|","%)CB\fi]sZo`}{:Dj.JW*rX86_a""Qmd>^kw;1I/'@g#Yb5hHV,pU3 FR7&St0!cGqMlyOvA+4TEu9K$[e=N<?~(z-2xLnP|"
1,";1I/'@g#Yb5hHV,pU3 ",FR7&St0!cGqMlyOvA+4TEu9K$[e=N<?~(z-2xLnP|,";1I/'@g#Yb5hHV,pU3 FR7&St0!cGqMlyOvA+4TEu9K$[e=N<?~(z-2xLnP|"
2,%)CB\fi]sZo`}{:D,"j.JW*rX86_a""Qmd>^kw","%)CB\fi]sZo`}{:Dj.JW*rX86_a""Qmd>^kw"
3,FR7&St0!cGqMlyOv,A+4TEu9K$[e=N<?~(z-2xLnP|,FR7&St0!cGqMlyOvA+4TEu9K$[e=N<?~(z-2xLnP|
4,;1I/'@g#Yb5,"hHV,pU3 ",";1I/'@g#Yb5hHV,pU3 "
5,j.JW*rX,"86_a""Qmd>^kw","j.JW*rX86_a""Qmd>^kw"
6,%)CB\fi],sZo`}{:D,%)CB\fi]sZo`}{:D
7,FR7&St0,!cGqMlyOv,FR7&St0!cGqMlyOv
8,A+4TEu9K$[e=N<,?~(z-2xLnP|,A+4TEu9K$[e=N<?~(z-2xLnP|
9,"hHV,",pU3 ,"hHV,pU3 "
10,;1I/',@g#Yb5,;1I/'@g#Yb5
11,"86_a""",Qmd>^kw,"86_a""Qmd>^kw"
12,sZo`,}{:D,sZo`}{:D
13,j.J,W*rX,j.JW*rX
14,%)CB\,fi],%)CB\fi]
15,A+4TEu,9K$[e=N<,A+4TEu9K$[e=N<
16,?~(z-2,xLnP|,?~(z-2xLnP|
17,FR7&,St0,FR7&St0
18,!cGqM,lyOv,!cGqMlyOv
19,pU,3 ,pU3 
20,hH,"V,","hHV,"
21,@g#,Yb5,@g#Yb5
22,;1I,/',;1I/'
23,Qmd>,^kw,Qmd>^kw
24,86,"_a""","86_a"""
25,j,.J,j.J
26,W*,rX,W*rX
27,sZ,o`,sZo`
28,}{,:D,}{:D
29,f,i],fi]
30,ly,Ov,lyOv
31,S,t0,St0
32,!c,GqM,!cGqM
33,F,R7&,FR7&
34,?~,(z-2,?~(z-2
35,A+4T,Eu,A+4TEu
36,x,LnP|,xLnP|
37,9K$[e,=N<,9K$[e=N<
38,%,)CB\,%)CB\
39,3, ,3 
40,p,U,pU
41,V,",","V,"
42,h,H,hH
43,Yb,5,Yb5
44,;1,I,;1I
45,/,',/'
46,^k,w,^kw
47,_a,"""","_a"""
48,@g,#,@g#
49,Qm,d>,Qmd>
50,8,6,86
51,},{,}{
52,o,`,o`
53,i,],i]
54,W,*,W*
55,.,J,.J
56,:,D,:D
57,r,X,rX
58,s,Z,sZ
59,=N,<,=N<
60,LnP,|,LnP|
61,?,~,?~
62,A,+4T,A+4T
63,!,c,!c
64,R7,&,R7&
65,l,y,ly
66,t,0,t0
67,G,qM,GqM
68,O,v,Ov
69,9,K$[e,9K$[e
70,(z-,2,(z-2
71,E,u,Eu
72,),CB\,)CB\
73,^,k,^k
74,d,>,d>
75,@,g,@g
76,Y,b,Yb
77,_,a,_a
78,;,1,;1
79,Q,m,Qm
80,Ln,P,LnP
81,R,7,R7
82,q,M,qM
83,K$,[e,K$[e
84,+4,T,+4T
85,(,z-,(z-
86,=,N,=N
87,CB,\,CB\
88,C,B,CB
89,z,-,z-
90,L,n,Ln
91,K,$,K$
92,+,4,+4
93,[,e,[e
