,left,right,combine
0,"@ZS$[f+,}nW/?CtPNdRw3&jp=sx`QMH)evD""GB",>_mJ1.g-u~kIYU^o'8qb9V2l%T<XLE|a06 F\!K4O;]{:ic*#5zAy7h(r,"@ZS$[f+,}nW/?CtPNdRw3&jp=sx`QMH)evD""GB>_mJ1.g-u~kIYU^o'8qb9V2l%T<XLE|a06 F\!K4O;]{:ic*#5zAy7h(r"
1,>_mJ1.g-u~kIYU^o'8qb9V2l%T<XL,E|a06 F\!K4O;]{:ic*#5zAy7h(r,>_mJ1.g-u~kIYU^o'8qb9V2l%T<XLE|a06 F\!K4O;]{:ic*#5zAy7h(r
2,"@ZS$[f+,}nW/?CtPNd","Rw3&jp=sx`QMH)evD""GB","@ZS$[f+,}nW/?CtPNdRw3&jp=sx`QMH)evD""GB"
3,E|a06 F\!K4O;,]{:ic*#5zAy7h(r,E|a06 F\!K4O;]{:ic*#5zAy7h(r
4,>_mJ1.g-u~kIYU^o,'8qb9V2l%T<XL,>_mJ1.g-u~kIYU^o'8qb9V2l%T<XL
5,Rw3&jp=sx`Q,"MH)evD""GB","Rw3&jp=sx`QMH)evD""GB"
6,"@ZS$[f+,}n",W/?CtPNd,"@ZS$[f+,}nW/?CtPNd"
7,]{:ic*#,5zAy7h(r,]{:ic*#5zAy7h(r
8,E|a06 ,F\!K4O;,E|a06 F\!K4O;
9,'8qb9V,2l%T<XL,'8qb9V2l%T<XL
10,>_mJ1,.g-u~kIYU^o,>_mJ1.g-u~kIYU^o
11,MH)ev,"D""GB","MH)evD""GB"
12,@ZS$[,"f+,}n","@ZS$[f+,}n"
13,W/?C,tPNd,W/?CtPNd
14,Rw3&j,p=sx`Q,Rw3&jp=sx`Q
15,5z,Ay7h(r,5zAy7h(r
16,F\!K,4O;,F\!K4O;
17,]{:i,c*#,]{:ic*#
18,E|,a06 ,E|a06 
19,'8q,b9V,'8qb9V
20,.g-u~kI,YU^o,.g-u~kIYU^o
21,2l,%T<XL,2l%T<XL
22,>_,mJ1,>_mJ1
23,"D""",GB,"D""GB"
24,MH),ev,MH)ev
25,W/,?C,W/?C
26,@Z,S$[,@ZS$[
27,p=s,x`Q,p=sx`Q
28,Ay,7h(r,Ay7h(r
29,tP,Nd,tPNd
30,"f+,",}n,"f+,}n"
31,Rw,3&j,Rw3&j
32,5,z,5z
33,F\,!K,F\!K
34,]{,:i,]{:i
35,c,*#,c*#
36,4O,;,4O;
37,E,|,E|
38,a06, ,a06 
39,%T<,XL,%T<XL
40,Y,U^o,YU^o
41,2,l,2l
42,mJ,1,mJ1
43,.g,-u~kI,.g-u~kI
44,b,9V,b9V
45,'8,q,'8q
46,D,"""","D"""
47,>,_,>_
48,e,v,ev
49,G,B,GB
50,MH,),MH)
51,?,C,?C
52,3,&j,3&j
53,7h,(r,7h(r
54,W,/,W/
55,},n,}n
56,t,P,tP
57,x,`Q,x`Q
58,R,w,Rw
59,p=,s,p=s
60,A,y,Ay
61,@,Z,@Z
62,f,"+,","f+,"
63,S,$[,S$[
64,N,d,Nd
65,*,#,*#
66,],{,]{
67,:,i,:i
68,F,\,F\
69,!,K,!K
70,4,O,4O
71,a0,6,a06
72,%T,<,%T<
73,.,g,.g
74,m,J,mJ
75,',8,'8
76,-,u~kI,-u~kI
77,X,L,XL
78,U,^o,U^o
79,9,V,9V
80,p,=,p=
81,(,r,(r
82,&,j,&j
83,$,[,$[
84,7,h,7h
85,+,",","+,"
86,`,Q,`Q
87,M,H,MH
88,a,0,a0
89,^,o,^o
90,%,T,%T
91,u~,kI,u~kI
92,u,~,u~
93,k,I,kI
