,left,right,combine
0,"gIEKf7c^Xt4:#/YqizaeSh-N|'w.k""bdlmG6T$1RpWQCo]3;","L\%<Z{[&,} >Bv!xJ+@uPO*yD~2UAn8M)`jH9?0(V_5Fr=s","gIEKf7c^Xt4:#/YqizaeSh-N|'w.k""bdlmG6T$1RpWQCo]3;L\%<Z{[&,} >Bv!xJ+@uPO*yD~2UAn8M)`jH9?0(V_5Fr=s"
1,"L\%<Z{[&,} >Bv!xJ",+@uPO*yD~2UAn8M)`jH9?0(V_5Fr=s,"L\%<Z{[&,} >Bv!xJ+@uPO*yD~2UAn8M)`jH9?0(V_5Fr=s"
2,gIEKf7c^Xt4:#/YqizaeSh-N|',"w.k""bdlmG6T$1RpWQCo]3;","gIEKf7c^Xt4:#/YqizaeSh-N|'w.k""bdlmG6T$1RpWQCo]3;"
3,+@uPO*yD~2UAn8M)`,jH9?0(V_5Fr=s,+@uPO*yD~2UAn8M)`jH9?0(V_5Fr=s
4,"L\%<Z{[&,}", >Bv!xJ,"L\%<Z{[&,} >Bv!xJ"
5,gIEKf7c^Xt4:#/,YqizaeSh-N|',gIEKf7c^Xt4:#/YqizaeSh-N|'
6,"w.k""bdlmG6",T$1RpWQCo]3;,"w.k""bdlmG6T$1RpWQCo]3;"
7,jH9?0(V_,5Fr=s,jH9?0(V_5Fr=s
8,+@uPO*yD,~2UAn8M)`,+@uPO*yD~2UAn8M)`
9, >B,v!xJ, >Bv!xJ
10,L\%<Z{,"[&,}","L\%<Z{[&,}"
11,"w.k""bdl",mG6,"w.k""bdlmG6"
12,T$1Rp,WQCo]3;,T$1RpWQCo]3;
13,gIEK,f7c^Xt4:#/,gIEKf7c^Xt4:#/
14,YqizaeS,h-N|',YqizaeSh-N|'
15,5Fr,=s,5Fr=s
16,~2UA,n8M)`,~2UAn8M)`
17,jH9?,0(V_,jH9?0(V_
18,+@uP,O*yD,+@uPO*yD
19, ,>B, >B
20,[&,",}","[&,}"
21,v!,xJ,v!xJ
22,T$,1Rp,T$1Rp
23,h-N,|',h-N|'
24,Yqi,zaeS,YqizaeS
25,WQCo,]3;,WQCo]3;
26,L\,%<Z{,L\%<Z{
27,m,G6,mG6
28,w.,"k""bdl","w.k""bdl"
29,g,IEK,gIEK
30,f7c^,Xt4:#/,f7c^Xt4:#/
31,=,s,=s
32,jH,9?,jH9?
33,~2,UA,~2UA
34,O*,yD,O*yD
35,n,8M)`,n8M)`
36,0(,V_,0(V_
37,5F,r,5Fr
38,+@,uP,+@uP
39,[,&,[&
40,x,J,xJ
41,",",},",}"
42,v,!,v!
43,>,B,>B
44,],3;,]3;
45,G,6,G6
46,1R,p,1Rp
47,f7,c^,f7c^
48,T,$,T$
49,"k""b",dl,"k""bdl"
50,Yq,i,Yqi
51,w,.,w.
52,z,aeS,zaeS
53,L,\,L\
54,Xt4,:#/,Xt4:#/
55,h,-N,h-N
56,|,',|'
57,%<,Z{,%<Z{
58,IE,K,IEK
59,WQC,o,WQCo
60,O,*,O*
61,5,F,5F
62,u,P,uP
63,~,2,~2
64,j,H,jH
65,8,M)`,8M)`
66,9,?,9?
67,0,(,0(
68,U,A,UA
69,y,D,yD
70,V,_,V_
71,+,@,+@
72,WQ,C,WQC
73,1,R,1R
74,Z,{,Z{
75,a,eS,aeS
76,I,E,IE
77,c,^,c^
78,X,t4,Xt4
79,Y,q,Yq
80,k,"""b","k""b"
81,d,l,dl
82,f,7,f7
83,-,N,-N
84,3,;,3;
85,%,<,%<
86,:#,/,:#/
87,M,)`,M)`
88,),`,)`
89,"""",b,"""b"
90,e,S,eS
91,t,4,t4
92,:,#,:#
93,W,Q,WQ
