,left,right,combine
0,"Uv""xtXd`Qi_?z|%#6p!y/Ak,>4RmY9$uGPrM",NcLj(a[l)g7BSbV^=D1E'@&.2K3}O0T eIZ]\5+s~Cf{Ww8oh:F<J;Hn*-q,"Uv""xtXd`Qi_?z|%#6p!y/Ak,>4RmY9$uGPrMNcLj(a[l)g7BSbV^=D1E'@&.2K3}O0T eIZ]\5+s~Cf{Ww8oh:F<J;Hn*-q"
1,NcLj(a[l)g7BSbV^=D1E'@&.2K3}O0T, eIZ]\5+s~Cf{Ww8oh:F<J;Hn*-q,NcLj(a[l)g7BSbV^=D1E'@&.2K3}O0T eIZ]\5+s~Cf{Ww8oh:F<J;Hn*-q
2,"Uv""xtXd`Qi_?z|%#6p","!y/Ak,>4RmY9$uGPrM","Uv""xtXd`Qi_?z|%#6p!y/Ak,>4RmY9$uGPrM"
3, eIZ]\5+s~Cf{Ww8,oh:F<J;Hn*-q, eIZ]\5+s~Cf{Ww8oh:F<J;Hn*-q
4,NcLj(a[l)g7,BSbV^=D1E'@&.2K3}O0T,NcLj(a[l)g7BSbV^=D1E'@&.2K3}O0T
5,"!y/Ak,>4Rm",Y9$uGPrM,"!y/Ak,>4RmY9$uGPrM"
6,"Uv""xtXd`Q",i_?z|%#6p,"Uv""xtXd`Qi_?z|%#6p"
7,oh:F<,J;Hn*-q,oh:F<J;Hn*-q
8, eIZ]\,5+s~Cf{Ww8, eIZ]\5+s~Cf{Ww8
9,BSbV^=D1E,'@&.2K3}O0T,BSbV^=D1E'@&.2K3}O0T
10,NcLj(,a[l)g7,NcLj(a[l)g7
11,Y9$u,GPrM,Y9$uGPrM
12,!y/A,"k,>4Rm","!y/Ak,>4Rm"
13,i_?,z|%#6p,i_?z|%#6p
14,J;H,n*-q,J;Hn*-q
15,"Uv""x",tXd`Q,"Uv""xtXd`Q"
16,oh,:F<,oh:F<
17,5+s~Cf{,Ww8,5+s~Cf{Ww8
18,'@&,.2K3}O0T,'@&.2K3}O0T
19,BS,bV^=D1E,BSbV^=D1E
20, ,eIZ]\, eIZ]\
21,a[,l)g7,a[l)g7
22,Y9,$u,Y9$u
23,GP,rM,GPrM
24,Nc,Lj(,NcLj(
25,"k,>",4Rm,"k,>4Rm"
26,z|%#,6p,z|%#6p
27,!y,/A,!y/A
28,i_,?,i_?
29,n*,-q,n*-q
30,Uv,"""x","Uv""x"
31,tX,d`Q,tXd`Q
32,J;,H,J;H
33,:F,<,:F<
34,o,h,oh
35,Ww,8,Ww8
36,5,+s~Cf{,5+s~Cf{
37,eI,Z]\,eIZ]\
38,',@&,'@&
39,bV^=,D1E,bV^=D1E
40,B,S,BS
41,l),g7,l)g7
42,.2K3},O0T,.2K3}O0T
43,a,[,a[
44,r,M,rM
45,Lj,(,Lj(
46,$,u,$u
47,N,c,Nc
48,G,P,GP
49,Y,9,Y9
50,6,p,6p
51,!,y,!y
52,z|,%#,z|%#
53,4R,m,4Rm
54,k,",>","k,>"
55,/,A,/A
56,i,_,i_
57,"""",x,"""x"
58,U,v,Uv
59,t,X,tX
60,J,;,J;
61,d,`Q,d`Q
62,n,*,n*
63,-,q,-q
64,:,F,:F
65,@,&,@&
66,e,I,eI
67,.,2K3},.2K3}
68,O0,T,O0T
69,g,7,g7
70,+s,~Cf{,+s~Cf{
71,W,w,Ww
72,bV,^=,bV^=
73,l,),l)
74,Z,]\,Z]\
75,D1,E,D1E
76,L,j,Lj
77,%,#,%#
78,z,|,z|
79,",",>,",>"
80,4,R,4R
81,`,Q,`Q
82,~C,f{,~Cf{
83,+,s,+s
84,^,=,^=
85,],\,]\
86,D,1,D1
87,b,V,bV
88,O,0,O0
89,2K,3},2K3}
90,2,K,2K
91,f,{,f{
92,3,},3}
93,~,C,~C
