,left,right,combine
0,"\jC>.xzE{kP,@<}NilsyR2~mL(BncbwOh5M;/X:","S"")6qT7%pgr9YeH^Uu'a0dJ[v-Q4=&oFfW*D83_#G?$1t!A`I|V] ZK+","\jC>.xzE{kP,@<}NilsyR2~mL(BncbwOh5M;/X:S"")6qT7%pgr9YeH^Uu'a0dJ[v-Q4=&oFfW*D83_#G?$1t!A`I|V] ZK+"
1,"S"")6qT7%pgr9YeH^Uu'a0dJ",[v-Q4=&oFfW*D83_#G?$1t!A`I|V] ZK+,"S"")6qT7%pgr9YeH^Uu'a0dJ[v-Q4=&oFfW*D83_#G?$1t!A`I|V] ZK+"
2,"\jC>.xzE{kP,@<}NilsyR2",~mL(BncbwOh5M;/X:,"\jC>.xzE{kP,@<}NilsyR2~mL(BncbwOh5M;/X:"
3,[v-Q4=&oFfW*D83,_#G?$1t!A`I|V] ZK+,[v-Q4=&oFfW*D83_#G?$1t!A`I|V] ZK+
4,"S"")6qT7%pgr9",YeH^Uu'a0dJ,"S"")6qT7%pgr9YeH^Uu'a0dJ"
5,~mL(BncbwO,h5M;/X:,~mL(BncbwOh5M;/X:
6,\jC>.xzE{kP,",@<}NilsyR2","\jC>.xzE{kP,@<}NilsyR2"
7,_#G?$,1t!A`I|V] ZK+,_#G?$1t!A`I|V] ZK+
8,[v-Q4=,&oFfW*D83,[v-Q4=&oFfW*D83
9,YeH^,Uu'a0dJ,YeH^Uu'a0dJ
10,"S"")6",qT7%pgr9,"S"")6qT7%pgr9"
11,h5M,;/X:,h5M;/X:
12,1t!A`I|V], ZK+,1t!A`I|V] ZK+
13,\jC>.,xzE{kP,\jC>.xzE{kP
14,",@<}N",ilsyR2,",@<}NilsyR2"
15,~mL(Bn,cbwO,~mL(BncbwO
16,_#,G?$,_#G?$
17,&oFfW*,D83,&oFfW*D83
18,Ye,H^,YeH^
19,qT7%,pgr9,qT7%pgr9
20,[v-,Q4=,[v-Q4=
21,Uu',a0dJ,Uu'a0dJ
22,"S""",)6,"S"")6"
23,;/,X:,;/X:
24,h,5M,h5M
25,",@",<}N,",@<}N"
26, ,ZK+, ZK+
27,cb,wO,cbwO
28,\jC,>.,\jC>.
29,1t!A`,I|V],1t!A`I|V]
30,xzE{,kP,xzE{kP
31,il,syR2,ilsyR2
32,~mL,(Bn,~mL(Bn
33,G,?$,G?$
34,_,#,_#
35,D8,3,D83
36,pg,r9,pgr9
37,U,u',Uu'
38,[,v-,[v-
39,H,^,H^
40,Y,e,Ye
41,&oFf,W*,&oFfW*
42,qT,7%,qT7%
43,a0,dJ,a0dJ
44,Q4,=,Q4=
45,),6,)6
46,X,:,X:
47,S,"""","S"""
48,5,M,5M
49,;,/,;/
50,sy,R2,syR2
51,~m,L,~mL
52,k,P,kP
53,i,l,il
54,(,Bn,(Bn
55,w,O,wO
56,<},N,<}N
57,>,.,>.
58,",",@,",@"
59,xzE,{,xzE{
60,I,|V],I|V]
61,c,b,cb
62,Z,K+,ZK+
63,?,$,?$
64,1t!,A`,1t!A`
65,\j,C,\jC
66,d,J,dJ
67,p,g,pg
68,q,T,qT
69,r,9,r9
70,7,%,7%
71,D,8,D8
72,W,*,W*
73,&,oFf,&oFf
74,Q,4,Q4
75,v,-,v-
76,a,0,a0
77,u,',u'
78,1t,!,1t!
79,s,y,sy
80,|V,],|V]
81,A,`,A`
82,R,2,R2
83,K,+,K+
84,\,j,\j
85,xz,E,xzE
86,B,n,Bn
87,<,},<}
88,~,m,~m
89,o,Ff,oFf
90,F,f,Ff
91,1,t,1t
92,x,z,xz
93,|,V,|V
