,left,right,combine
0,";Bes^tb'a2Kn}hR@d&0 _>,{w3(54""g!%):uQ",7=8JU[D\VFN$|+<AWc9`f?6C.LPjiIOv/Yk*#lqMxpH-EGToXmS1y~]zZr,";Bes^tb'a2Kn}hR@d&0 _>,{w3(54""g!%):uQ7=8JU[D\VFN$|+<AWc9`f?6C.LPjiIOv/Yk*#lqMxpH-EGToXmS1y~]zZr"
1,7=8JU[D\VFN$|+<AWc9`f?6C.LPj,iIOv/Yk*#lqMxpH-EGToXmS1y~]zZr,7=8JU[D\VFN$|+<AWc9`f?6C.LPjiIOv/Yk*#lqMxpH-EGToXmS1y~]zZr
2,;Bes^tb'a2Kn}hR@d&0 ,"_>,{w3(54""g!%):uQ",";Bes^tb'a2Kn}hR@d&0 _>,{w3(54""g!%):uQ"
3,iIOv/Yk*#lqMxpH,-EGToXmS1y~]zZr,iIOv/Yk*#lqMxpH-EGToXmS1y~]zZr
4,7=8JU[D\VFN$|+<A,Wc9`f?6C.LPj,7=8JU[D\VFN$|+<AWc9`f?6C.LPj
5,"_>,{w3(54","""g!%):uQ","_>,{w3(54""g!%):uQ"
6,;Bes^tb'a2Kn},hR@d&0 ,;Bes^tb'a2Kn}hR@d&0 
7,-EGToXm,S1y~]zZr,-EGToXmS1y~]zZr
8,iIOv/Y,k*#lqMxpH,iIOv/Yk*#lqMxpH
9,Wc9`f?6,C.LPj,Wc9`f?6C.LPj
10,7=8JU[D\VF,N$|+<A,7=8JU[D\VFN$|+<A
11,"""g!%",):uQ,"""g!%):uQ"
12,"_>,{",w3(54,"_>,{w3(54"
13,hR@d,&0 ,hR@d&0 
14,;Bes^tb',a2Kn},;Bes^tb'a2Kn}
15,S1y,~]zZr,S1y~]zZr
16,k*#lq,MxpH,k*#lqMxpH
17,-EGT,oXm,-EGToXm
18,iIO,v/Y,iIOv/Y
19,C.L,Pj,C.LPj
20,7=8J,U[D\VF,7=8JU[D\VF
21,N$|,+<A,N$|+<A
22,Wc9,`f?6,Wc9`f?6
23,):,uQ,):uQ
24,"""g",!%,"""g!%"
25,w3,(54,w3(54
26,_>,",{","_>,{"
27,&0, ,&0 
28,~]z,Zr,~]zZr
29,hR,@d,hR@d
30,a2K,n},a2Kn}
31,;Bes^,tb',;Bes^tb'
32,S1,y,S1y
33,Mx,pH,MxpH
34,o,Xm,oXm
35,-E,GT,-EGT
36,k*,#lq,k*#lq
37,v,/Y,v/Y
38,iI,O,iIO
39,P,j,Pj
40,N$,|,N$|
41,7=,8J,7=8J
42,u,Q,uQ
43,Wc,9,Wc9
44,C,.L,C.L
45,+,<A,+<A
46,`,f?6,`f?6
47,U[D,\VF,U[D\VF
48,!,%,!%
49,),:,):
50,"""",g,"""g"
51,w,3,w3
52,(5,4,(54
53,",",{,",{"
54,_,>,_>
55,h,R,hR
56,Z,r,Zr
57,@,d,@d
58,;Bes,^,;Bes^
59,a2,K,a2K
60,&,0,&0
61,tb,',tb'
62,~],z,~]z
63,n,},n}
64,#,lq,#lq
65,p,H,pH
66,/,Y,/Y
67,k,*,k*
68,M,x,Mx
69,X,m,Xm
70,S,1,S1
71,-,E,-E
72,G,T,GT
73,i,I,iI
74,8,J,8J
75,\V,F,\VF
76,<,A,<A
77,U[,D,U[D
78,N,$,N$
79,7,=,7=
80,W,c,Wc
81,.,L,.L
82,f?,6,f?6
83,(,5,(5
84,a,2,a2
85,~,],~]
86,;,Bes,;Bes
87,t,b,tb
88,l,q,lq
89,f,?,f?
90,\,V,\V
91,U,[,U[
92,B,es,Bes
93,e,s,es
