,left,right,combine
0,"umDN*}rxv&\nG7H""kQ4/1#gTA'FULS!CRw_B{j?i9]bdWcOM,",<+h8 5oa|sV%z3>Jp6Z^=Y;y0E-.Xf($)`q@KPIet~[:l2,"umDN*}rxv&\nG7H""kQ4/1#gTA'FULS!CRw_B{j?i9]bdWcOM,<+h8 5oa|sV%z3>Jp6Z^=Y;y0E-.Xf($)`q@KPIet~[:l2"
1,<+h8 5oa|sV%z3>Jp6Z,^=Y;y0E-.Xf($)`q@KPIet~[:l2,<+h8 5oa|sV%z3>Jp6Z^=Y;y0E-.Xf($)`q@KPIet~[:l2
2,"umDN*}rxv&\nG7H""kQ4/","1#gTA'FULS!CRw_B{j?i9]bdWcOM,","umDN*}rxv&\nG7H""kQ4/1#gTA'FULS!CRw_B{j?i9]bdWcOM,"
3,^=Y;y0E-.,Xf($)`q@KPIet~[:l2,^=Y;y0E-.Xf($)`q@KPIet~[:l2
4,<+h8 5oa|sV,%z3>Jp6Z,<+h8 5oa|sV%z3>Jp6Z
5,1#gTA'FULS!CRw_B{j,"?i9]bdWcOM,","1#gTA'FULS!CRw_B{j?i9]bdWcOM,"
6,umDN*},"rxv&\nG7H""kQ4/","umDN*}rxv&\nG7H""kQ4/"
7,Xf($)`q@,KPIet~[:l2,Xf($)`q@KPIet~[:l2
8,^=Y;,y0E-.,^=Y;y0E-.
9,%z3>,Jp6Z,%z3>Jp6Z
10,<+h8 5,oa|sV,<+h8 5oa|sV
11,rxv&\nG7,"H""kQ4/","rxv&\nG7H""kQ4/"
12,1#gTA'FUL,S!CRw_B{j,1#gTA'FULS!CRw_B{j
13,?i9]bdW,"cOM,","?i9]bdWcOM,"
14,umD,N*},umDN*}
15,y0,E-.,y0E-.
16,Xf($,)`q@,Xf($)`q@
17,KPIe,t~[:l2,KPIet~[:l2
18,Jp,6Z,Jp6Z
19,%z,3>,%z3>
20,^=,Y;,^=Y;
21,oa|s,V,oa|sV
22,"H""",kQ4/,"H""kQ4/"
23,S!CR,w_B{j,S!CRw_B{j
24,<+h,8 5,<+h8 5
25,rxv&,\nG7,rxv&\nG7
26,cOM,",","cOM,"
27,?i9],bdW,?i9]bdW
28,1#,gTA'FUL,1#gTA'FUL
29,N,*},N*}
30,t~,[:l2,t~[:l2
31,)`,q@,)`q@
32,E-,.,E-.
33,KP,Ie,KPIe
34,y,0,y0
35,um,D,umD
36,Xf,($,Xf($
37,^,=,^=
38,J,p,Jp
39,%,z,%z
40,3,>,3>
41,Y,;,Y;
42,6,Z,6Z
43,oa,|s,oa|s
44,gTA,'FUL,gTA'FUL
45,w_B,{j,w_B{j
46,1,#,1#
47,r,xv&,rxv&
48,c,OM,cOM
49,?,i9],?i9]
50,bd,W,bdW
51,<+,h,<+h
52,S!,CR,S!CR
53,H,"""","H"""
54,\,nG7,\nG7
55,8, 5,8 5
56,kQ,4/,kQ4/
57,*,},*}
58,E,-,E-
59,(,$,($
60,X,f,Xf
61,q,@,q@
62,K,P,KP
63,),`,)`
64,I,e,Ie
65,u,m,um
66,[:l,2,[:l2
67,t,~,t~
68,|,s,|s
69,gT,A,gTA
70,<,+,<+
71,i9,],i9]
72,{,j,{j
73,b,d,bd
74,xv,&,xv&
75,o,a,oa
76,4,/,4/
77,nG,7,nG7
78,O,M,OM
79,k,Q,kQ
80,S,!,S!
81,w,_B,w_B
82,'F,UL,'FUL
83,C,R,CR
84, ,5, 5
85,[,:l,[:l
86,:,l,:l
87,',F,'F
88,_,B,_B
89,g,T,gT
90,i,9,i9
91,U,L,UL
92,n,G,nG
93,x,v,xv
