,left,right,combine
0,S$BQ%@1*Z:zag]f7[y}Jwq#<|rpliIM?F{9Y,"eH4d0P;5G+6o >/~TL_bkxj`Xuc.th3EA^2\&!U,(s=Wm)ONCD-nRv8KV'""","S$BQ%@1*Z:zag]f7[y}Jwq#<|rpliIM?F{9YeH4d0P;5G+6o >/~TL_bkxj`Xuc.th3EA^2\&!U,(s=Wm)ONCD-nRv8KV'"""
1,eH4d0P;5G+6o >/~TL_bkxj,"`Xuc.th3EA^2\&!U,(s=Wm)ONCD-nRv8KV'""","eH4d0P;5G+6o >/~TL_bkxj`Xuc.th3EA^2\&!U,(s=Wm)ONCD-nRv8KV'"""
2,S$BQ%@1*Z:zag]f7[y,}Jwq#<|rpliIM?F{9Y,S$BQ%@1*Z:zag]f7[y}Jwq#<|rpliIM?F{9Y
3,"`Xuc.th3EA^2\&!U,","(s=Wm)ONCD-nRv8KV'""","`Xuc.th3EA^2\&!U,(s=Wm)ONCD-nRv8KV'"""
4,eH4d0P;5G+,6o >/~TL_bkxj,eH4d0P;5G+6o >/~TL_bkxj
5,}Jwq#<|r,pliIM?F{9Y,}Jwq#<|rpliIM?F{9Y
6,S$BQ%@1*Z,:zag]f7[y,S$BQ%@1*Z:zag]f7[y
7,(s=Wm),"ONCD-nRv8KV'""","(s=Wm)ONCD-nRv8KV'"""
8,`Xuc.th3,"EA^2\&!U,","`Xuc.th3EA^2\&!U,"
9,6o >/~T,L_bkxj,6o >/~TL_bkxj
10,eH4d,0P;5G+,eH4d0P;5G+
11,pliIM,?F{9Y,pliIM?F{9Y
12,}Jwq#,<|r,}Jwq#<|r
13,:zag,]f7[y,:zag]f7[y
14,S$BQ,%@1*Z,S$BQ%@1*Z
15,ONCD-nR,"v8KV'""","ONCD-nRv8KV'"""
16,(s=W,m),(s=Wm)
17,EA^2\,"&!U,","EA^2\&!U,"
18,`Xuc.,th3,`Xuc.th3
19,6o >,/~T,6o >/~T
20,0P;,5G+,0P;5G+
21,L_b,kxj,L_bkxj
22,eH,4d,eH4d
23,?F{,9Y,?F{9Y
24,pl,iIM,pliIM
25,<,|r,<|r
26,}Jw,q#,}Jwq#
27,]f,7[y,]f7[y
28,%@1,*Z,%@1*Z
29,:z,ag,:zag
30,ONC,D-nR,ONCD-nR
31,v8,"KV'""","v8KV'"""
32,S$,BQ,S$BQ
33,m,),m)
34,EA^,2\,EA^2\
35,(s,=W,(s=W
36,&!,"U,","&!U,"
37,t,h3,th3
38,L,_b,L_b
39,/~,T,/~T
40,`Xu,c.,`Xuc.
41,k,xj,kxj
42,0,P;,0P;
43,5,G+,5G+
44,6o, >,6o >
45,9,Y,9Y
46,e,H,eH
47,4,d,4d
48,p,l,pl
49,}J,w,}Jw
50,iI,M,iIM
51,?,F{,?F{
52,q,#,q#
53,|,r,|r
54,7,[y,7[y
55,*,Z,*Z
56,:,z,:z
57,],f,]f
58,%@,1,%@1
59,a,g,ag
60,B,Q,BQ
61,S,$,S$
62,O,NC,ONC
63,D,-nR,D-nR
64,KV,"'""","KV'"""
65,v,8,v8
66,(,s,(s
67,&,!,&!
68,=,W,=W
69,E,A^,EA^
70,2,\,2\
71,h,3,h3
72,U,",","U,"
73,6,o,6o
74,/,~,/~
75,P,;,P;
76, ,>, >
77,G,+,G+
78,`,Xu,`Xu
79,c,.,c.
80,_,b,_b
81,x,j,xj
82,},J,}J
83,i,I,iI
84,F,{,F{
85,[,y,[y
86,%,@,%@
87,',"""","'"""
88,N,C,NC
89,K,V,KV
90,-n,R,-nR
91,A,^,A^
92,X,u,Xu
93,-,n,-n
