,left,right,combine
0,"hQ:GqW3ZgH?a""m+f$p<!*2zUA%DK|N6uFwXr=EloL\SMn >","8[}d`Rj;^]140-J/v&i(ckTs@Ix_.O#79P)5BeVY',~tCb{y","hQ:GqW3ZgH?a""m+f$p<!*2zUA%DK|N6uFwXr=EloL\SMn >8[}d`Rj;^]140-J/v&i(ckTs@Ix_.O#79P)5BeVY',~tCb{y"
1,8[}d`Rj;^]140-J/v&i(ckT,"s@Ix_.O#79P)5BeVY',~tCb{y","8[}d`Rj;^]140-J/v&i(ckTs@Ix_.O#79P)5BeVY',~tCb{y"
2,"hQ:GqW3ZgH?a""m+f$p<!*2zU",A%DK|N6uFwXr=EloL\SMn >,"hQ:GqW3ZgH?a""m+f$p<!*2zUA%DK|N6uFwXr=EloL\SMn >"
3,s@Ix_.O#79P),"5BeVY',~tCb{y","s@Ix_.O#79P)5BeVY',~tCb{y"
4,8[}d`Rj;^],140-J/v&i(ckT,8[}d`Rj;^]140-J/v&i(ckT
5,A%DK|N6uFwXr=,EloL\SMn >,A%DK|N6uFwXr=EloL\SMn >
6,hQ:GqW3ZgH?,"a""m+f$p<!*2zU","hQ:GqW3ZgH?a""m+f$p<!*2zU"
7,"5BeVY',",~tCb{y,"5BeVY',~tCb{y"
8,s@Ix_.,O#79P),s@Ix_.O#79P)
9,140-,J/v&i(ckT,140-J/v&i(ckT
10,8[}d`R,j;^],8[}d`Rj;^]
11,EloL\S,Mn >,EloL\SMn >
12,hQ:GqW,3ZgH?,hQ:GqW3ZgH?
13,"a""m+f$p<!",*2zU,"a""m+f$p<!*2zU"
14,A%DK|N6,uFwXr=,A%DK|N6uFwXr=
15,~tCb,{y,~tCb{y
16,s@,Ix_.,s@Ix_.
17,J/v&i(,ckT,J/v&i(ckT
18,O#7,9P),O#79P)
19,5Be,"VY',","5BeVY',"
20,1,40-,140-
21,8[}d,`R,8[}d`R
22,j;,^],j;^]
23,Mn, >,Mn >
24,3Zg,H?,3ZgH?
25,*2,zU,*2zU
26,A%D,K|N6,A%DK|N6
27,El,oL\S,EloL\S
28,hQ,:GqW,hQ:GqW
29,"a""m",+f$p<!,"a""m+f$p<!"
30,uFw,Xr=,uFwXr=
31,{,y,{y
32,~t,Cb,~tCb
33,ck,T,ckT
34,VY,"',","VY',"
35,Ix,_.,Ix_.
36,s,@,s@
37,O#,7,O#7
38,9,P),9P)
39,J/v&,i(,J/v&i(
40,5B,e,5Be
41,4,0-,40-
42,`,R,`R
43,8[},d,8[}d
44,^,],^]
45,j,;,j;
46, ,>, >
47,uF,w,uFw
48,:,GqW,:GqW
49,E,l,El
50,oL,\S,oL\S
51,M,n,Mn
52,+f$p,<!,+f$p<!
53,"a""",m,"a""m"
54,z,U,zU
55,*,2,*2
56,3,Zg,3Zg
57,X,r=,Xr=
58,K|N,6,K|N6
59,A,%D,A%D
60,H,?,H?
61,h,Q,hQ
62,C,b,Cb
63,J,/v&,J/v&
64,P,),P)
65,5,B,5B
66,V,Y,VY
67,0,-,0-
68,i,(,i(
69,c,k,ck
70,',",","',"
71,I,x,Ix
72,~,t,~t
73,O,#,O#
74,_,.,_.
75,8[,},8[}
76,+f,$p,+f$p
77,%,D,%D
78,u,F,uF
79,K,|N,K|N
80,G,qW,GqW
81,o,L,oL
82,a,"""","a"""
83,\,S,\S
84,r,=,r=
85,<,!,<!
86,Z,g,Zg
87,/,v&,/v&
88,v,&,v&
89,8,[,8[
90,q,W,qW
91,$,p,$p
92,|,N,|N
93,+,f,+f
