,left,right,combine
0,":K>8~D_tVb=EGM)SP+`y|g}sk^%Q.]h1,\Jd4BrFi?3","Y67u<0vTZeLCfj-m 9nWcNAz2Xp;H{$""#xaU/wO5R!@o('I[lq&*",":K>8~D_tVb=EGM)SP+`y|g}sk^%Q.]h1,\Jd4BrFi?3Y67u<0vTZeLCfj-m 9nWcNAz2Xp;H{$""#xaU/wO5R!@o('I[lq&*"
1,Y67u<0vTZeLCfj-m 9nWcN,"Az2Xp;H{$""#xaU/wO5R!@o('I[lq&*","Y67u<0vTZeLCfj-m 9nWcNAz2Xp;H{$""#xaU/wO5R!@o('I[lq&*"
2,:K>8~D_tVb=EGM)SP+`y,"|g}sk^%Q.]h1,\Jd4BrFi?3",":K>8~D_tVb=EGM)SP+`y|g}sk^%Q.]h1,\Jd4BrFi?3"
3,"Az2Xp;H{$""#xaU/",wO5R!@o('I[lq&*,"Az2Xp;H{$""#xaU/wO5R!@o('I[lq&*"
4,Y67u<0vTZeLCf,j-m 9nWcN,Y67u<0vTZeLCfj-m 9nWcN
5,|g}sk^%Q,".]h1,\Jd4BrFi?3","|g}sk^%Q.]h1,\Jd4BrFi?3"
6,:K>8~D_tVb,=EGM)SP+`y,:K>8~D_tVb=EGM)SP+`y
7,wO5R!@,o('I[lq&*,wO5R!@o('I[lq&*
8,Az2Xp;H,"{$""#xaU/","Az2Xp;H{$""#xaU/"
9,j-m ,9nWcN,j-m 9nWcN
10,Y67u<0v,TZeLCf,Y67u<0vTZeLCf
11,".]h1,",\Jd4BrFi?3,".]h1,\Jd4BrFi?3"
12,|g}s,k^%Q,|g}sk^%Q
13,=EGM),SP+`y,=EGM)SP+`y
14,:K>8,~D_tVb,:K>8~D_tVb
15,o('I[,lq&*,o('I[lq&*
16,Az2X,p;H,Az2Xp;H
17,"{$""#x",aU/,"{$""#xaU/"
18,wO5,R!@,wO5R!@
19,9n,WcN,9nWcN
20,j-m, ,j-m 
21,Y67,u<0v,Y67u<0v
22,\Jd4,BrFi?3,\Jd4BrFi?3
23,TZe,LCf,TZeLCf
24,.],"h1,",".]h1,"
25,|g,}s,|g}s
26,k^,%Q,k^%Q
27,SP+,`y,SP+`y
28,~D_,tVb,~D_tVb
29,=EGM,),=EGM)
30,lq,&*,lq&*
31,:K,>8,:K>8
32,o(,'I[,o('I[
33,p;,H,p;H
34,Az,2X,Az2X
35,{$,"""#x","{$""#x"
36,W,cN,WcN
37,w,O5,wO5
38,a,U/,aU/
39,R,!@,R!@
40,9,n,9n
41,T,Ze,TZe
42,L,Cf,LCf
43,u<0,v,u<0v
44,j,-m,j-m
45,B,rFi?3,BrFi?3
46,Y,67,Y67
47,\J,d4,\Jd4
48,h,"1,","h1,"
49,%,Q,%Q
50,k,^,k^
51,|,g,|g
52,.,],.]
53,`,y,`y
54,},s,}s
55,SP,+,SP+
56,>,8,>8
57,',I[,'I[
58,l,q,lq
59,:,K,:K
60,=E,GM,=EGM
61,&,*,&*
62,~D,_,~D_
63,t,Vb,tVb
64,"""#",x,"""#x"
65,O,5,O5
66,!,@,!@
67,c,N,cN
68,p,;,p;
69,{,$,{$
70,2,X,2X
71,U,/,U/
72,A,z,Az
73,o,(,o(
74,Z,e,Ze
75,rFi,?3,rFi?3
76,d,4,d4
77,u,<0,u<0
78,\,J,\J
79,C,f,Cf
80,1,",","1,"
81,-,m,-m
82,6,7,67
83,V,b,Vb
84,=,E,=E
85,~,D,~D
86,S,P,SP
87,G,M,GM
88,I,[,I[
89,"""",#,"""#"
90,?,3,?3
91,<,0,<0
92,rF,i,rFi
93,r,F,rF
