,left,right,combine
0,"Uqhs{Am}c5u%1|xoIBL76H=-;G l+]R32:O!n"".","bQtP?NjYWCTd/>9M8Dk['f`z^,E\_&r$K*#0vwg@~ZX<y(J)eVSF4iap","Uqhs{Am}c5u%1|xoIBL76H=-;G l+]R32:O!n"".bQtP?NjYWCTd/>9M8Dk['f`z^,E\_&r$K*#0vwg@~ZX<y(J)eVSF4iap"
1,"bQtP?NjYWCTd/>9M8Dk['f`z^,E",\_&r$K*#0vwg@~ZX<y(J)eVSF4iap,"bQtP?NjYWCTd/>9M8Dk['f`z^,E\_&r$K*#0vwg@~ZX<y(J)eVSF4iap"
2,Uqhs{Am}c5u%1|xoIBL76H=-,";G l+]R32:O!n"".","Uqhs{Am}c5u%1|xoIBL76H=-;G l+]R32:O!n""."
3,\_&r$K*#,0vwg@~ZX<y(J)eVSF4iap,\_&r$K*#0vwg@~ZX<y(J)eVSF4iap
4,bQtP?NjYWCTd/,">9M8Dk['f`z^,E","bQtP?NjYWCTd/>9M8Dk['f`z^,E"
5,;G l+]R,"32:O!n"".",";G l+]R32:O!n""."
6,Uqhs{Am}c5,u%1|xoIBL76H=-,Uqhs{Am}c5u%1|xoIBL76H=-
7,0vwg@~ZX<y,(J)eVSF4iap,0vwg@~ZX<y(J)eVSF4iap
8,\_&r,$K*#,\_&r$K*#
9,bQtP?N,jYWCTd/,bQtP?NjYWCTd/
10,>9M8Dk[',"f`z^,E",">9M8Dk['f`z^,E"
11,32:O,"!n"".","32:O!n""."
12,;G ,l+]R,;G l+]R
13,(J)eVSF,4iap,(J)eVSF4iap
14,Uqhs,{Am}c5,Uqhs{Am}c5
15,u%1|xoI,BL76H=-,u%1|xoIBL76H=-
16,0vw,g@~ZX<y,0vwg@~ZX<y
17,$K,*#,$K*#
18,\_,&r,\_&r
19,f`z,"^,E","f`z^,E"
20,>9M8,Dk[',>9M8Dk['
21,jYWC,Td/,jYWCTd/
22,bQt,P?N,bQtP?N
23,!n,""".","!n""."
24,32,:O,32:O
25,l+,]R,l+]R
26,;G, ,;G 
27,(J),eVSF,(J)eVSF
28,Uq,hs,Uqhs
29,BL76H,=-,BL76H=-
30,g@,~ZX<y,g@~ZX<y
31,u%1|x,oI,u%1|xoI
32,{Am,}c5,{Am}c5
33,4,iap,4iap
34,0,vw,0vw
35,&,r,&r
36,*,#,*#
37,$,K,$K
38,\,_,\_
39,Dk,[',Dk['
40,P?,N,P?N
41,b,Qt,bQt
42,T,d/,Td/
43,>9,M8,>9M8
44,"^,",E,"^,E"
45,jY,WC,jYWC
46,f`,z,f`z
47,"""",.,"""."
48,:,O,:O
49,],R,]R
50,!,n,!n
51,3,2,32
52,l,+,l+
53,(J,),(J)
54,U,q,Uq
55,;,G,;G
56,},c5,}c5
57,u%1,|x,u%1|x
58,v,w,vw
59,g,@,g@
60,~,ZX<y,~ZX<y
61,=,-,=-
62,{A,m,{Am
63,i,ap,iap
64,o,I,oI
65,eVS,F,eVSF
66,h,s,hs
67,BL,76H,BL76H
68,Q,t,Qt
69,P,?,P?
70,j,Y,jY
71,f,`,f`
72,W,C,WC
73,^,",","^,"
74,M,8,M8
75,D,k,Dk
76,>,9,>9
77,[,',['
78,d,/,d/
79,ZX,<y,ZX<y
80,a,p,ap
81,c,5,c5
82,B,L,BL
83,(,J,(J
84,76,H,76H
85,|,x,|x
86,eV,S,eVS
87,{,A,{A
88,u%,1,u%1
89,u,%,u%
90,<,y,<y
91,7,6,76
92,Z,X,ZX
93,e,V,eV
