,left,right,combine
0,"r+%=&d3\j}2DmiI:l?FSoZ^Q|ve,B19J$q6fVp("," g`{[#PXhc@"";'aU!nM_O]y8H/NuGY7C.bRAE<~wstxW-L4z0*)>kKT5","r+%=&d3\j}2DmiI:l?FSoZ^Q|ve,B19J$q6fVp( g`{[#PXhc@"";'aU!nM_O]y8H/NuGY7C.bRAE<~wstxW-L4z0*)>kKT5"
1," g`{[#PXhc@"";'aU!nM_O]y8H",/NuGY7C.bRAE<~wstxW-L4z0*)>kKT5," g`{[#PXhc@"";'aU!nM_O]y8H/NuGY7C.bRAE<~wstxW-L4z0*)>kKT5"
2,r+%=&d3\j}2DmiI:l?,"FSoZ^Q|ve,B19J$q6fVp(","r+%=&d3\j}2DmiI:l?FSoZ^Q|ve,B19J$q6fVp("
3,/NuGY7C.bRA,E<~wstxW-L4z0*)>kKT5,/NuGY7C.bRAE<~wstxW-L4z0*)>kKT5
4," g`{[#PXhc@"";",'aU!nM_O]y8H," g`{[#PXhc@"";'aU!nM_O]y8H"
5,"FSoZ^Q|ve,",B19J$q6fVp(,"FSoZ^Q|ve,B19J$q6fVp("
6,r+%=&d3\j}2,DmiI:l?,r+%=&d3\j}2DmiI:l?
7,E<~wstxW,-L4z0*)>kKT5,E<~wstxW-L4z0*)>kKT5
8,/NuGY7,C.bRA,/NuGY7C.bRA
9,'aU!,nM_O]y8H,'aU!nM_O]y8H
10, g`{[#P,"Xhc@"";"," g`{[#PXhc@"";"
11,B19J$q6,fVp(,B19J$q6fVp(
12,FSoZ,"^Q|ve,","FSoZ^Q|ve,"
13,Dmi,I:l?,DmiI:l?
14,-L4z,0*)>kKT5,-L4z0*)>kKT5
15,r+%=&d,3\j}2,r+%=&d3\j}2
16,E<~,wstxW,E<~wstxW
17,C.b,RA,C.bRA
18,nM_O],y8H,nM_O]y8H
19,/Nu,GY7,/NuGY7
20,'a,U!,'aU!
21,Xhc@,""";","Xhc@"";"
22,fV,p(,fVp(
23,B19,J$q6,B19J$q6
24, g`,{[#P, g`{[#P
25,^Q,"|ve,","^Q|ve,"
26,FS,oZ,FSoZ
27,I:,l?,I:l?
28,D,mi,Dmi
29,-L4,z,-L4z
30,0*,)>kKT5,0*)>kKT5
31,3\j,}2,3\j}2
32,r+%=,&d,r+%=&d
33,wst,xW,wstxW
34,E,<~,E<~
35,R,A,RA
36,C,.b,C.b
37,/N,u,/Nu
38,U,!,U!
39,y,8H,y8H
40,GY,7,GY7
41,nM,_O],nM_O]
42,',a,'a
43,"""",;,""";"
44,B,19,B19
45,{[,#P,{[#P
46,f,V,fV
47,X,hc@,Xhc@
48,J$,q6,J$q6
49,p,(,p(
50, ,g`, g`
51,|,"ve,","|ve,"
52,^,Q,^Q
53,o,Z,oZ
54,F,S,FS
55,l,?,l?
56,I,:,I:
57,m,i,mi
58,w,st,wst
59,&,d,&d
60,)>,kKT5,)>kKT5
61,<,~,<~
62,3,\j,3\j
63,},2,}2
64,x,W,xW
65,r+,%=,r+%=
66,0,*,0*
67,-,L4,-L4
68,8,H,8H
69,_,O],_O]
70,n,M,nM
71,/,N,/N
72,.,b,.b
73,G,Y,GY
74,ve,",","ve,"
75,#,P,#P
76,g,`,g`
77,J,$,J$
78,1,9,19
79,{,[,{[
80,h,c@,hc@
81,q,6,q6
82,kKT,5,kKT5
83,\,j,\j
84,),>,)>
85,L,4,L4
86,s,t,st
87,%,=,%=
88,r,+,r+
89,O,],O]
90,v,e,ve
91,c,@,c@
92,k,KT,kKT
93,K,T,KT
