,left,right,combine
0,"U""[~S$6=e25N_rBs!<@,i%Gn#.O f)dtHmkQjw/l(+`7vo",qc;|4ZFDa1X^\0IPu*?LTR&AK9-hbYM}xyE:p{>]g'C8VzJ3W,"U""[~S$6=e25N_rBs!<@,i%Gn#.O f)dtHmkQjw/l(+`7voqc;|4ZFDa1X^\0IPu*?LTR&AK9-hbYM}xyE:p{>]g'C8VzJ3W"
1,qc;|4ZFDa1X^\0IPu*?,LTR&AK9-hbYM}xyE:p{>]g'C8VzJ3W,qc;|4ZFDa1X^\0IPu*?LTR&AK9-hbYM}xyE:p{>]g'C8VzJ3W
2,"U""[~S$6=e25N_rBs!<@,i",%Gn#.O f)dtHmkQjw/l(+`7vo,"U""[~S$6=e25N_rBs!<@,i%Gn#.O f)dtHmkQjw/l(+`7vo"
3,LTR&AK9-hbYM}xy,E:p{>]g'C8VzJ3W,LTR&AK9-hbYM}xyE:p{>]g'C8VzJ3W
4,qc;|4ZFDa1,X^\0IPu*?,qc;|4ZFDa1X^\0IPu*?
5,%Gn#.O ,f)dtHmkQjw/l(+`7vo,%Gn#.O f)dtHmkQjw/l(+`7vo
6,"U""[~S$6=e2","5N_rBs!<@,i","U""[~S$6=e25N_rBs!<@,i"
7,E:p{>]g,'C8VzJ3W,E:p{>]g'C8VzJ3W
8,LTR&AK9,-hbYM}xy,LTR&AK9-hbYM}xy
9,X^\0,IPu*?,X^\0IPu*?
10,f)dtHmkQj,w/l(+`7vo,f)dtHmkQjw/l(+`7vo
11,qc;|4,ZFDa1,qc;|4ZFDa1
12,%Gn#,.O ,%Gn#.O 
13,5N_rB,"s!<@,i","5N_rBs!<@,i"
14,"U""[~S$",6=e2,"U""[~S$6=e2"
15,'C8,VzJ3W,'C8VzJ3W
16,E:p{,>]g,E:p{>]g
17,-hbY,M}xy,-hbYM}xy
18,LTR&,AK9,LTR&AK9
19,IPu,*?,IPu*?
20,X^,\0,X^\0
21,ZFD,a1,ZFDa1
22,f),dtHmkQj,f)dtHmkQj
23,w/l(,+`7vo,w/l(+`7vo
24,qc,;|4,qc;|4
25,.O, ,.O 
26,%G,n#,%Gn#
27,s!<@,",i","s!<@,i"
28,5N,_rB,5N_rB
29,"U""[",~S$,"U""[~S$"
30,6=,e2,6=e2
31,Vz,J3W,VzJ3W
32,',C8,'C8
33,>],g,>]g
34,AK,9,AK9
35,LT,R&,LTR&
36,M},xy,M}xy
37,-h,bY,-hbY
38,E:,p{,E:p{
39,I,Pu,IPu
40,\,0,\0
41,*,?,*?
42,X,^,X^
43,f,),f)
44,dtHmk,Qj,dtHmkQj
45,+`7,vo,+`7vo
46,q,c,qc
47,;|,4,;|4
48,w/,l(,w/l(
49,a,1,a1
50,ZF,D,ZFD
51,s!<,@,s!<@
52,",",i,",i"
53,%,G,%G
54,n,#,n#
55,.,O,.O
56,_r,B,_rB
57,e,2,e2
58,V,z,Vz
59,C,8,C8
60,J3,W,J3W
61,~,S$,~S$
62,6,=,6=
63,5,N,5N
64,U,"""[","U""["
65,-,h,-h
66,x,y,xy
67,E,:,E:
68,R,&,R&
69,L,T,LT
70,p,{,p{
71,M,},M}
72,A,K,AK
73,>,],>]
74,b,Y,bY
75,P,u,Pu
76,d,tHmk,dtHmk
77,v,o,vo
78,w,/,w/
79,Q,j,Qj
80,l,(,l(
81,+,`7,+`7
82,Z,F,ZF
83,;,|,;|
84,s,!<,s!<
85,J,3,J3
86,S,$,S$
87,"""",[,"""["
88,_,r,_r
89,!,<,!<
90,`,7,`7
91,tH,mk,tHmk
92,t,H,tH
93,m,k,mk
