,left,right,combine
0,PxF&:Ql|5{YjB(8f4>@Zs\ib]9ST0K6qc[*_+,"O X#Ep;o.dyUI""kHu2M)DR3^7/nVmz<%ve~a$GCLAN?!,J-rt}1`Ww'gh=","PxF&:Ql|5{YjB(8f4>@Zs\ib]9ST0K6qc[*_+O X#Ep;o.dyUI""kHu2M)DR3^7/nVmz<%ve~a$GCLAN?!,J-rt}1`Ww'gh="
1,"O X#Ep;o.dyUI""kHu2M)DR3^","7/nVmz<%ve~a$GCLAN?!,J-rt}1`Ww'gh=","O X#Ep;o.dyUI""kHu2M)DR3^7/nVmz<%ve~a$GCLAN?!,J-rt}1`Ww'gh="
2,PxF&:Ql|5{YjB(8f4>@Z,s\ib]9ST0K6qc[*_+,PxF&:Ql|5{YjB(8f4>@Zs\ib]9ST0K6qc[*_+
3,7/nVmz<%ve~a$GCLA,"N?!,J-rt}1`Ww'gh=","7/nVmz<%ve~a$GCLAN?!,J-rt}1`Ww'gh="
4,O X#Ep;o.dyU,"I""kHu2M)DR3^","O X#Ep;o.dyUI""kHu2M)DR3^"
5,s\ib]9ST,0K6qc[*_+,s\ib]9ST0K6qc[*_+
6,PxF&:Ql|,5{YjB(8f4>@Z,PxF&:Ql|5{YjB(8f4>@Z
7,"N?!,J-rt}",1`Ww'gh=,"N?!,J-rt}1`Ww'gh="
8,7/nVmz<%,ve~a$GCLA,7/nVmz<%ve~a$GCLA
9,"I""kHu2M",)DR3^,"I""kHu2M)DR3^"
10,O X#Ep,;o.dyU,O X#Ep;o.dyU
11,0K6qc,[*_+,0K6qc[*_+
12,s\ib,]9ST,s\ib]9ST
13,5{Yj,B(8f4>@Z,5{YjB(8f4>@Z
14,PxF&,:Ql|,PxF&:Ql|
15,1`Ww,'gh=,1`Ww'gh=
16,"N?!,",J-rt},"N?!,J-rt}"
17,ve~a$,GCLA,ve~a$GCLA
18,7/nV,mz<%,7/nVmz<%
19,)D,R3^,)DR3^
20,;o.d,yU,;o.dyU
21,"I""k",Hu2M,"I""kHu2M"
22,O ,X#Ep,O X#Ep
23,0K,6qc,0K6qc
24,[*,_+,[*_+
25,]9,ST,]9ST
26,s\,ib,s\ib
27,B(8f4,>@Z,B(8f4>@Z
28,5{,Yj,5{Yj
29,:Q,l|,:Ql|
30,Px,F&,PxF&
31,'g,h=,'gh=
32,N?,"!,","N?!,"
33,J-,rt},J-rt}
34,1`,Ww,1`Ww
35,GC,LA,GCLA
36,7/,nV,7/nV
37,mz,<%,mz<%
38,ve~,a$,ve~a$
39,R3,^,R3^
40,),D,)D
41,;,o.d,;o.d
42,y,U,yU
43,X#,Ep,X#Ep
44,I,"""k","I""k"
45,Hu,2M,Hu2M
46,O, ,O 
47,0,K,0K
48,_,+,_+
49,[,*,[*
50,6q,c,6qc
51,S,T,ST
52,i,b,ib
53,>,@Z,>@Z
54,],9,]9
55,s,\,s\
56,:,Q,:Q
57,F,&,F&
58,P,x,Px
59,l,|,l|
60,B,(8f4,B(8f4
61,Y,j,Yj
62,h,=,h=
63,5,{,5{
64,',g,'g
65,rt,},rt}
66,N,?,N?
67,1,`,1`
68,W,w,Ww
69,J,-,J-
70,!,",","!,"
71,L,A,LA
72,m,z,mz
73,<,%,<%
74,n,V,nV
75,a,$,a$
76,G,C,GC
77,7,/,7/
78,ve,~,ve~
79,R,3,R3
80,X,#,X#
81,H,u,Hu
82,o.,d,o.d
83,E,p,Ep
84,2,M,2M
85,"""",k,"""k"
86,6,q,6q
87,@,Z,@Z
88,(,8f4,(8f4
89,r,t,rt
90,v,e,ve
91,o,.,o.
92,8,f4,8f4
93,f,4,f4
