,left,right,combine
0,"^vlX?kOI<8yKiV"">6%@317=WrwjoE}MHNhqet","{#]|.[SZTF5,';ud(2~`z&-:AYn$cb0P)9/sx RDfG\CUBLJgp+!*Qa_4m","^vlX?kOI<8yKiV"">6%@317=WrwjoE}MHNhqet{#]|.[SZTF5,';ud(2~`z&-:AYn$cb0P)9/sx RDfG\CUBLJgp+!*Qa_4m"
1,"{#]|.[SZTF5,';ud(2~`z&-:AYn$cb0P",)9/sx RDfG\CUBLJgp+!*Qa_4m,"{#]|.[SZTF5,';ud(2~`z&-:AYn$cb0P)9/sx RDfG\CUBLJgp+!*Qa_4m"
2,"^vlX?kOI<8yKiV"">6%",@317=WrwjoE}MHNhqet,"^vlX?kOI<8yKiV"">6%@317=WrwjoE}MHNhqet"
3,)9/sx RDfG\,CUBLJgp+!*Qa_4m,)9/sx RDfG\CUBLJgp+!*Qa_4m
4,"{#]|.[SZTF5,';u",d(2~`z&-:AYn$cb0P,"{#]|.[SZTF5,';ud(2~`z&-:AYn$cb0P"
5,@317=Wrwj,oE}MHNhqet,@317=WrwjoE}MHNhqet
6,^vlX?kO,"I<8yKiV"">6%","^vlX?kOI<8yKiV"">6%"
7,CUBLJgp+,!*Qa_4m,CUBLJgp+!*Qa_4m
8,)9/sx, RDfG\,)9/sx RDfG\
9,d(2~`z&-:AY,n$cb0P,d(2~`z&-:AYn$cb0P
10,{#]|.[S,"ZTF5,';u","{#]|.[SZTF5,';u"
11,oE}MH,Nhqet,oE}MHNhqet
12,@317=,Wrwj,@317=Wrwj
13,I<8yKi,"V"">6%","I<8yKiV"">6%"
14,^vl,X?kO,^vlX?kO
15, R,DfG\, RDfG\
16,CUBL,Jgp+,CUBLJgp+
17,!*Qa,_4m,!*Qa_4m
18,)9,/sx,)9/sx
19,n$c,b0P,n$cb0P
20,{#],|.[S,{#]|.[S
21,ZTF,"5,';u","ZTF5,';u"
22,d(2~`z,&-:AY,d(2~`z&-:AY
23,Nh,qet,Nhqet
24,oE},MH,oE}MH
25,Wr,wj,Wrwj
26,I<8,yKi,I<8yKi
27,"V""",>6%,"V"">6%"
28,@31,7=,@317=
29,X,?kO,X?kO
30,!*,Qa,!*Qa
31,Df,G\,DfG\
32,Jg,p+,Jgp+
33, ,R, R
34,_,4m,_4m
35,CU,BL,CUBL
36,^,vl,^vl
37,/,sx,/sx
38,b,0P,b0P
39,),9,)9
40,"5,",';u,"5,';u"
41,&-:A,Y,&-:AY
42,{#,],{#]
43,d(2~`,z,d(2~`z
44,|.[,S,|.[S
45,n$,c,n$c
46,ZT,F,ZTF
47,q,et,qet
48,N,h,Nh
49,oE,},oE}
50,w,j,wj
51,M,H,MH
52,W,r,Wr
53,>6,%,>6%
54,@3,1,@31
55,y,Ki,yKi
56,?,kO,?kO
57,I<,8,I<8
58,V,"""","V"""
59,7,=,7=
60,C,U,CU
61,p,+,p+
62,s,x,sx
63,!,*,!*
64,v,l,vl
65,4,m,4m
66,B,L,BL
67,J,g,Jg
68,Q,a,Qa
69,D,f,Df
70,G,\,G\
71,0,P,0P
72,&-,:A,&-:A
73,n,$,n$
74,',;u,';u
75,|,.[,|.[
76,Z,T,ZT
77,5,",","5,"
78,{,#,{#
79,e,t,et
80,d,(2~`,d(2~`
81,o,E,oE
82,>,6,>6
83,I,<,I<
84,@,3,@3
85,k,O,kO
86,K,i,Ki
87,:,A,:A
88,.,[,.[
89,&,-,&-
90,;,u,;u
91,(2,~`,(2~`
92,(,2,(2
93,~,`,~`
