,left,right,combine
0,"F+;@,/j43Sv%<=}xrZJ au_>A.CVGdow'En$e9","Hm2X7(N[""PIMiz&KhpTRL~]80OgD6B-`:l{5\1cYU#^)k!*Qsqtfb?Wy|","F+;@,/j43Sv%<=}xrZJ au_>A.CVGdow'En$e9Hm2X7(N[""PIMiz&KhpTRL~]80OgD6B-`:l{5\1cYU#^)k!*Qsqtfb?Wy|"
1,"Hm2X7(N[""PIMiz&KhpTRL~]",80OgD6B-`:l{5\1cYU#^)k!*Qsqtfb?Wy|,"Hm2X7(N[""PIMiz&KhpTRL~]80OgD6B-`:l{5\1cYU#^)k!*Qsqtfb?Wy|"
2,"F+;@,/j43Sv%<=}xrZJ", au_>A.CVGdow'En$e9,"F+;@,/j43Sv%<=}xrZJ au_>A.CVGdow'En$e9"
3,80OgD6B-`:l{5\1cYU,#^)k!*Qsqtfb?Wy|,80OgD6B-`:l{5\1cYU#^)k!*Qsqtfb?Wy|
4,"Hm2X7(N[""PI",Miz&KhpTRL~],"Hm2X7(N[""PIMiz&KhpTRL~]"
5, au_>A.CV,Gdow'En$e9, au_>A.CVGdow'En$e9
6,"F+;@,/j43Sv",%<=}xrZJ,"F+;@,/j43Sv%<=}xrZJ"
7,#^)k!*,Qsqtfb?Wy|,#^)k!*Qsqtfb?Wy|
8,80OgD6B-`,:l{5\1cYU,80OgD6B-`:l{5\1cYU
9,Miz&Kh,pTRL~],Miz&KhpTRL~]
10,Hm2X7,"(N[""PI","Hm2X7(N[""PI"
11,Gdow',En$e9,Gdow'En$e9
12, au_>,A.CV, au_>A.CV
13,%<=},xrZJ,%<=}xrZJ
14,F+;@,",/j43Sv","F+;@,/j43Sv"
15,Qsqtfb,?Wy|,Qsqtfb?Wy|
16,#^,)k!*,#^)k!*
17,:l{5\,1cYU,:l{5\1cYU
18,80OgD,6B-`,80OgD6B-`
19,pTRL,~],pTRL~]
20,(N[,"""PI","(N[""PI"
21,Miz,&Kh,Miz&Kh
22,Hm2,X7,Hm2X7
23,En$,e9,En$e9
24,Gd,ow',Gdow'
25,A.,CV,A.CV
26, a,u_>, au_>
27,%<,=},%<=}
28,xr,ZJ,xrZJ
29,",/",j43Sv,",/j43Sv"
30,?W,y|,?Wy|
31,F+,;@,F+;@
32,)k,!*,)k!*
33,Qsq,tfb,Qsqtfb
34,#,^,#^
35,:l,{5\,:l{5\
36,6B,-`,6B-`
37,1c,YU,1cYU
38,80O,gD,80OgD
39,~,],~]
40,"""",PI,"""PI"
41,(N,[,(N[
42,pT,RL,pTRL
43,&,Kh,&Kh
44,X,7,X7
45,Mi,z,Miz
46,H,m2,Hm2
47,e,9,e9
48,u_,>,u_>
49,o,w',ow'
50,En,$,En$
51,G,d,Gd
52,A,.,A.
53,C,V,CV
54, ,a, a
55,=,},=}
56,Z,J,ZJ
57,%,<,%<
58,x,r,xr
59,j,43Sv,j43Sv
60,",",/,",/"
61,F,+,F+
62,?,W,?W
63,;,@,;@
64,Qs,q,Qsq
65,y,|,y|
66,),k,)k
67,!,*,!*
68,t,fb,tfb
69,{5,\,{5\
70,6,B,6B
71,:,l,:l
72,1,c,1c
73,Y,U,YU
74,g,D,gD
75,-,`,-`
76,80,O,80O
77,P,I,PI
78,K,h,Kh
79,p,T,pT
80,R,L,RL
81,M,i,Mi
82,(,N,(N
83,m,2,m2
84,w,',w'
85,u,_,u_
86,E,n,En
87,4,3Sv,43Sv
88,f,b,fb
89,Q,s,Qs
90,{,5,{5
91,8,0,80
92,3,Sv,3Sv
93,S,v,Sv
