,left,right,combine
0,"'i-1$+H:pIe5tqjY\;z>yk,`[wcaKEnD3/r)]","C|?d8gMQZoASU O6@Nx~PV.GR{v2lm(bsF7u""4B&%0WfX=T!*#JhL9_}^<","'i-1$+H:pIe5tqjY\;z>yk,`[wcaKEnD3/r)]C|?d8gMQZoASU O6@Nx~PV.GR{v2lm(bsF7u""4B&%0WfX=T!*#JhL9_}^<"
1,C|?d8gMQZoASU O6@Nx~PV,".GR{v2lm(bsF7u""4B&%0WfX=T!*#JhL9_}^<","C|?d8gMQZoASU O6@Nx~PV.GR{v2lm(bsF7u""4B&%0WfX=T!*#JhL9_}^<"
2,'i-1$+H:pIe5tqj,"Y\;z>yk,`[wcaKEnD3/r)]","'i-1$+H:pIe5tqjY\;z>yk,`[wcaKEnD3/r)]"
3,".GR{v2lm(bsF7u""4B&%0Wf",X=T!*#JhL9_}^<,".GR{v2lm(bsF7u""4B&%0WfX=T!*#JhL9_}^<"
4,C|?d8gMQZoA,SU O6@Nx~PV,C|?d8gMQZoASU O6@Nx~PV
5,"Y\;z>yk,`[wca",KEnD3/r)],"Y\;z>yk,`[wcaKEnD3/r)]"
6,'i-1$+H:,pIe5tqj,'i-1$+H:pIe5tqj
7,X=T!*#J,hL9_}^<,X=T!*#JhL9_}^<
8,.GR{v2lm(bs,"F7u""4B&%0Wf",".GR{v2lm(bsF7u""4B&%0Wf"
9,SU O6,@Nx~PV,SU O6@Nx~PV
10,C|?d,8gMQZoA,C|?d8gMQZoA
11,KEnD,3/r)],KEnD3/r)]
12,Y\;z>yk,",`[wca","Y\;z>yk,`[wca"
13,pIe5,tqj,pIe5tqj
14,'i-1,$+H:,'i-1$+H:
15,hL9,_}^<,hL9_}^<
16,"F7u""4B",&%0Wf,"F7u""4B&%0Wf"
17,X=T,!*#J,X=T!*#J
18,.GR{,v2lm(bs,.GR{v2lm(bs
19,@Nx,~PV,@Nx~PV
20,SU, O6,SU O6
21,8gMQ,ZoA,8gMQZoA
22,C|,?d,C|?d
23,3/,r)],3/r)]
24,KE,nD,KEnD
25,Y\;z,>yk,Y\;z>yk
26,",`[",wca,",`[wca"
27,tq,j,tqj
28,'i,-1,'i-1
29,_},^<,_}^<
30,$+,H:,$+H:
31,pI,e5,pIe5
32,h,L9,hL9
33,&%0,Wf,&%0Wf
34,!*,#J,!*#J
35,v2lm(,bs,v2lm(bs
36,X,=T,X=T
37,F7u,"""4B","F7u""4B"
38,.G,R{,.GR{
39,~P,V,~PV
40,Z,oA,ZoA
41, ,O6, O6
42,S,U,SU
43,@N,x,@Nx
44,8g,MQ,8gMQ
45,?,d,?d
46,C,|,C|
47,r),],r)]
48,>,yk,>yk
49,K,E,KE
50,",`",[,",`["
51,3,/,3/
52,Y\;,z,Y\;z
53,w,ca,wca
54,n,D,nD
55,_,},_}
56,^,<,^<
57,-,1,-1
58,t,q,tq
59,',i,'i
60,$,+,$+
61,e,5,e5
62,H,:,H:
63,p,I,pI
64,L,9,L9
65,#,J,#J
66,v,2lm(,v2lm(
67,R,{,R{
68,W,f,Wf
69,!,*,!*
70,F7,u,F7u
71,=,T,=T
72,b,s,bs
73,&,%0,&%0
74,"""",4B,"""4B"
75,.,G,.G
76,@,N,@N
77,~,P,~P
78,M,Q,MQ
79,O,6,O6
80,o,A,oA
81,8,g,8g
82,c,a,ca
83,y,k,yk
84,r,),r)
85,Y,\;,Y\;
86,",",`,",`"
87,F,7,F7
88,%,0,%0
89,4,B,4B
90,2lm,(,2lm(
91,\,;,\;
92,2,lm,2lm
93,l,m,lm
