,left,right,combine
0,"\mB8D}L{0wh 5^""*.Q;]`GJ:zSRT/=aPX<Et#'qC1cl&","9%43A(7Z$![r-U~_+VKv2WifFe)pjOs,bIo@?NMgYHx6|y>kdun","\mB8D}L{0wh 5^""*.Q;]`GJ:zSRT/=aPX<Et#'qC1cl&9%43A(7Z$![r-U~_+VKv2WifFe)pjOs,bIo@?NMgYHx6|y>kdun"
1,9%43A(7Z$![r-U~_+VKv2,"WifFe)pjOs,bIo@?NMgYHx6|y>kdun","9%43A(7Z$![r-U~_+VKv2WifFe)pjOs,bIo@?NMgYHx6|y>kdun"
2,"\mB8D}L{0wh 5^""",*.Q;]`GJ:zSRT/=aPX<Et#'qC1cl&,"\mB8D}L{0wh 5^""*.Q;]`GJ:zSRT/=aPX<Et#'qC1cl&"
3,"WifFe)pjOs,b",Io@?NMgYHx6|y>kdun,"WifFe)pjOs,bIo@?NMgYHx6|y>kdun"
4,9%43A(7Z,$![r-U~_+VKv2,9%43A(7Z$![r-U~_+VKv2
5,*.Q;]`GJ:zSR,T/=aPX<Et#'qC1cl&,*.Q;]`GJ:zSRT/=aPX<Et#'qC1cl&
6,\mB8D}L,"{0wh 5^""","\mB8D}L{0wh 5^"""
7,Io@?NMgYHx,6|y>kdun,Io@?NMgYHx6|y>kdun
8,WifFe),"pjOs,b","WifFe)pjOs,b"
9,$![r-U~,_+VKv2,$![r-U~_+VKv2
10,9%43,A(7Z,9%43A(7Z
11,*.Q;]`G,J:zSR,*.Q;]`GJ:zSR
12,T/=aPX<,Et#'qC1cl&,T/=aPX<Et#'qC1cl&
13,{0wh," 5^""","{0wh 5^"""
14,\mB,8D}L,\mB8D}L
15,Io@?N,MgYHx,Io@?NMgYHx
16,6|y>,kdun,6|y>kdun
17,pj,"Os,b","pjOs,b"
18,WifF,e),WifFe)
19,$![r,-U~,$![r-U~
20,_+,VKv2,_+VKv2
21,A(,7Z,A(7Z
22,9%,43,9%43
23,*.Q;,]`G,*.Q;]`G
24,Et#'q,C1cl&,Et#'qC1cl&
25,J:,zSR,J:zSR
26,T/=,aPX<,T/=aPX<
27, 5,"^"""," 5^"""
28,8D,}L,8D}L
29,{0,wh,{0wh
30,\,mB,\mB
31,6|,y>,6|y>
32,MgY,Hx,MgYHx
33,Os,",b","Os,b"
34,Io,@?N,Io@?N
35,kd,un,kdun
36,p,j,pj
37,e,),e)
38,_,+,_+
39,$![,r,$![r
40,Wi,fF,WifF
41,-U,~,-U~
42,VK,v2,VKv2
43,7,Z,7Z
44,A,(,A(
45,4,3,43
46,C1,cl&,C1cl&
47,*,.Q;,*.Q;
48,9,%,9%
49,],`G,]`G
50,aP,X<,aPX<
51,J,:,J:
52,zS,R,zSR
53,E,t#'q,Et#'q
54,T/,=,T/=
55,},L,}L
56, ,5, 5
57,{,0,{0
58,^,"""","^"""
59,8,D,8D
60,w,h,wh
61,m,B,mB
62,O,s,Os
63,k,d,kd
64,M,gY,MgY
65,@?,N,@?N
66,u,n,un
67,y,>,y>
68,I,o,Io
69,",",b,",b"
70,6,|,6|
71,H,x,Hx
72,V,K,VK
73,W,i,Wi
74,f,F,fF
75,-,U,-U
76,v,2,v2
77,$!,[,$![
78,C,1,C1
79,z,S,zS
80,X,<,X<
81,`,G,`G
82,T,/,T/
83,t#',q,t#'q
84,c,l&,cl&
85,.Q,;,.Q;
86,a,P,aP
87,@,?,@?
88,g,Y,gY
89,$,!,$!
90,.,Q,.Q
91,l,&,l&
92,t#,',t#'
93,t,#,t#
