,left,right,combine
0,"uXI+}P,Oz6""D9l;q5<d*3JU4yG~#h!2L:=eb",m)AjY\>f 7wt.ikvHE[Zn(1&@r_$0T'Fg%CB]aM|S^oV{pN/?RxsK`8Q-Wc,"uXI+}P,Oz6""D9l;q5<d*3JU4yG~#h!2L:=ebm)AjY\>f 7wt.ikvHE[Zn(1&@r_$0T'Fg%CB]aM|S^oV{pN/?RxsK`8Q-Wc"
1,m)AjY\>f 7wt.ikvHE[Zn(1&@r_$,0T'Fg%CB]aM|S^oV{pN/?RxsK`8Q-Wc,m)AjY\>f 7wt.ikvHE[Zn(1&@r_$0T'Fg%CB]aM|S^oV{pN/?RxsK`8Q-Wc
2,"uXI+}P,Oz6""D9l;q5<d*",3JU4yG~#h!2L:=eb,"uXI+}P,Oz6""D9l;q5<d*3JU4yG~#h!2L:=eb"
3,0T'Fg%CB]aM|,S^oV{pN/?RxsK`8Q-Wc,0T'Fg%CB]aM|S^oV{pN/?RxsK`8Q-Wc
4,m)AjY\>f 7wt.ikvHE,[Zn(1&@r_$,m)AjY\>f 7wt.ikvHE[Zn(1&@r_$
5,3JU4yG~#,h!2L:=eb,3JU4yG~#h!2L:=eb
6,"uXI+}P,Oz","6""D9l;q5<d*","uXI+}P,Oz6""D9l;q5<d*"
7,S^oV{pN/,?RxsK`8Q-Wc,S^oV{pN/?RxsK`8Q-Wc
8,0T'F,g%CB]aM|,0T'Fg%CB]aM|
9,[Zn(1,&@r_$,[Zn(1&@r_$
10,m)AjY\>f, 7wt.ikvHE,m)AjY\>f 7wt.ikvHE
11,h!2L,:=eb,h!2L:=eb
12,3JU4,yG~#,3JU4yG~#
13,uXI,"+}P,Oz","uXI+}P,Oz"
14,"6""D9l",;q5<d*,"6""D9l;q5<d*"
15,?RxsK,`8Q-Wc,?RxsK`8Q-Wc
16,g%CB,]aM|,g%CB]aM|
17,S^oV,{pN/,S^oV{pN/
18,0T,'F,0T'F
19,[Z,n(1,[Zn(1
20, 7wt.i,kvHE, 7wt.ikvHE
21,&@r,_$,&@r_$
22,m),AjY\>f,m)AjY\>f
23,h!,2L,h!2L
24,:=,eb,:=eb
25,yG,~#,yG~#
26,;q5,<d*,;q5<d*
27,uX,I,uXI
28,`8Q,-Wc,`8Q-Wc
29,3JU,4,3JU4
30,+}P,",Oz","+}P,Oz"
31,"6""D",9l,"6""D9l"
32,?,RxsK,?RxsK
33,S^,oV,S^oV
34,]a,M|,]aM|
35,{p,N/,{pN/
36,g%,CB,g%CB
37,',F,'F
38,0,T,0T
39,_,$,_$
40,&@,r,&@r
41,[,Z,[Z
42,Aj,Y\>f,AjY\>f
43,k,vHE,kvHE
44,n,(1,n(1
45, 7wt.,i, 7wt.i
46,m,),m)
47,h,!,h!
48,~,#,~#
49,:,=,:=
50,2,L,2L
51,e,b,eb
52,u,X,uX
53,`,8Q,`8Q
54,+},P,+}P
55,y,G,yG
56,3J,U,3JU
57,<d,*,<d*
58,"6""",D,"6""D"
59,",",Oz,",Oz"
60,;q,5,;q5
61,Rx,sK,RxsK
62,9,l,9l
63,-W,c,-Wc
64,g,%,g%
65,o,V,oV
66,{,p,{p
67,N,/,N/
68,S,^,S^
69,M,|,M|
70,],a,]a
71,C,B,CB
72, ,7wt., 7wt.
73,A,j,Aj
74,&,@,&@
75,v,HE,vHE
76,(,1,(1
77,Y\,>f,Y\>f
78,s,K,sK
79,-,W,-W
80,+,},+}
81,;,q,;q
82,3,J,3J
83,O,z,Oz
84,<,d,<d
85,8,Q,8Q
86,6,"""","6"""
87,R,x,Rx
88,Y,\,Y\
89,>,f,>f
90,H,E,HE
91,7w,t.,7wt.
92,7,w,7w
93,t,.,t.
