,left,right,combine
0,`eyLr{G73Xcgd:q|W?%f(FaZ[=nmhs\T4DE.bul6^]>!,"oOCR5z)<@-AB1JYi2P+;V#k""Nxtw ,I'/HU&*MSK90_$8}pjQv~","`eyLr{G73Xcgd:q|W?%f(FaZ[=nmhs\T4DE.bul6^]>!oOCR5z)<@-AB1JYi2P+;V#k""Nxtw ,I'/HU&*MSK90_$8}pjQv~"
1,oOCR5z)<@-AB1JYi2P+;V#,"k""Nxtw ,I'/HU&*MSK90_$8}pjQv~","oOCR5z)<@-AB1JYi2P+;V#k""Nxtw ,I'/HU&*MSK90_$8}pjQv~"
2,`eyLr{G73Xcgd:q|W?%f,(FaZ[=nmhs\T4DE.bul6^]>!,`eyLr{G73Xcgd:q|W?%f(FaZ[=nmhs\T4DE.bul6^]>!
3,"k""Nxtw ,I'/HU&",*MSK90_$8}pjQv~,"k""Nxtw ,I'/HU&*MSK90_$8}pjQv~"
4,oOCR5z)<@-AB,1JYi2P+;V#,oOCR5z)<@-AB1JYi2P+;V#
5,(FaZ[=nmhs\T4,DE.bul6^]>!,(FaZ[=nmhs\T4DE.bul6^]>!
6,`eyLr{G73,Xcgd:q|W?%f,`eyLr{G73Xcgd:q|W?%f
7,*MSK90_$,8}pjQv~,*MSK90_$8}pjQv~
8,"k""Nxtw ",",I'/HU&","k""Nxtw ,I'/HU&"
9,1JYi,2P+;V#,1JYi2P+;V#
10,oOCR5z),<@-AB,oOCR5z)<@-AB
11,DE.b,ul6^]>!,DE.bul6^]>!
12,(FaZ[,=nmhs\T4,(FaZ[=nmhs\T4
13,Xcgd:q,|W?%f,Xcgd:q|W?%f
14,`eyLr,{G73,`eyLr{G73
15,8}pj,Qv~,8}pjQv~
16,*MSK,90_$,*MSK90_$
17,",I'",/HU&,",I'/HU&"
18,"k""Nxt",w ,"k""Nxtw "
19,2P+,;V#,2P+;V#
20,1J,Yi,1JYi
21,<@,-AB,<@-AB
22,oOCR,5z),oOCR5z)
23,ul6,^]>!,ul6^]>!
24,DE,.b,DE.b
25,=nmhs\,T4,=nmhs\T4
26,Xc,gd:q,Xcgd:q
27,|W,?%f,|W?%f
28,(F,aZ[,(FaZ[
29,{G,73,{G73
30,Q,v~,Qv~
31,8},pj,8}pj
32,90,_$,90_$
33,`e,yLr,`eyLr
34,*MS,K,*MSK
35,/H,U&,/HU&
36,w, ,w 
37,",",I',",I'"
38,"k""N",xt,"k""Nxt"
39,;,V#,;V#
40,2,P+,2P+
41,Y,i,Yi
42,1,J,1J
43,-A,B,-AB
44,^],>!,^]>!
45,ul,6,ul6
46,oO,CR,oOCR
47,5z,),5z)
48,<,@,<@
49,D,E,DE
50,.,b,.b
51,T,4,T4
52,g,d:q,gd:q
53,|,W,|W
54,X,c,Xc
55,(,F,(F
56,a,Z[,aZ[
57,?%,f,?%f
58,7,3,73
59,=,nmhs\,=nmhs\
60,9,0,90
61,8,},8}
62,y,Lr,yLr
63,`,e,`e
64,_,$,_$
65,p,j,pj
66,{,G,{G
67,v,~,v~
68,k,"""N","k""N"
69,/,H,/H
70,x,t,xt
71,V,#,V#
72,I,',I'
73,*,MS,*MS
74,U,&,U&
75,P,+,P+
76,o,O,oO
77,u,l,ul
78,C,R,CR
79,5,z,5z
80,-,A,-A
81,^,],^]
82,>,!,>!
83,nmhs,\,nmhs\
84,Z,[,Z[
85,?,%,?%
86,d,:q,d:q
87,L,r,Lr
88,M,S,MS
89,"""",N,"""N"
90,:,q,:q
91,nm,hs,nmhs
92,n,m,nm
93,h,s,hs
