,left,right,combine
0,":mKXLOh""0};[eC$sc2Gg-8>i.xB6p uUdQ9I{5","`WM\A3y]4S,DFPV('^%zZ|~*b+T#<=w/rvH?)qJNal&jYotR@n!f7E1k_",":mKXLOh""0};[eC$sc2Gg-8>i.xB6p uUdQ9I{5`WM\A3y]4S,DFPV('^%zZ|~*b+T#<=w/rvH?)qJNal&jYotR@n!f7E1k_"
1,"`WM\A3y]4S,DFPV('^%zZ|~*b+T#<=",w/rvH?)qJNal&jYotR@n!f7E1k_,"`WM\A3y]4S,DFPV('^%zZ|~*b+T#<=w/rvH?)qJNal&jYotR@n!f7E1k_"
2,":mKXLOh""0};[eC$sc2Gg-",8>i.xB6p uUdQ9I{5,":mKXLOh""0};[eC$sc2Gg-8>i.xB6p uUdQ9I{5"
3,w/rvH?)qJN,al&jYotR@n!f7E1k_,w/rvH?)qJNal&jYotR@n!f7E1k_
4,"`WM\A3y]4S,DFP",V('^%zZ|~*b+T#<=,"`WM\A3y]4S,DFPV('^%zZ|~*b+T#<="
5,8>i.xB6p ,uUdQ9I{5,8>i.xB6p uUdQ9I{5
6,":mKXLOh""0}",;[eC$sc2Gg-,":mKXLOh""0};[eC$sc2Gg-"
7,al&jYotR@,n!f7E1k_,al&jYotR@n!f7E1k_
8,w/rvH,?)qJN,w/rvH?)qJN
9,V('^%,zZ|~*b+T#<=,V('^%zZ|~*b+T#<=
10,`WM\,"A3y]4S,DFP","`WM\A3y]4S,DFP"
11,uUd,Q9I{5,uUdQ9I{5
12,8>i.x,B6p ,8>i.xB6p 
13,;[eC$,sc2Gg-,;[eC$sc2Gg-
14,:mKX,"LOh""0}",":mKXLOh""0}"
15,al&j,YotR@,al&jYotR@
16,n!f7,E1k_,n!f7E1k_
17,?),qJN,?)qJN
18,V(,'^%,V('^%
19,A3y]4,"S,DFP","A3y]4S,DFP"
20,w/,rvH,w/rvH
21,zZ|~,*b+T#<=,zZ|~*b+T#<=
22,`W,M\,`WM\
23,Q9,I{5,Q9I{5
24,u,Ud,uUd
25,B6p, ,B6p 
26,8>i,.x,8>i.x
27,"LOh""0",},"LOh""0}"
28,sc2,Gg-,sc2Gg-
29,;[,eC$,;[eC$
30,:,mKX,:mKX
31,al,&j,al&j
32,E1,k_,E1k_
33,Yot,R@,YotR@
34,n!,f7,n!f7
35,qJ,N,qJN
36,?,),?)
37,"S,",DFP,"S,DFP"
38,'^,%,'^%
39,rv,H,rvH
40,w,/,w/
41,A3y,]4,A3y]4
42,zZ,|~,zZ|~
43,*b+,T#<=,*b+T#<=
44,V,(,V(
45,M,\,M\
46,U,d,Ud
47,I,{5,I{5
48,`,W,`W
49,Q,9,Q9
50,L,"Oh""0","LOh""0"
51,;,[,;[
52,e,C$,eC$
53,mK,X,mKX
54,s,c2,sc2
55,.,x,.x
56,B,6p,B6p
57,G,g-,Gg-
58,8,>i,8>i
59,f,7,f7
60,Yo,t,Yot
61,n,!,n!
62,a,l,al
63,R,@,R@
64,&,j,&j
65,E,1,E1
66,k,_,k_
67,q,J,qJ
68,A,3y,A3y
69,DF,P,DFP
70,],4,]4
71,*,b+,*b+
72,z,Z,zZ
73,r,v,rv
74,S,",","S,"
75,T#,<=,T#<=
76,|,~,|~
77,',^,'^
78,{,5,{5
79,c,2,c2
80,6,p,6p
81,m,K,mK
82,g,-,g-
83,C,$,C$
84,>,i,>i
85,O,"h""0","Oh""0"
86,Y,o,Yo
87,b,+,b+
88,3,y,3y
89,D,F,DF
90,T,#,T#
91,<,=,<=
92,h,"""0","h""0"
93,"""",0,"""0"
