,left,right,combine
0,Y][pBauw}~ xMh4|\K9/cUvjA_boP:2&'mnG`)dQi,"@Z8CH#SEf!gzkD""T,%0JI.7<$?ylqRt>e=3{L^O1(rsF5*+NVX6;W-","Y][pBauw}~ xMh4|\K9/cUvjA_boP:2&'mnG`)dQi@Z8CH#SEf!gzkD""T,%0JI.7<$?ylqRt>e=3{L^O1(rsF5*+NVX6;W-"
1,"@Z8CH#SEf!gzkD""T,%0JI.7<$?",ylqRt>e=3{L^O1(rsF5*+NVX6;W-,"@Z8CH#SEf!gzkD""T,%0JI.7<$?ylqRt>e=3{L^O1(rsF5*+NVX6;W-"
2,Y][pBauw}~ xMh4|\K9,/cUvjA_boP:2&'mnG`)dQi,Y][pBauw}~ xMh4|\K9/cUvjA_boP:2&'mnG`)dQi
3,ylqRt>e=3{L^,O1(rsF5*+NVX6;W-,ylqRt>e=3{L^O1(rsF5*+NVX6;W-
4,@Z8CH#SEf!,"gzkD""T,%0JI.7<$?","@Z8CH#SEf!gzkD""T,%0JI.7<$?"
5,/cUvjA_boP,:2&'mnG`)dQi,/cUvjA_boP:2&'mnG`)dQi
6,Y][pBauw}~ ,xMh4|\K9,Y][pBauw}~ xMh4|\K9
7,O1(rsF5,*+NVX6;W-,O1(rsF5*+NVX6;W-
8,ylqR,t>e=3{L^,ylqRt>e=3{L^
9,"gzkD""T",",%0JI.7<$?","gzkD""T,%0JI.7<$?"
10,@Z8CH#,SEf!,@Z8CH#SEf!
11,:2&'mn,G`)dQi,:2&'mnG`)dQi
12,/cUv,jA_boP,/cUvjA_boP
13,xMh4,|\K9,xMh4|\K9
14,Y][pBauw,}~ ,Y][pBauw}~ 
15,*+NVX,6;W-,*+NVX6;W-
16,O1(,rsF5,O1(rsF5
17,t>e=,3{L^,t>e=3{L^
18,yl,qR,ylqR
19,gzkD,"""T","gzkD""T"
20,",%0JI",.7<$?,",%0JI.7<$?"
21,SE,f!,SEf!
22,@Z8,CH#,@Z8CH#
23,G`)d,Qi,G`)dQi
24,:2,&'mn,:2&'mn
25,jA_b,oP,jA_boP
26,xM,h4,xMh4
27,|\,K9,|\K9
28,/c,Uv,/cUv
29,}~, ,}~ 
30,6;,W-,6;W-
31,Y][pBa,uw,Y][pBauw
32,*+N,VX,*+NVX
33,rs,F5,rsF5
34,3{,L^,3{L^
35,O1,(,O1(
36,t>,e=,t>e=
37,q,R,qR
38,y,l,yl
39,"""",T,"""T"
40,",%",0JI,",%0JI"
41,.7,<$?,.7<$?
42,gz,kD,gzkD
43,f,!,f!
44,C,H#,CH#
45,S,E,SE
46,&',mn,&'mn
47,G`,)d,G`)d
48,Q,i,Qi
49,@Z,8,@Z8
50,:,2,:2
51,o,P,oP
52,j,A_b,jA_b
53,K,9,K9
54,U,v,Uv
55,|,\,|\
56,x,M,xM
57,h,4,h4
58,/,c,/c
59,V,X,VX
60,},~,}~
61,6,;,6;
62,W,-,W-
63,u,w,uw
64,Y],[pBa,Y][pBa
65,*+,N,*+N
66,F,5,F5
67,L,^,L^
68,e,=,e=
69,r,s,rs
70,O,1,O1
71,3,{,3{
72,t,>,t>
73,.,7,.7
74,k,D,kD
75,<$,?,<$?
76,",",%,",%"
77,0,JI,0JI
78,g,z,gz
79,H,#,H#
80,&,',&'
81,@,Z,@Z
82,m,n,mn
83,G,`,G`
84,A,_b,A_b
85,),d,)d
86,Y,],Y]
87,*,+,*+
88,[pB,a,[pBa
89,J,I,JI
90,<,$,<$
91,_,b,_b
92,[p,B,[pB
93,[,p,[p
