,left,right,combine
0,"7K5u63BS\Ge}zE0=iDm(wvXWr^Ib'g[#kNd""","{Clp8-a@Y?$MQ]|/~q)2URo_fny.cZ<&HT,F;`>x:1h% 9t+VAOPJL!*4sj","7K5u63BS\Ge}zE0=iDm(wvXWr^Ib'g[#kNd""{Clp8-a@Y?$MQ]|/~q)2URo_fny.cZ<&HT,F;`>x:1h% 9t+VAOPJL!*4sj"
1,{Clp8-a@Y?$MQ]|/~q)2URo_fny.c,"Z<&HT,F;`>x:1h% 9t+VAOPJL!*4sj","{Clp8-a@Y?$MQ]|/~q)2URo_fny.cZ<&HT,F;`>x:1h% 9t+VAOPJL!*4sj"
2,7K5u63BS\Ge}zE0,"=iDm(wvXWr^Ib'g[#kNd""","7K5u63BS\Ge}zE0=iDm(wvXWr^Ib'g[#kNd"""
3,"Z<&HT,F;`>x:1h%", 9t+VAOPJL!*4sj,"Z<&HT,F;`>x:1h% 9t+VAOPJL!*4sj"
4,{Clp8-a@Y?$MQ]|/~,q)2URo_fny.c,{Clp8-a@Y?$MQ]|/~q)2URo_fny.c
5,=iDm(wvXW,"r^Ib'g[#kNd""","=iDm(wvXWr^Ib'g[#kNd"""
6,7K5u63,BS\Ge}zE0,7K5u63BS\Ge}zE0
7, 9t+VA,OPJL!*4sj, 9t+VAOPJL!*4sj
8,"Z<&HT,F",;`>x:1h%,"Z<&HT,F;`>x:1h%"
9,q)2URo_f,ny.c,q)2URo_fny.c
10,{Clp8-a@Y,?$MQ]|/~,{Clp8-a@Y?$MQ]|/~
11,r^Ib',"g[#kNd""","r^Ib'g[#kNd"""
12,=iDm(,wvXW,=iDm(wvXW
13,BS\Ge,}zE0,BS\Ge}zE0
14,OPJL,!*4sj,OPJL!*4sj
15,7K5,u63,7K5u63
16, ,9t+VA, 9t+VA
17,;`>x:,1h%,;`>x:1h%
18,Z<&H,"T,F","Z<&HT,F"
19,ny,.c,ny.c
20,q)2URo,_f,q)2URo_f
21,{Clp8,-a@Y,{Clp8-a@Y
22,g[#k,"Nd""","g[#kNd"""
23,?$MQ,]|/~,?$MQ]|/~
24,r^,Ib',r^Ib'
25,}z,E0,}zE0
26,wv,XW,wvXW
27,=i,Dm(,=iDm(
28,u6,3,u63
29,7K,5,7K5
30,!*4,sj,!*4sj
31,BS\,Ge,BS\Ge
32,OP,JL,OPJL
33,9t+,VA,9t+VA
34,Z<,&H,Z<&H
35,;`>,x:,;`>x:
36,1h,%,1h%
37,T,",F","T,F"
38,_,f,_f
39,.,c,.c
40,n,y,ny
41,N,"d""","Nd"""
42,-a,@Y,-a@Y
43,g[#,k,g[#k
44,{C,lp8,{Clp8
45,?,$MQ,?$MQ
46,q,)2URo,q)2URo
47,]|,/~,]|/~
48,I,b',Ib'
49,D,m(,Dm(
50,=,i,=i
51,r,^,r^
52,w,v,wv
53,},z,}z
54,E,0,E0
55,X,W,XW
56,V,A,VA
57,G,e,Ge
58,s,j,sj
59,u,6,u6
60,7,K,7K
61,BS,\,BS\
62,O,P,OP
63,!,*4,!*4
64,J,L,JL
65,9,t+,9t+
66,x,:,x:
67,Z,<,Z<
68,",",F,",F"
69,1,h,1h
70,&,H,&H
71,;`,>,;`>
72,b,',b'
73,{,C,{C
74,],|,]|
75,d,"""","d"""
76,g,[#,g[#
77,l,p8,lp8
78,-,a,-a
79,/,~,/~
80,$M,Q,$MQ
81,@,Y,@Y
82,),2URo,)2URo
83,m,(,m(
84,B,S,BS
85,t,+,t+
86,*,4,*4
87,;,`,;`
88,[,#,[#
89,$,M,$M
90,p,8,p8
91,2U,Ro,2URo
92,2,U,2U
93,R,o,Ro
