,left,right,combine
0,~tZasL1Qc j>YO%3.|\i'lTMze4?$x(:h^5Sv,"*9[roy8`kX+KN""V!G@Rf_d</=Jqm2P#)0DIW&]pw7F;B}U,AHnCgE6{ub-","~tZasL1Qc j>YO%3.|\i'lTMze4?$x(:h^5Sv*9[roy8`kX+KN""V!G@Rf_d</=Jqm2P#)0DIW&]pw7F;B}U,AHnCgE6{ub-"
1,"*9[roy8`kX+KN""V!G@Rf_d</=Jq","m2P#)0DIW&]pw7F;B}U,AHnCgE6{ub-","*9[roy8`kX+KN""V!G@Rf_d</=Jqm2P#)0DIW&]pw7F;B}U,AHnCgE6{ub-"
2,~tZasL1Qc j>YO%3.|\,i'lTMze4?$x(:h^5Sv,~tZasL1Qc j>YO%3.|\i'lTMze4?$x(:h^5Sv
3,m2P#)0DIW&]pw,"7F;B}U,AHnCgE6{ub-","m2P#)0DIW&]pw7F;B}U,AHnCgE6{ub-"
4,"*9[roy8`kX+KN""V",!G@Rf_d</=Jq,"*9[roy8`kX+KN""V!G@Rf_d</=Jq"
5,i'lTMze4,?$x(:h^5Sv,i'lTMze4?$x(:h^5Sv
6,~tZasL1Qc, j>YO%3.|\,~tZasL1Qc j>YO%3.|\
7,"7F;B}U,A",HnCgE6{ub-,"7F;B}U,AHnCgE6{ub-"
8,m2P#)0DI,W&]pw,m2P#)0DIW&]pw
9,!G@R,f_d</=Jq,!G@Rf_d</=Jq
10,*9[roy8`k,"X+KN""V","*9[roy8`kX+KN""V"
11,?$x(,:h^5Sv,?$x(:h^5Sv
12,i'lT,Mze4,i'lTMze4
13,~tZa,sL1Qc,~tZasL1Qc
14, j>YO,%3.|\, j>YO%3.|\
15,HnCgE,6{ub-,HnCgE6{ub-
16,7F;B},"U,A","7F;B}U,A"
17,W&,]pw,W&]pw
18,m2P#,)0DI,m2P#)0DI
19,f_d,</=Jq,f_d</=Jq
20,!G,@R,!G@R
21,*9[ro,y8`k,*9[roy8`k
22,X+K,"N""V","X+KN""V"
23,:h,^5Sv,:h^5Sv
24,Mz,e4,Mze4
25,?$,x(,?$x(
26,i',lT,i'lT
27,sL,1Qc,sL1Qc
28,~t,Za,~tZa
29, ,j>YO, j>YO
30,%3.,|\,%3.|\
31,6{u,b-,6{ub-
32,Hn,CgE,HnCgE
33,7F,;B},7F;B}
34,"U,",A,"U,A"
35,],pw,]pw
36,W,&,W&
37,</=,Jq,</=Jq
38,m2P,#,m2P#
39,)0,DI,)0DI
40,f,_d,f_d
41,@,R,@R
42,!,G,!G
43,X,+K,X+K
44,y8,`k,y8`k
45,*9[r,o,*9[ro
46,^5,Sv,^5Sv
47,"N""",V,"N""V"
48,:,h,:h
49,?,$,?$
50,e,4,e4
51,l,T,lT
52,M,z,Mz
53,x,(,x(
54,i,',i'
55,6{,u,6{u
56,C,gE,CgE
57,|,\,|\
58,b,-,b-
59,%,3.,%3.
60,1Q,c,1Qc
61,j>,YO,j>YO
62,Z,a,Za
63,~,t,~t
64,s,L,sL
65,H,n,Hn
66,p,w,pw
67,;B,},;B}
68,U,",","U,"
69,7,F,7F
70,),0,)0
71,<,/=,</=
72,D,I,DI
73,m,2P,m2P
74,J,q,Jq
75,_,d,_d
76,`,k,`k
77,+,K,+K
78,y,8,y8
79,S,v,Sv
80,*,9[r,*9[r
81,^,5,^5
82,N,"""","N"""
83,1,Q,1Q
84,Y,O,YO
85,j,>,j>
86,6,{,6{
87,g,E,gE
88,3,.,3.
89,;,B,;B
90,/,=,/=
91,2,P,2P
92,9,[r,9[r
93,[,r,[r
