,left,right,combine
0,1egD4hK+}n0)\^'2Wv`j]w3$8iQkJT.Om@_C*zqFo<SBI,"/~:bpU%9Pt>uX! M-d""VaH#?c;5y(GN,Yf=[&A{Z76ERx|rLsl","1egD4hK+}n0)\^'2Wv`j]w3$8iQkJT.Om@_C*zqFo<SBI/~:bpU%9Pt>uX! M-d""VaH#?c;5y(GN,Yf=[&A{Z76ERx|rLsl"
1,"/~:bpU%9Pt>uX! M-d""VaH","#?c;5y(GN,Yf=[&A{Z76ERx|rLsl","/~:bpU%9Pt>uX! M-d""VaH#?c;5y(GN,Yf=[&A{Z76ERx|rLsl"
2,1egD4hK+}n0)\^'2Wv,`j]w3$8iQkJT.Om@_C*zqFo<SBI,1egD4hK+}n0)\^'2Wv`j]w3$8iQkJT.Om@_C*zqFo<SBI
3,"#?c;5y(GN,Y",f=[&A{Z76ERx|rLsl,"#?c;5y(GN,Yf=[&A{Z76ERx|rLsl"
4,/~:bpU%9Pt>,"uX! M-d""VaH","/~:bpU%9Pt>uX! M-d""VaH"
5,`j]w3$8i,QkJT.Om@_C*zqFo<SBI,`j]w3$8iQkJT.Om@_C*zqFo<SBI
6,1egD4hK+}n,0)\^'2Wv,1egD4hK+}n0)\^'2Wv
7,f=[&A{Z7,6ERx|rLsl,f=[&A{Z76ERx|rLsl
8,#?c;5y(,"GN,Y","#?c;5y(GN,Y"
9,uX! M,"-d""VaH","uX! M-d""VaH"
10,/~:bpU%,9Pt>,/~:bpU%9Pt>
11,QkJT.Om@_C,*zqFo<SBI,QkJT.Om@_C*zqFo<SBI
12,`j]w,3$8i,`j]w3$8i
13,0)\^,'2Wv,0)\^'2Wv
14,6ERx|,rLsl,6ERx|rLsl
15,1egD4h,K+}n,1egD4hK+}n
16,f=[&,A{Z7,f=[&A{Z7
17,GN,",Y","GN,Y"
18,#?c,;5y(,#?c;5y(
19,-d,"""VaH","-d""VaH"
20,uX!, M,uX! M
21,9P,t>,9Pt>
22,*zqF,o<SBI,*zqFo<SBI
23,/~:b,pU%,/~:bpU%
24,QkJ,T.Om@_C,QkJT.Om@_C
25,3$,8i,3$8i
26,`j,]w,`j]w
27,'2,Wv,'2Wv
28,K+,}n,K+}n
29,6ER,x|,6ERx|
30,rL,sl,rLsl
31,A,{Z7,A{Z7
32,1e,gD4h,1egD4h
33,0),\^,0)\^
34,f,=[&,f=[&
35,",",Y,",Y"
36,;5,y(,;5y(
37,G,N,GN
38,#?,c,#?c
39,"""",VaH,"""VaH"
40,-,d,-d
41,uX,!,uX!
42, ,M, M
43,t,>,t>
44,9,P,9P
45,pU,%,pU%
46,o<,SBI,o<SBI
47,/,~:b,/~:b
48,8,i,8i
49,T.Om@_,C,T.Om@_C
50,*z,qF,*zqF
51,Q,kJ,QkJ
52,3,$,3$
53,W,v,Wv
54,],w,]w
55,`,j,`j
56,',2,'2
57,=[,&,=[&
58,0,),0)
59,x,|,x|
60,6,ER,6ER
61,{,Z7,{Z7
62,\,^,\^
63,K,+,K+
64,},n,}n
65,gD,4h,gD4h
66,s,l,sl
67,1,e,1e
68,r,L,rL
69,;,5,;5
70,#,?,#?
71,y,(,y(
72,V,aH,VaH
73,u,X,uX
74,T.Om,@_,T.Om@_
75,*,z,*z
76,k,J,kJ
77,~:,b,~:b
78,o,<,o<
79,p,U,pU
80,S,BI,SBI
81,q,F,qF
82,=,[,=[
83,Z,7,Z7
84,g,D,gD
85,E,R,ER
86,4,h,4h
87,a,H,aH
88,B,I,BI
89,@,_,@_
90,~,:,~:
91,T.,Om,T.Om
92,T,.,T.
93,O,m,Om
