,left,right,combine
0,4WYd1gyk}a`*- U%cN3VP\]R|D0)6&K{/.=ZiLM,"@b<"",veGxlX'7+f($J>;[?ohBwIESFq9^O2zunr5CjpAmQTs8_#:t!H~","4WYd1gyk}a`*- U%cN3VP\]R|D0)6&K{/.=ZiLM@b<"",veGxlX'7+f($J>;[?ohBwIESFq9^O2zunr5CjpAmQTs8_#:t!H~"
1,"@b<"",veGxlX'7+f($J>;[?",ohBwIESFq9^O2zunr5CjpAmQTs8_#:t!H~,"@b<"",veGxlX'7+f($J>;[?ohBwIESFq9^O2zunr5CjpAmQTs8_#:t!H~"
2,4WYd1gyk}a`*- U%cN3,VP\]R|D0)6&K{/.=ZiLM,4WYd1gyk}a`*- U%cN3VP\]R|D0)6&K{/.=ZiLM
3,ohBwIESFq9^O2zu,nr5CjpAmQTs8_#:t!H~,ohBwIESFq9^O2zunr5CjpAmQTs8_#:t!H~
4,"@b<"",veGxlX'",7+f($J>;[?,"@b<"",veGxlX'7+f($J>;[?"
5,VP\]R|D0),6&K{/.=ZiLM,VP\]R|D0)6&K{/.=ZiLM
6,4WYd1gyk,}a`*- U%cN3,4WYd1gyk}a`*- U%cN3
7,nr5CjpAmQT,s8_#:t!H~,nr5CjpAmQTs8_#:t!H~
8,ohBwI,ESFq9^O2zu,ohBwIESFq9^O2zu
9,7+f($J,>;[?,7+f($J>;[?
10,"@b<"",v",eGxlX',"@b<"",veGxlX'"
11,6&K{/.=,ZiLM,6&K{/.=ZiLM
12,VP\],R|D0),VP\]R|D0)
13,}a`*,- U%cN3,}a`*- U%cN3
14,4WY,d1gyk,4WYd1gyk
15,ESFq9^O,2zu,ESFq9^O2zu
16,nr5C,jpAmQT,nr5CjpAmQT
17,s8_#:,t!H~,s8_#:t!H~
18,oh,BwI,ohBwI
19,>;,[?,>;[?
20,eGxl,X',eGxlX'
21,@b<,""",v","@b<"",v"
22,7+f,($J,7+f($J
23,Zi,LM,ZiLM
24,6&K{/,.=,6&K{/.=
25,R|,D0),R|D0)
26,VP,\],VP\]
27,- ,U%cN3,- U%cN3
28,}a,`*,}a`*
29,d1g,yk,d1gyk
30,nr5,C,nr5C
31,2,zu,2zu
32,4,WY,4WY
33,t!,H~,t!H~
34,s8_,#:,s8_#:
35,ES,Fq9^O,ESFq9^O
36,jpA,mQT,jpAmQT
37,B,wI,BwI
38,[,?,[?
39,o,h,oh
40,>,;,>;
41,7,+f,7+f
42,eG,xl,eGxl
43,""",",v,""",v"
44,X,',X'
45,@,b<,@b<
46,($,J,($J
47,L,M,LM
48,Z,i,Zi
49,.,=,.=
50,U%,cN3,U%cN3
51,R,|,R|
52,\,],\]
53,D0,),D0)
54,6,&K{/,6&K{/
55,V,P,VP
56,},a,}a
57,y,k,yk
58,d,1g,d1g
59,`,*,`*
60,-, ,- 
61,w,I,wI
62,F,q9^O,Fq9^O
63,t,!,t!
64,W,Y,WY
65,mQ,T,mQT
66,nr,5,nr5
67,s,8_,s8_
68,jp,A,jpA
69,E,S,ES
70,#,:,#:
71,H,~,H~
72,z,u,zu
73,+,f,+f
74,b,<,b<
75,"""",",",""","
76,e,G,eG
77,(,$,($
78,x,l,xl
79,c,N3,cN3
80,&K{,/,&K{/
81,U,%,U%
82,D,0,D0
83,1,g,1g
84,j,p,jp
85,m,Q,mQ
86,8,_,8_
87,n,r,nr
88,q,9^O,q9^O
89,N,3,N3
90,&K,{,&K{
91,9,^O,9^O
92,^,O,^O
93,&,K,&K
