,left,right,combine
0,"!%_2Px GXK`$|U(D&T~Y>d"")Vu^z]+tfjol:Seq","83<aWOn;B\R[#1hr?H5,Eg@0QM6b*J7CykNL'.v/FiAwI-9=Zp}s4cm{","!%_2Px GXK`$|U(D&T~Y>d"")Vu^z]+tfjol:Seq83<aWOn;B\R[#1hr?H5,Eg@0QM6b*J7CykNL'.v/FiAwI-9=Zp}s4cm{"
1,"83<aWOn;B\R[#1hr?H5,Eg@0",QM6b*J7CykNL'.v/FiAwI-9=Zp}s4cm{,"83<aWOn;B\R[#1hr?H5,Eg@0QM6b*J7CykNL'.v/FiAwI-9=Zp}s4cm{"
2,!%_2Px GXK`$|U(,"D&T~Y>d"")Vu^z]+tfjol:Seq","!%_2Px GXK`$|U(D&T~Y>d"")Vu^z]+tfjol:Seq"
3,QM6b*J7Cyk,NL'.v/FiAwI-9=Zp}s4cm{,QM6b*J7CykNL'.v/FiAwI-9=Zp}s4cm{
4,83<aWOn;B\R[,"#1hr?H5,Eg@0","83<aWOn;B\R[#1hr?H5,Eg@0"
5,"D&T~Y>d"")Vu^z]+t",fjol:Seq,"D&T~Y>d"")Vu^z]+tfjol:Seq"
6,!%_2Px ,GXK`$|U(,!%_2Px GXK`$|U(
7,NL'.v/FiAwI,-9=Zp}s4cm{,NL'.v/FiAwI-9=Zp}s4cm{
8,QM6b*,J7Cyk,QM6b*J7Cyk
9,#1hr?,"H5,Eg@0","#1hr?H5,Eg@0"
10,83<aWO,n;B\R[,83<aWOn;B\R[
11,fjol,:Seq,fjol:Seq
12,"D&T~Y>d"")V",u^z]+t,"D&T~Y>d"")Vu^z]+t"
13,GXK`,$|U(,GXK`$|U(
14,!%_2,Px ,!%_2Px 
15,NL'.,v/FiAwI,NL'.v/FiAwI
16,-9=Zp,}s4cm{,-9=Zp}s4cm{
17,J7C,yk,J7Cyk
18,QM,6b*,QM6b*
19,#1h,r?,#1hr?
20,"H5,E",g@0,"H5,Eg@0"
21,n;B\,R[,n;B\R[
22,:S,eq,:Seq
23,83,<aWO,83<aWO
24,fj,ol,fjol
25,u^z,]+t,u^z]+t
26,D&T~Y,">d"")V","D&T~Y>d"")V"
27,$|U,(,$|U(
28,GX,K`,GXK`
29,Px, ,Px 
30,!%,_2,!%_2
31,NL',.,NL'.
32,v/Fi,AwI,v/FiAwI
33,}s4,cm{,}s4cm{
34,-9,=Zp,-9=Zp
35,y,k,yk
36,J,7C,J7C
37,6b,*,6b*
38,g@,0,g@0
39,#1,h,#1h
40,R,[,R[
41,H5,",E","H5,E"
42,r,?,r?
43,Q,M,QM
44,n,;B\,n;B\
45,o,l,ol
46,8,3,83
47,e,q,eq
48,:,S,:S
49,<aW,O,<aWO
50,f,j,fj
51,D&T,~Y,D&T~Y
52,u,^z,u^z
53,>d,""")V",">d"")V"
54,],+t,]+t
55,$|,U,$|U
56,G,X,GX
57,_,2,_2
58,P,x,Px
59,K,`,K`
60,!,%,!%
61,N,L',NL'
62,A,wI,AwI
63,-,9,-9
64,cm,{,cm{
65,v/F,i,v/Fi
66,=Z,p,=Zp
67,}s,4,}s4
68,7,C,7C
69,;,B\,;B\
70,#,1,#1
71,g,@,g@
72,",",E,",E"
73,6,b,6b
74,H,5,H5
75,<a,W,<aW
76,>,d,>d
77,~,Y,~Y
78,+,t,+t
79,D,&T,D&T
80,^,z,^z
81,""")",V,""")V"
82,$,|,$|
83,w,I,wI
84,=,Z,=Z
85,v,/F,v/F
86,c,m,cm
87,},s,}s
88,L,',L'
89,B,\,B\
90,<,a,<a
91,&,T,&T
92,"""",),""")"
93,/,F,/F
