,left,right,combine
0,"2PiNZLxEo""*[FhbHtJO?IB@&~y#!m`r +.","]09,T^=)\wdMG:{_cnS7j/'lvuRKXA%DY8gaU($e}QV|k<q>3Wp4-1fszC65;","2PiNZLxEo""*[FhbHtJO?IB@&~y#!m`r +.]09,T^=)\wdMG:{_cnS7j/'lvuRKXA%DY8gaU($e}QV|k<q>3Wp4-1fszC65;"
1,"]09,T^=)\wdMG:{_cnS7j/'lvuRKXA",%DY8gaU($e}QV|k<q>3Wp4-1fszC65;,"]09,T^=)\wdMG:{_cnS7j/'lvuRKXA%DY8gaU($e}QV|k<q>3Wp4-1fszC65;"
2,"2PiNZLxEo""*[FhbH",tJO?IB@&~y#!m`r +.,"2PiNZLxEo""*[FhbHtJO?IB@&~y#!m`r +."
3,%DY8gaU($e}QV|k<q,>3Wp4-1fszC65;,%DY8gaU($e}QV|k<q>3Wp4-1fszC65;
4,"]09,T^=)\wdMG:{_c",nS7j/'lvuRKXA,"]09,T^=)\wdMG:{_cnS7j/'lvuRKXA"
5,tJO?IB@&~y,#!m`r +.,tJO?IB@&~y#!m`r +.
6,2PiNZLxEo,"""*[FhbH","2PiNZLxEo""*[FhbH"
7,>3Wp4-1,fszC65;,>3Wp4-1fszC65;
8,%DY8gaU(,$e}QV|k<q,%DY8gaU($e}QV|k<q
9,nS7j/',lvuRKXA,nS7j/'lvuRKXA
10,"]09,T^=)",\wdMG:{_c,"]09,T^=)\wdMG:{_c"
11,#!m`,r +.,#!m`r +.
12,tJO?,IB@&~y,tJO?IB@&~y
13,2PiNZL,xEo,2PiNZLxEo
14,"""*[",FhbH,"""*[FhbH"
15,fs,zC65;,fszC65;
16,%DY8,gaU(,%DY8gaU(
17,$e}Q,V|k<q,$e}QV|k<q
18,>3Wp,4-1,>3Wp4-1
19,lvuRK,XA,lvuRKXA
20,]09,",T^=)","]09,T^=)"
21,\wdMG,:{_c,\wdMG:{_c
22,nS7,j/',nS7j/'
23,r ,+.,r +.
24,#!,m`,#!m`
25,IB,@&~y,IB@&~y
26,2PiN,ZL,2PiNZL
27,Fh,bH,FhbH
28,xE,o,xEo
29,tJ,O?,tJO?
30,"""",*[,"""*["
31,zC6,5;,zC65;
32,f,s,fs
33,V|,k<q,V|k<q
34,%D,Y8,%DY8
35,>3,Wp,>3Wp
36,ga,U(,gaU(
37,$e,}Q,$e}Q
38,4,-1,4-1
39,X,A,XA
40,l,vuRK,lvuRK
41,n,S7,nS7
42,\wd,MG,\wdMG
43,]0,9,]09
44,j/,',j/'
45,",T^",=),",T^=)"
46,:,{_c,:{_c
47,+,.,+.
48,#,!,#!
49,m,`,m`
50,r, ,r 
51,@&~,y,@&~y
52,I,B,IB
53,t,J,tJ
54,b,H,bH
55,5,;,5;
56,2P,iN,2PiN
57,Z,L,ZL
58,*,[,*[
59,F,h,Fh
60,O,?,O?
61,x,E,xE
62,z,C6,zC6
63,>,3,>3
64,$,e,$e
65,g,a,ga
66,U,(,U(
67,%,D,%D
68,V,|,V|
69,},Q,}Q
70,Y,8,Y8
71,W,p,Wp
72,k,<q,k<q
73,-,1,-1
74,{,_c,{_c
75,S,7,S7
76,],0,]0
77,\,wd,\wd
78,=,),=)
79,M,G,MG
80,j,/,j/
81,vuR,K,vuRK
82,",",T^,",T^"
83,@,&~,@&~
84,2,P,2P
85,i,N,iN
86,C,6,C6
87,<,q,<q
88,w,d,wd
89,T,^,T^
90,&,~,&~
91,_,c,_c
92,vu,R,vuR
93,v,u,vu
