,left,right,combine
0,"\rqR~}fhW, *Q""u04naD#`|wAGKl>;3b/'L2",S(F@Z]=tJ-UP6pzcv<^iCV%eI!1B8NjY+79x5.sk:E)XO_$d&MmTHo?yg[{,"\rqR~}fhW, *Q""u04naD#`|wAGKl>;3b/'L2S(F@Z]=tJ-UP6pzcv<^iCV%eI!1B8NjY+79x5.sk:E)XO_$d&MmTHo?yg[{"
1,S(F@Z]=tJ-UP6pzcv<^iCV%eI!1B8,NjY+79x5.sk:E)XO_$d&MmTHo?yg[{,S(F@Z]=tJ-UP6pzcv<^iCV%eI!1B8NjY+79x5.sk:E)XO_$d&MmTHo?yg[{
2,"\rqR~}fhW, *Q""",u04naD#`|wAGKl>;3b/'L2,"\rqR~}fhW, *Q""u04naD#`|wAGKl>;3b/'L2"
3,NjY+79x5.sk:,E)XO_$d&MmTHo?yg[{,NjY+79x5.sk:E)XO_$d&MmTHo?yg[{
4,S(F@Z]=tJ-UP6pz,cv<^iCV%eI!1B8,S(F@Z]=tJ-UP6pzcv<^iCV%eI!1B8
5,u04naD#`|w,AGKl>;3b/'L2,u04naD#`|wAGKl>;3b/'L2
6,\rqR~}fh,"W, *Q""","\rqR~}fhW, *Q"""
7,E)XO_$d&Mm,THo?yg[{,E)XO_$d&MmTHo?yg[{
8,NjY+79x,5.sk:,NjY+79x5.sk:
9,cv<^i,CV%eI!1B8,cv<^iCV%eI!1B8
10,AGKl>;,3b/'L2,AGKl>;3b/'L2
11,S(F@Z]=tJ,-UP6pz,S(F@Z]=tJ-UP6pz
12,u04n,aD#`|w,u04naD#`|w
13,"W, *","Q""","W, *Q"""
14,\rqR,~}fh,\rqR~}fh
15,THo?,yg[{,THo?yg[{
16,NjY+7,9x,NjY+79x
17,5.,sk:,5.sk:
18,E)XO_,$d&Mm,E)XO_$d&Mm
19,CV%e,I!1B8,CV%eI!1B8
20,cv,<^i,cv<^i
21,AGK,l>;,AGKl>;
22,aD#,`|w,aD#`|w
23,3b/',L2,3b/'L2
24,-UP,6pz,-UP6pz
25,S(F@,Z]=tJ,S(F@Z]=tJ
26,u,04n,u04n
27,Q,"""","Q"""
28,"W,", *,"W, *"
29,\r,qR,\rqR
30,~},fh,~}fh
31,yg,[{,yg[{
32,THo,?,THo?
33,E),XO_,E)XO_
34,9,x,9x
35,I!,1B8,I!1B8
36,Nj,Y+7,NjY+7
37,sk,:,sk:
38,5,.,5.
39,$d&,Mm,$d&Mm
40,C,V%e,CV%e
41,<^,i,<^i
42,c,v,cv
43,6,pz,6pz
44,-U,P,-UP
45,Z],=tJ,Z]=tJ
46,aD,#,aD#
47,S(,F@,S(F@
48,l,>;,l>;
49,`|,w,`|w
50,L,2,L2
51,0,4n,04n
52,AG,K,AGK
53,3b,/',3b/'
54,q,R,qR
55,f,h,fh
56,W,",","W,"
57,~,},~}
58,\,r,\r
59, ,*, *
60,[,{,[{
61,y,g,yg
62,V%,e,V%e
63,M,m,Mm
64,I,!,I!
65,1B,8,1B8
66,E,),E)
67,s,k,sk
68,Y+,7,Y+7
69,N,j,Nj
70,T,Ho,THo
71,XO,_,XO_
72,$d,&,$d&
73,<,^,<^
74,-,U,-U
75,F,@,F@
76,4,n,4n
77,>,;,>;
78,a,D,aD
79,Z,],Z]
80,`,|,`|
81,A,G,AG
82,=t,J,=tJ
83,S,(,S(
84,/,',/'
85,p,z,pz
86,3,b,3b
87,$,d,$d
88,X,O,XO
89,Y,+,Y+
90,1,B,1B
91,V,%,V%
92,H,o,Ho
93,=,t,=t
