,left,right,combine
0,6&!o1O'C:?*$7r>kUqDp4Hzxl)KT.i0]E9mG-`S+@5,"V}IZ|MB;etyfA,2[h<=cR""ajnLvb_N#/3{(wud^8\FX QYJs%PWg~","6&!o1O'C:?*$7r>kUqDp4Hzxl)KT.i0]E9mG-`S+@5V}IZ|MB;etyfA,2[h<=cR""ajnLvb_N#/3{(wud^8\FX QYJs%PWg~"
1,"V}IZ|MB;etyfA,2[h<=cR""aj",nLvb_N#/3{(wud^8\FX QYJs%PWg~,"V}IZ|MB;etyfA,2[h<=cR""ajnLvb_N#/3{(wud^8\FX QYJs%PWg~"
2,6&!o1O'C:?*$7r>kUqDp4Hzxl,)KT.i0]E9mG-`S+@5,6&!o1O'C:?*$7r>kUqDp4Hzxl)KT.i0]E9mG-`S+@5
3,nLvb_N#/3{(wud^8,\FX QYJs%PWg~,nLvb_N#/3{(wud^8\FX QYJs%PWg~
4,V}IZ|MB;etyfA,",2[h<=cR""aj","V}IZ|MB;etyfA,2[h<=cR""aj"
5,)KT.i0]E,9mG-`S+@5,)KT.i0]E9mG-`S+@5
6,6&!o1O'C:?*$7r,>kUqDp4Hzxl,6&!o1O'C:?*$7r>kUqDp4Hzxl
7,\FX QY,Js%PWg~,\FX QYJs%PWg~
8,nLvb_N#/,3{(wud^8,nLvb_N#/3{(wud^8
9,",2[h<=","cR""aj",",2[h<=cR""aj"
10,V}IZ|M,B;etyfA,V}IZ|MB;etyfA
11,9mG-,`S+@5,9mG-`S+@5
12,)KT.,i0]E,)KT.i0]E
13,>kUqDp,4Hzxl,>kUqDp4Hzxl
14,6&!o1O',C:?*$7r,6&!o1O'C:?*$7r
15,Js%P,Wg~,Js%PWg~
16,\FX, QY,\FX QY
17,3{(w,ud^8,3{(wud^8
18,nLv,b_N#/,nLvb_N#/
19,cR,"""aj","cR""aj"
20,",2[",h<=,",2[h<="
21,V},IZ|M,V}IZ|M
22,B;e,tyfA,B;etyfA
23,`S,+@5,`S+@5
24,9m,G-,9mG-
25,i0,]E,i0]E
26,)K,T.,)KT.
27,4H,zxl,4Hzxl
28,>kU,qDp,>kUqDp
29,C:?,*$7r,C:?*$7r
30,6&!o1,O',6&!o1O'
31,Wg,~,Wg~
32,ud,^8,ud^8
33,Js,%P,Js%P
34,\,FX,\FX
35, ,QY, QY
36,3,{(w,3{(w
37,b_N,#/,b_N#/
38,n,Lv,nLv
39,"""",aj,"""aj"
40,h,<=,h<=
41,c,R,cR
42,B,;e,B;e
43,V,},V}
44,",2",[,",2["
45,IZ,|M,IZ|M
46,ty,fA,tyfA
47,+,@5,+@5
48,9,m,9m
49,`,S,`S
50,],E,]E
51,i,0,i0
52,G,-,G-
53,T,.,T.
54,C,:?,C:?
55,>k,U,>kU
56,zx,l,zxl
57,O,',O'
58,4,H,4H
59,*$,7r,*$7r
60,qD,p,qDp
61,),K,)K
62,6,&!o1,6&!o1
63,J,s,Js
64,u,d,ud
65,Q,Y,QY
66,W,g,Wg
67,%,P,%P
68,^,8,^8
69,F,X,FX
70,{,(w,{(w
71,#,/,#/
72,a,j,aj
73,b_,N,b_N
74,L,v,Lv
75,<,=,<=
76,I,Z,IZ
77,f,A,fA
78,;,e,;e
79,",",2,",2"
80,|,M,|M
81,t,y,ty
82,@,5,@5
83,*,$,*$
84,7,r,7r
85,q,D,qD
86,>,k,>k
87,z,x,zx
88,:,?,:?
89,&,!o1,&!o1
90,(,w,(w
91,b,_,b_
92,!o,1,!o1
93,!,o,!o
