,left,right,combine
0,X.x&C4^}ls;DIG>cp%V:=Tv[H +@\{#o8Y),"Eqt""iy]AwJe<$'ju`12WS~zB,mP?!_(fMnUQrkLO0*|7Za6bNhFg5K9-R3/d","X.x&C4^}ls;DIG>cp%V:=Tv[H +@\{#o8Y)Eqt""iy]AwJe<$'ju`12WS~zB,mP?!_(fMnUQrkLO0*|7Za6bNhFg5K9-R3/d"
1,"Eqt""iy]AwJe<$'ju`12WS~zB,mP?",!_(fMnUQrkLO0*|7Za6bNhFg5K9-R3/d,"Eqt""iy]AwJe<$'ju`12WS~zB,mP?!_(fMnUQrkLO0*|7Za6bNhFg5K9-R3/d"
2,X.x&C4^}ls;DIG>cp%,V:=Tv[H +@\{#o8Y),X.x&C4^}ls;DIG>cp%V:=Tv[H +@\{#o8Y)
3,!_(fMnUQrkLO0*|7,Za6bNhFg5K9-R3/d,!_(fMnUQrkLO0*|7Za6bNhFg5K9-R3/d
4,"Eqt""iy]AwJe<","$'ju`12WS~zB,mP?","Eqt""iy]AwJe<$'ju`12WS~zB,mP?"
5,V:=Tv[H ,+@\{#o8Y),V:=Tv[H +@\{#o8Y)
6,X.x&C4^},ls;DIG>cp%,X.x&C4^}ls;DIG>cp%
7,Za6bNhFg,5K9-R3/d,Za6bNhFg5K9-R3/d
8,!_(fMnUQrk,LO0*|7,!_(fMnUQrkLO0*|7
9,$'ju`12W,"S~zB,mP?","$'ju`12WS~zB,mP?"
10,"Eqt""iy",]AwJe<,"Eqt""iy]AwJe<"
11,+@\{#,o8Y),+@\{#o8Y)
12,V:=Tv,[H ,V:=Tv[H 
13,ls;DIG,>cp%,ls;DIG>cp%
14,X.x,&C4^},X.x&C4^}
15,Za6,bNhFg,Za6bNhFg
16,5K9-,R3/d,5K9-R3/d
17,LO0,*|7,LO0*|7
18,S~,"zB,mP?","S~zB,mP?"
19,$'ju`,12W,$'ju`12W
20,!_(fM,nUQrk,!_(fMnUQrk
21,]A,wJe<,]AwJe<
22,o8,Y),o8Y)
23,Eq,"t""iy","Eqt""iy"
24,+@\,{#,+@\{#
25,[H, ,[H 
26,&C,4^},&C4^}
27,>c,p%,>cp%
28,ls;,DIG,ls;DIG
29,V:,=Tv,V:=Tv
30,X,.x,X.x
31,R3,/d,R3/d
32,5K,9-,5K9-
33,Za,6,Za6
34,bNh,Fg,bNhFg
35,*|,7,*|7
36,1,2W,12W
37,nU,Qrk,nUQrk
38,wJ,e<,wJe<
39,L,O0,LO0
40,S,~,S~
41,!,_(fM,!_(fM
42,$'j,u`,$'ju`
43,z,"B,mP?","zB,mP?"
44,t,"""iy","t""iy"
45,Y,),Y)
46,],A,]A
47,{,#,{#
48,o,8,o8
49,E,q,Eq
50,+@,\,+@\
51,=,Tv,=Tv
52,&,C,&C
53,p,%,p%
54,l,s;,ls;
55,>,c,>c
56,[,H,[H
57,4^,},4^}
58,V,:,V:
59,D,IG,DIG
60,.,x,.x
61,5,K,5K
62,b,Nh,bNh
63,F,g,Fg
64,/,d,/d
65,9,-,9-
66,Z,a,Za
67,R,3,R3
68,$,'j,$'j
69,*,|,*|
70,e,<,e<
71,O,0,O0
72,w,J,wJ
73,Qr,k,Qrk
74,"B,",mP?,"B,mP?"
75,2,W,2W
76,_(f,M,_(fM
77,n,U,nU
78,u,`,u`
79,"""",iy,"""iy"
80,T,v,Tv
81,I,G,IG
82,+,@,+@
83,4,^,4^
84,s,;,s;
85,N,h,Nh
86,m,P?,mP?
87,B,",","B,"
88,',j,'j
89,i,y,iy
90,Q,r,Qr
91,_(,f,_(f
92,_,(,_(
93,P,?,P?
