,left,right,combine
0,"q.LP&f@,dMog'$pz0XHFE9b);</4WBh-5= ]2R","^%JTQVUx?Y#}1vSe3jl|Z*ym!7:wkaD{A_NO+\iI`[6(ns~u"">r8GcCKt","q.LP&f@,dMog'$pz0XHFE9b);</4WBh-5= ]2R^%JTQVUx?Y#}1vSe3jl|Z*ym!7:wkaD{A_NO+\iI`[6(ns~u"">r8GcCKt"
1,^%JTQVUx?Y#}1vSe3jl|Z*ym!7:,"wkaD{A_NO+\iI`[6(ns~u"">r8GcCKt","^%JTQVUx?Y#}1vSe3jl|Z*ym!7:wkaD{A_NO+\iI`[6(ns~u"">r8GcCKt"
2,"q.LP&f@,dMog'$pz0XHF",E9b);</4WBh-5= ]2R,"q.LP&f@,dMog'$pz0XHFE9b);</4WBh-5= ]2R"
3,wkaD{A_NO+\iI`,"[6(ns~u"">r8GcCKt","wkaD{A_NO+\iI`[6(ns~u"">r8GcCKt"
4,^%JTQVUx?Y#}1v,Se3jl|Z*ym!7:,^%JTQVUx?Y#}1vSe3jl|Z*ym!7:
5,E9b);</4WB,h-5= ]2R,E9b);</4WBh-5= ]2R
6,"q.LP&f@,dM",og'$pz0XHF,"q.LP&f@,dMog'$pz0XHF"
7,[6(ns~u,""">r8GcCKt","[6(ns~u"">r8GcCKt"
8,wkaD{,A_NO+\iI`,wkaD{A_NO+\iI`
9,Se3jl|Z,*ym!7:,Se3jl|Z*ym!7:
10,^%JTQ,VUx?Y#}1v,^%JTQVUx?Y#}1v
11,h-5=, ]2R,h-5= ]2R
12,E9b);<,/4WB,E9b);</4WB
13,q.LP&,"f@,dM","q.LP&f@,dM"
14,og'$,pz0XHF,og'$pz0XHF
15,""">r8",GcCKt,""">r8GcCKt"
16,A_NO+,\iI`,A_NO+\iI`
17,[6(,ns~u,[6(ns~u
18,wk,aD{,wkaD{
19,*ym!,7:,*ym!7:
20,VUx?,Y#}1v,VUx?Y#}1v
21,Se3,jl|Z,Se3jl|Z
22,^%J,TQ,^%JTQ
23,h-,5=,h-5=
24, ],2R, ]2R
25,/4,WB,/4WB
26,f@,",dM","f@,dM"
27,pz0,XHF,pz0XHF
28,E9,b);<,E9b);<
29,og,'$,og'$
30,q.,LP&,q.LP&
31,Gc,CKt,GcCKt
32,[6,(,[6(
33,A_,NO+,A_NO+
34,\i,I`,\iI`
35,ns,~u,ns~u
36,""">",r8,""">r8"
37,a,D{,aD{
38,w,k,wk
39,7,:,7:
40,jl,|Z,jl|Z
41,VU,x?,VUx?
42,Se,3,Se3
43,T,Q,TQ
44,*y,m!,*ym!
45,Y#},1v,Y#}1v
46,^,%J,^%J
47,2,R,2R
48,5,=,5=
49, ,], ]
50,h,-,h-
51,W,B,WB
52,b);,<,b);<
53,",",dM,",dM"
54,pz,0,pz0
55,',$,'$
56,LP,&,LP&
57,X,HF,XHF
58,o,g,og
59,/,4,/4
60,E,9,E9
61,CK,t,CKt
62,f,@,f@
63,q,.,q.
64,G,c,Gc
65,D,{,D{
66,~,u,~u
67,NO,+,NO+
68,"""",>,""">"
69,r,8,r8
70,A,_,A_
71,I,`,I`
72,\,i,\i
73,[,6,[6
74,n,s,ns
75,j,l,jl
76,m,!,m!
77,x,?,x?
78,1,v,1v
79,%,J,%J
80,V,U,VU
81,|,Z,|Z
82,Y,#},Y#}
83,S,e,Se
84,*,y,*y
85,C,K,CK
86,p,z,pz
87,d,M,dM
88,L,P,LP
89,H,F,HF
90,b),;,b);
91,N,O,NO
92,#,},#}
93,b,),b)
