,left,right,combine
0,y5sK]8z3S6pB@a^o` Q[?YC}bWi4P71~($:+mIU,"n-*{R<jL%O_cdlN\F)hAe>Tf;XGv#DE2qut=r/g9M'&,0J!ZV.xw|""Hk","y5sK]8z3S6pB@a^o` Q[?YC}bWi4P71~($:+mIUn-*{R<jL%O_cdlN\F)hAe>Tf;XGv#DE2qut=r/g9M'&,0J!ZV.xw|""Hk"
1,n-*{R<jL%O_cdlN\F)hAe>Tf;X,"Gv#DE2qut=r/g9M'&,0J!ZV.xw|""Hk","n-*{R<jL%O_cdlN\F)hAe>Tf;XGv#DE2qut=r/g9M'&,0J!ZV.xw|""Hk"
2,y5sK]8z3S6pB@a^o` Q[,?YC}bWi4P71~($:+mIU,y5sK]8z3S6pB@a^o` Q[?YC}bWi4P71~($:+mIU
3,Gv#DE2qut=r/g,"9M'&,0J!ZV.xw|""Hk","Gv#DE2qut=r/g9M'&,0J!ZV.xw|""Hk"
4,n-*{R<jL%O_c,dlN\F)hAe>Tf;X,n-*{R<jL%O_cdlN\F)hAe>Tf;X
5,?YC}bWi4P7,1~($:+mIU,?YC}bWi4P71~($:+mIU
6,y5sK]8z3S6,pB@a^o` Q[,y5sK]8z3S6pB@a^o` Q[
7,"9M'&,0J!Z","V.xw|""Hk","9M'&,0J!ZV.xw|""Hk"
8,Gv#DE2qu,t=r/g,Gv#DE2qut=r/g
9,n-*{R<j,L%O_c,n-*{R<jL%O_c
10,dlN\F),hAe>Tf;X,dlN\F)hAe>Tf;X
11,1~(,$:+mIU,1~($:+mIU
12,?YC},bWi4P7,?YC}bWi4P7
13,pB@a^o`, Q[,pB@a^o` Q[
14,V.xw,"|""Hk","V.xw|""Hk"
15,y5sK,]8z3S6,y5sK]8z3S6
16,9M,"'&,0J!Z","9M'&,0J!Z"
17,t=r,/g,t=r/g
18,n-*{,R<j,n-*{R<j
19,dlN\,F),dlN\F)
20,Gv,#DE2qu,Gv#DE2qu
21,hAe>,Tf;X,hAe>Tf;X
22,L%,O_c,L%O_c
23,$:,+mIU,$:+mIU
24,?Y,C},?YC}
25,bWi4,P7,bWi4P7
26,1~,(,1~(
27, ,Q[, Q[
28,|,"""Hk","|""Hk"
29,]8,z3S6,]8z3S6
30,y5,sK,y5sK
31,V.,xw,V.xw
32,"'&,0",J!Z,"'&,0J!Z"
33,pB@a^,o`,pB@a^o`
34,9,M,9M
35,/,g,/g
36,hA,e>,hAe>
37,dl,N\,dlN\
38,t=,r,t=r
39,F,),F)
40,#D,E2qu,#DE2qu
41,O_,c,O_c
42,Tf,;X,Tf;X
43,G,v,Gv
44,L,%,L%
45,n-,*{,n-*{
46,+m,IU,+mIU
47,R<,j,R<j
48,1,~,1~
49,P,7,P7
50,C,},C}
51,?,Y,?Y
52,b,Wi4,bWi4
53,$,:,$:
54,Q,[,Q[
55,x,w,xw
56,pB@,a^,pB@a^
57,s,K,sK
58,"""H",k,"""Hk"
59,V,.,V.
60,],8,]8
61,y,5,y5
62,o,`,o`
63,z,3S6,z3S6
64,J,!Z,J!Z
65,"'&,",0,"'&,0"
66,n,-,n-
67,I,U,IU
68,t,=,t=
69,*,{,*{
70,O,_,O_
71,R,<,R<
72,h,A,hA
73,T,f,Tf
74,e,>,e>
75,+,m,+m
76,;,X,;X
77,E2q,u,E2qu
78,d,l,dl
79,N,\,N\
80,#,D,#D
81,Wi,4,Wi4
82,3,S6,3S6
83,a,^,a^
84,',"&,","'&,"
85,!,Z,!Z
86,"""",H,"""H"
87,p,B@,pB@
88,E,2q,E2q
89,2,q,2q
90,S,6,S6
91,B,@,B@
92,&,",","&,"
93,W,i,Wi
