,left,right,combine
0,"%6ErZkUljMJ^,:a'L~A*|!.)iXqxd[5DTz""17{GYo4#>bgW9C3",`mV@;Sy?0]RPB+=He\/&h<QK$sf_w2N-u8(Ftc}p vOIn,"%6ErZkUljMJ^,:a'L~A*|!.)iXqxd[5DTz""17{GYo4#>bgW9C3`mV@;Sy?0]RPB+=He\/&h<QK$sf_w2N-u8(Ftc}p vOIn"
1,`mV@;Sy?0]RPB+=He\/&,h<QK$sf_w2N-u8(Ftc}p vOIn,`mV@;Sy?0]RPB+=He\/&h<QK$sf_w2N-u8(Ftc}p vOIn
2,"%6ErZkUljMJ^,:a'L~A*|!.)","iXqxd[5DTz""17{GYo4#>bgW9C3","%6ErZkUljMJ^,:a'L~A*|!.)iXqxd[5DTz""17{GYo4#>bgW9C3"
3,h<QK$sf_w2N-u,8(Ftc}p vOIn,h<QK$sf_w2N-u8(Ftc}p vOIn
4,`mV@;Sy?0,]RPB+=He\/&,`mV@;Sy?0]RPB+=He\/&
5,"iXqxd[5DTz""1",7{GYo4#>bgW9C3,"iXqxd[5DTz""17{GYo4#>bgW9C3"
6,"%6ErZkUljMJ^,:",a'L~A*|!.),"%6ErZkUljMJ^,:a'L~A*|!.)"
7,8(Ftc}p, vOIn,8(Ftc}p vOIn
8,h<QK$s,f_w2N-u,h<QK$sf_w2N-u
9,]RPB,+=He\/&,]RPB+=He\/&
10,`mV@,;Sy?0,`mV@;Sy?0
11,7{GYo4#>b,gW9C3,7{GYo4#>bgW9C3
12,%6ErZkU,"ljMJ^,:","%6ErZkUljMJ^,:"
13,a'L~A,*|!.),a'L~A*|!.)
14,iXqxd[,"5DTz""1","iXqxd[5DTz""1"
15, v,OIn, vOIn
16,h<Q,K$s,h<QK$s
17,+=H,e\/&,+=He\/&
18,f_w,2N-u,f_w2N-u
19,8(Ft,c}p,8(Ftc}p
20,]R,PB,]RPB
21,;Sy,?0,;Sy?0
22,`m,V@,`mV@
23,gW9,C3,gW9C3
24,i,Xqxd[,iXqxd[
25,*|!,.),*|!.)
26,%6E,rZkU,%6ErZkU
27,a',L~A,a'L~A
28,5DT,"z""1","5DTz""1"
29,ljM,"J^,:","ljMJ^,:"
30,7{GYo,4#>b,7{GYo4#>b
31,OI,n,OIn
32, ,v, v
33,e\,/&,e\/&
34,c,}p,c}p
35,K,$s,K$s
36,2N,-u,2N-u
37,+=,H,+=H
38,h,<Q,h<Q
39,f,_w,f_w
40,8(,Ft,8(Ft
41,?,0,?0
42,`,m,`m
43,V,@,V@
44,C,3,C3
45,],R,]R
46,;,Sy,;Sy
47,P,B,PB
48,7{G,Yo,7{GYo
49,4,#>b,4#>b
50,gW,9,gW9
51,.,),.)
52,%6,E,%6E
53,"z""",1,"z""1"
54,*|,!,*|!
55,5D,T,5DT
56,Xq,xd[,Xqxd[
57,"J^,",:,"J^,:"
58,L~,A,L~A
59,rZk,U,rZkU
60,a,',a'
61,l,jM,ljM
62,O,I,OI
63,$,s,$s
64,<,Q,<Q
65,+,=,+=
66,_,w,_w
67,/,&,/&
68,e,\,e\
69,F,t,Ft
70,-,u,-u
71,2,N,2N
72,8,(,8(
73,},p,}p
74,S,y,Sy
75,L,~,L~
76,j,M,jM
77,%,6,%6
78,Y,o,Yo
79,x,d[,xd[
80,X,q,Xq
81,z,"""","z"""
82,5,D,5D
83,#,>b,#>b
84,7{,G,7{G
85,J^,",","J^,"
86,g,W,gW
87,*,|,*|
88,rZ,k,rZk
89,r,Z,rZ
90,J,^,J^
91,d,[,d[
92,>,b,>b
93,7,{,7{
