,left,right,combine
0,"""u%IL)7[,g(FDY6ZBM*=bHwU~+T|v V!\>/",dG<PzeQSykCK1WOotxfl83-${hi.@2#:q}&EX4nrN?j;pJR_s^`'5cm]A90a,"""u%IL)7[,g(FDY6ZBM*=bHwU~+T|v V!\>/dG<PzeQSykCK1WOotxfl83-${hi.@2#:q}&EX4nrN?j;pJR_s^`'5cm]A90a"
1,dG<PzeQSykCK1WOotxfl83-${hi,.@2#:q}&EX4nrN?j;pJR_s^`'5cm]A90a,dG<PzeQSykCK1WOotxfl83-${hi.@2#:q}&EX4nrN?j;pJR_s^`'5cm]A90a
2,"""u%IL)7[,g(FDY6ZBM*",=bHwU~+T|v V!\>/,"""u%IL)7[,g(FDY6ZBM*=bHwU~+T|v V!\>/"
3,.@2#:q}&EX4nrN?j,;pJR_s^`'5cm]A90a,.@2#:q}&EX4nrN?j;pJR_s^`'5cm]A90a
4,dG<PzeQSykCK1WO,otxfl83-${hi,dG<PzeQSykCK1WOotxfl83-${hi
5,=bHwU~+T,|v V!\>/,=bHwU~+T|v V!\>/
6,"""u%IL)7[",",g(FDY6ZBM*","""u%IL)7[,g(FDY6ZBM*"
7,;pJR_s^`,'5cm]A90a,;pJR_s^`'5cm]A90a
8,.@2#:q}&,EX4nrN?j,.@2#:q}&EX4nrN?j
9,otxfl8,3-${hi,otxfl83-${hi
10,dG<Pze,QSykCK1WO,dG<PzeQSykCK1WO
11,|v V,!\>/,|v V!\>/
12,=bHw,U~+T,=bHwU~+T
13,",g(FD",Y6ZBM*,",g(FDY6ZBM*"
14,"""u%",IL)7[,"""u%IL)7["
15,'5cm,]A90a,'5cm]A90a
16,EX4n,rN?j,EX4nrN?j
17,;pJR,_s^`,;pJR_s^`
18,.@2#:,q}&,.@2#:q}&
19,otxf,l8,otxfl8
20,QS,ykCK1WO,QSykCK1WO
21,3-$,{hi,3-${hi
22,dG<P,ze,dG<Pze
23,|v, V,|v V
24,!\,>/,!\>/
25,U~,+T,U~+T
26,Y6Z,BM*,Y6ZBM*
27,IL),7[,IL)7[
28,=b,Hw,=bHw
29,",g(",FD,",g(FD"
30,"""",u%,"""u%"
31,]A,90a,]A90a
32,rN,?j,rN?j
33,EX,4n,EX4n
34,;p,JR,;pJR
35,_s,^`,_s^`
36,'5,cm,'5cm
37,q,}&,q}&
38,Q,S,QS
39,z,e,ze
40,.@,2#:,.@2#:
41,ot,xf,otxf
42,3,-$,3-$
43,l,8,l8
44,{h,i,{hi
45,ykCK1,WO,ykCK1WO
46,d,G<P,dG<P
47,+,T,+T
48,|,v,|v
49,!,\,!\
50, ,V, V
51,>,/,>/
52,U,~,U~
53,7,[,7[
54,F,D,FD
55,",",g(,",g("
56,I,L),IL)
57,u,%,u%
58,=,b,=b
59,H,w,Hw
60,BM,*,BM*
61,Y,6Z,Y6Z
62,9,0a,90a
63,;,p,;p
64,4,n,4n
65,^,`,^`
66,E,X,EX
67,],A,]A
68,J,R,JR
69,?,j,?j
70,r,N,rN
71,',5,'5
72,_,s,_s
73,c,m,cm
74,},&,}&
75,.,@,.@
76,G,<P,G<P
77,y,kCK1,ykCK1
78,-,$,-$
79,o,t,ot
80,2,#:,2#:
81,{,h,{h
82,x,f,xf
83,W,O,WO
84,B,M,BM
85,0,a,0a
86,L,),L)
87,6,Z,6Z
88,g,(,g(
89,#,:,#:
90,<,P,<P
91,kC,K1,kCK1
92,k,C,kC
93,K,1,K1
