,left,right,combine
0,"8NM'W/G;9T5P=w$?A2|l<dK&(g-b^"".o>3D+jucBh*","6xZQ!EHks#Fy0t4@R`_m)ipqXYI7n%,rJvU \CaV:O][1f{~}zLeS","8NM'W/G;9T5P=w$?A2|l<dK&(g-b^"".o>3D+jucBh*6xZQ!EHks#Fy0t4@R`_m)ipqXYI7n%,rJvU \CaV:O][1f{~}zLeS"
1,6xZQ!EHks#Fy0t4@R`_m)ipqXY,"I7n%,rJvU \CaV:O][1f{~}zLeS","6xZQ!EHks#Fy0t4@R`_m)ipqXYI7n%,rJvU \CaV:O][1f{~}zLeS"
2,8NM'W/G;9T5P=w$?A2|l,"<dK&(g-b^"".o>3D+jucBh*","8NM'W/G;9T5P=w$?A2|l<dK&(g-b^"".o>3D+jucBh*"
3,"I7n%,rJvU ",\CaV:O][1f{~}zLeS,"I7n%,rJvU \CaV:O][1f{~}zLeS"
4,6xZQ!EHks#Fy0,t4@R`_m)ipqXY,6xZQ!EHks#Fy0t4@R`_m)ipqXY
5,"<dK&(g-b^""",.o>3D+jucBh*,"<dK&(g-b^"".o>3D+jucBh*"
6,8NM'W/G;9T5P=w,$?A2|l,8NM'W/G;9T5P=w$?A2|l
7,\CaV:O][,1f{~}zLeS,\CaV:O][1f{~}zLeS
8,"I7n%,",rJvU ,"I7n%,rJvU "
9,t4@R`_m,)ipqXY,t4@R`_m)ipqXY
10,6xZQ!EHk,s#Fy0,6xZQ!EHks#Fy0
11,.o>3D+,jucBh*,.o>3D+jucBh*
12,<dK&,"(g-b^""","<dK&(g-b^"""
13,$?,A2|l,$?A2|l
14,\CaV,:O][,\CaV:O][
15,1f{~}z,LeS,1f{~}zLeS
16,8NM'W/G;9,T5P=w,8NM'W/G;9T5P=w
17,rJv,U ,rJvU 
18,)i,pqXY,)ipqXY
19,t4@,R`_m,t4@R`_m
20,I7n,"%,","I7n%,"
21,s#F,y0,s#Fy0
22,6xZQ!E,Hk,6xZQ!EHk
23,jucB,h*,jucBh*
24,.o>,3D+,.o>3D+
25,(g,"-b^""","(g-b^"""
26,A2,|l,A2|l
27,<,dK&,<dK&
28,$,?,$?
29,T5,P=w,T5P=w
30,Le,S,LeS
31,1f{,~}z,1f{~}z
32,:O,][,:O][
33,8NM,'W/G;9,8NM'W/G;9
34,\C,aV,\CaV
35,rJ,v,rJv
36,U, ,U 
37,),i,)i
38,t4,@,t4@
39,I,7n,I7n
40,%,",","%,"
41,pqX,Y,pqXY
42,R`,_m,R`_m
43,y,0,y0
44,s#,F,s#F
45,H,k,Hk
46,j,ucB,jucB
47,6xZ,Q!E,6xZQ!E
48,3D,+,3D+
49,.,o>,.o>
50,-b,"^""","-b^"""
51,h,*,h*
52,A,2,A2
53,|,l,|l
54,dK,&,dK&
55,(,g,(g
56,'W/G,;9,'W/G;9
57,\,C,\C
58,1f,{,1f{
59,P=,w,P=w
60,~,}z,~}z
61,L,e,Le
62,],[,][
63,8N,M,8NM
64,T,5,T5
65,:,O,:O
66,a,V,aV
67,r,J,rJ
68,7,n,7n
69,R,`,R`
70,p,qX,pqX
71,t,4,t4
72,_,m,_m
73,s,#,s#
74,3,D,3D
75,^,"""","^"""
76,u,cB,ucB
77,-,b,-b
78,o,>,o>
79,Q!,E,Q!E
80,6x,Z,6xZ
81,d,K,dK
82,;,9,;9
83,},z,}z
84,P,=,P=
85,1,f,1f
86,8,N,8N
87,',W/G,'W/G
88,q,X,qX
89,c,B,cB
90,Q,!,Q!
91,6,x,6x
92,W,/G,W/G
93,/,G,/G
