,left,right,combine
0,NlC9]L\Gs?YE kdz!R@%Sc)VH&_hyxIg3oZ18t->q,"nMJ{u2P[$#b""`ij^:;*f67B4Uam'/KAF0O,=Drp5e|Q~WT+}v.Xw<(","NlC9]L\Gs?YE kdz!R@%Sc)VH&_hyxIg3oZ18t->qnMJ{u2P[$#b""`ij^:;*f67B4Uam'/KAF0O,=Drp5e|Q~WT+}v.Xw<("
1,"nMJ{u2P[$#b""`ij^:;*f67B4Ua","m'/KAF0O,=Drp5e|Q~WT+}v.Xw<(","nMJ{u2P[$#b""`ij^:;*f67B4Uam'/KAF0O,=Drp5e|Q~WT+}v.Xw<("
2,NlC9]L\Gs?YE kdz!,R@%Sc)VH&_hyxIg3oZ18t->q,NlC9]L\Gs?YE kdz!R@%Sc)VH&_hyxIg3oZ18t->q
3,"m'/KAF0O,=Dr",p5e|Q~WT+}v.Xw<(,"m'/KAF0O,=Drp5e|Q~WT+}v.Xw<("
4,nMJ{u2P[$#b,"""`ij^:;*f67B4Ua","nMJ{u2P[$#b""`ij^:;*f67B4Ua"
5,R@%Sc)VH&_hy,xIg3oZ18t->q,R@%Sc)VH&_hyxIg3oZ18t->q
6,NlC9]L\Gs,?YE kdz!,NlC9]L\Gs?YE kdz!
7,p5e|Q~WT,+}v.Xw<(,p5e|Q~WT+}v.Xw<(
8,m'/KA,"F0O,=Dr","m'/KAF0O,=Dr"
9,"""`ij^:;",*f67B4Ua,"""`ij^:;*f67B4Ua"
10,nMJ{,u2P[$#b,nMJ{u2P[$#b
11,xIg3oZ,18t->q,xIg3oZ18t->q
12,?YE ,kdz!,?YE kdz!
13,R@%S,c)VH&_hy,R@%Sc)VH&_hy
14,NlC,9]L\Gs,NlC9]L\Gs
15,F0O,",=Dr","F0O,=Dr"
16,p5e|,Q~WT,p5e|Q~WT
17,+}v.,Xw<(,+}v.Xw<(
18,m'/,KA,m'/KA
19,"""`ij",^:;,"""`ij^:;"
20,*f6,7B4Ua,*f67B4Ua
21,u2P,[$#b,u2P[$#b
22,18t->,q,18t->q
23,nM,J{,nMJ{
24,9]L\,Gs,9]L\Gs
25,?YE, ,?YE 
26,c)VH&_,hy,c)VH&_hy
27,kd,z!,kdz!
28,R@,%S,R@%S
29,xIg,3oZ,xIg3oZ
30,N,lC,NlC
31,p5,e|,p5e|
32,Q~,WT,Q~WT
33,",=",Dr,",=Dr"
34,+},v.,+}v.
35,Xw,<(,Xw<(
36,F,0O,F0O
37,K,A,KA
38,m',/,m'/
39,^,:;,^:;
40,7B,4Ua,7B4Ua
41,*f,6,*f6
42,[,$#b,[$#b
43,"""`i",j,"""`ij"
44,u,2P,u2P
45,n,M,nM
46,J,{,J{
47,1,8t->,18t->
48,G,s,Gs
49,R,@,R@
50,c),VH&_,c)VH&_
51,%,S,%S
52,h,y,hy
53,?,YE,?YE
54,9],L\,9]L\
55,k,d,kd
56,x,Ig,xIg
57,3o,Z,3oZ
58,z,!,z!
59,l,C,lC
60,D,r,Dr
61,0,O,0O
62,W,T,WT
63,+,},+}
64,",",=,",="
65,Q,~,Q~
66,X,w,Xw
67,p,5,p5
68,v,.,v.
69,<,(,<(
70,e,|,e|
71,*,f,*f
72,7,B,7B
73,4U,a,4Ua
74,"""`",i,"""`i"
75,m,',m'
76,:,;,:;
77,$#,b,$#b
78,2,P,2P
79,8,t->,8t->
80,c,),c)
81,Y,E,YE
82,9,],9]
83,I,g,Ig
84,L,\,L\
85,V,H&_,VH&_
86,3,o,3o
87,"""",`,"""`"
88,4,U,4U
89,$,#,$#
90,t-,>,t->
91,H,&_,H&_
92,&,_,&_
93,t,-,t-
