,left,right,combine
0,_'1E-R}bN=6&~fs$V\uov dqxzLJ%+3X[/,"g^F!MDC*c)t]jQ0yU47p,?`#iPOkan:{|>.9wreGhlmT@;B<""AI5(KZW8Y2SH","_'1E-R}bN=6&~fs$V\uov dqxzLJ%+3X[/g^F!MDC*c)t]jQ0yU47p,?`#iPOkan:{|>.9wreGhlmT@;B<""AI5(KZW8Y2SH"
1,"g^F!MDC*c)t]jQ0yU47p,?`#iPO","kan:{|>.9wreGhlmT@;B<""AI5(KZW8Y2SH","g^F!MDC*c)t]jQ0yU47p,?`#iPOkan:{|>.9wreGhlmT@;B<""AI5(KZW8Y2SH"
2,_'1E-R}bN=6&~fs$V\u,ov dqxzLJ%+3X[/,_'1E-R}bN=6&~fs$V\uov dqxzLJ%+3X[/
3,kan:{|>.9wreGh,"lmT@;B<""AI5(KZW8Y2SH","kan:{|>.9wreGhlmT@;B<""AI5(KZW8Y2SH"
4,g^F!MDC*c)t]jQ,"0yU47p,?`#iPO","g^F!MDC*c)t]jQ0yU47p,?`#iPO"
5,ov dqx,zLJ%+3X[/,ov dqxzLJ%+3X[/
6,_'1E-R}bN=,6&~fs$V\u,_'1E-R}bN=6&~fs$V\u
7,lmT@;B<,"""AI5(KZW8Y2SH","lmT@;B<""AI5(KZW8Y2SH"
8,kan:{|>.,9wreGh,kan:{|>.9wreGh
9,0yU47,"p,?`#iPO","0yU47p,?`#iPO"
10,g^F!MD,C*c)t]jQ,g^F!MDC*c)t]jQ
11,zLJ%+,3X[/,zLJ%+3X[/
12,ov ,dqx,ov dqx
13,"""AI5(KZW",8Y2SH,"""AI5(KZW8Y2SH"
14,_'1E,-R}bN=,_'1E-R}bN=
15,6&~f,s$V\u,6&~fs$V\u
16,lmT@,;B<,lmT@;B<
17,9wr,eGh,9wreGh
18,kan:{,|>.,kan:{|>.
19,0y,U47,0yU47
20,C*c),t]jQ,C*c)t]jQ
21,"p,?`#",iPO,"p,?`#iPO"
22,g^F,!MD,g^F!MD
23,zLJ,%+,zLJ%+
24,3X,[/,3X[/
25,d,qx,dqx
26,ov, ,ov 
27,_',1E,_'1E
28,-R},bN=,-R}bN=
29,"""A",I5(KZW,"""AI5(KZW"
30,8Y,2SH,8Y2SH
31,6&~,f,6&~f
32,s$V,\u,s$V\u
33,;,B<,;B<
34,lm,T@,lmT@
35,9,wr,9wr
36,e,Gh,eGh
37,|,>.,|>.
38,k,an:{,kan:{
39,i,PO,iPO
40,U,47,U47
41,!,MD,!MD
42,"p,?",`#,"p,?`#"
43,C*,c),C*c)
44,t],jQ,t]jQ
45,0,y,0y
46,g,^F,g^F
47,[,/,[/
48,q,x,qx
49,%,+,%+
50,z,LJ,zLJ
51,3,X,3X
52,o,v,ov
53,"""",A,"""A"
54,b,N=,bN=
55,B,<,B<
56,s$,V,s$V
57,2,SH,2SH
58,6,&~,6&~
59,-R,},-R}
60,I5,(KZW,I5(KZW
61,_,',_'
62,1,E,1E
63,8,Y,8Y
64,\,u,\u
65,T,@,T@
66,>,.,>.
67,G,h,Gh
68,l,m,lm
69,w,r,wr
70,an:,{,an:{
71,t,],t]
72,P,O,PO
73,4,7,47
74,^,F,^F
75,`,#,`#
76,c,),c)
77,C,*,C*
78,"p,",?,"p,?"
79,j,Q,jQ
80,M,D,MD
81,L,J,LJ
82,N,=,N=
83,I,5,I5
84,-,R,-R
85,s,$,s$
86,(KZ,W,(KZW
87,&,~,&~
88,S,H,SH
89,p,",","p,"
90,an,:,an:
91,(,KZ,(KZ
92,K,Z,KZ
93,a,n,an
