,left,right,combine
0,ay:J&O d2s~e3>;Bin0kf}jbE`LNUoqrM7W<@,"hv9{5Y[m$8G=#K6QD\,.PR?_CXg|SH'ux(Z)p/z4*%1FAt!+wT^c""VI]-l","ay:J&O d2s~e3>;Bin0kf}jbE`LNUoqrM7W<@hv9{5Y[m$8G=#K6QD\,.PR?_CXg|SH'ux(Z)p/z4*%1FAt!+wT^c""VI]-l"
1,"hv9{5Y[m$8G=#K6QD\,.PR?_CXg","|SH'ux(Z)p/z4*%1FAt!+wT^c""VI]-l","hv9{5Y[m$8G=#K6QD\,.PR?_CXg|SH'ux(Z)p/z4*%1FAt!+wT^c""VI]-l"
2,ay:J&O d2s~e3>;B,in0kf}jbE`LNUoqrM7W<@,ay:J&O d2s~e3>;Bin0kf}jbE`LNUoqrM7W<@
3,|SH'ux(Z)p/z4*%1,"FAt!+wT^c""VI]-l","|SH'ux(Z)p/z4*%1FAt!+wT^c""VI]-l"
4,hv9{5Y[m$8G,"=#K6QD\,.PR?_CXg","hv9{5Y[m$8G=#K6QD\,.PR?_CXg"
5,in0kf}jbE`LN,UoqrM7W<@,in0kf}jbE`LNUoqrM7W<@
6,ay:J&O ,d2s~e3>;B,ay:J&O d2s~e3>;B
7,FAt!+wT^,"c""VI]-l","FAt!+wT^c""VI]-l"
8,|SH'ux,(Z)p/z4*%1,|SH'ux(Z)p/z4*%1
9,"=#K6QD\,.P",R?_CXg,"=#K6QD\,.PR?_CXg"
10,hv9{5Y,[m$8G,hv9{5Y[m$8G
11,UoqrM,7W<@,UoqrM7W<@
12,in0kf}j,bE`LN,in0kf}jbE`LN
13,d2s~e,3>;B,d2s~e3>;B
14,ay:J,&O ,ay:J&O 
15,"c""V",I]-l,"c""VI]-l"
16,FAt!,+wT^,FAt!+wT^
17,(Z)p/,z4*%1,(Z)p/z4*%1
18,|S,H'ux,|SH'ux
19,R?_,CXg,R?_CXg
20,[m$,8G,[m$8G
21,=#K6,"QD\,.P","=#K6QD\,.P"
22,hv,9{5Y,hv9{5Y
23,Uoq,rM,UoqrM
24,7W,<@,7W<@
25,bE`,LN,bE`LN
26,in0,kf}j,in0kf}j
27,d2s,~e,d2s~e
28,3>,;B,3>;B
29,&O, ,&O 
30,ay,:J,ay:J
31,I],-l,I]-l
32,c,"""V","c""V"
33,+w,T^,+wT^
34,(Z),p/,(Z)p/
35,FA,t!,FAt!
36,z4,*%1,z4*%1
37,H',ux,H'ux
38,|,S,|S
39,C,Xg,CXg
40,"QD\,",.P,"QD\,.P"
41,8,G,8G
42,9{,5Y,9{5Y
43,=#,K6,=#K6
44,R,?_,R?_
45,[m,$,[m$
46,h,v,hv
47,r,M,rM
48,L,N,LN
49,<,@,<@
50,U,oq,Uoq
51,7,W,7W
52,d,2s,d2s
53,3,>,3>
54,kf,}j,kf}j
55,~,e,~e
56,in,0,in0
57,;,B,;B
58,b,E`,bE`
59,"""",V,"""V"
60,a,y,ay
61,-,l,-l
62,:,J,:J
63,&,O,&O
64,I,],I]
65,T,^,T^
66,t,!,t!
67,p,/,p/
68,H,',H'
69,z,4,z4
70,+,w,+w
71,F,A,FA
72,(Z,),(Z)
73,u,x,ux
74,*,%1,*%1
75,X,g,Xg
76,.,P,.P
77,=,#,=#
78,K,6,K6
79,9,{,9{
80,?,_,?_
81,Q,"D\,","QD\,"
82,[,m,[m
83,5,Y,5Y
84,o,q,oq
85,2,s,2s
86,},j,}j
87,i,n,in
88,k,f,kf
89,E,`,E`
90,%,1,%1
91,(,Z,(Z
92,D,"\,","D\,"
93,\,",","\,"
