,left,right,combine
0,"do""p%-8u~:c43IsflKW}1mj^{;LG2./0z#","Q@CnUig[,!Tq'M=Z`>?R+(DyF &h\aASkJXrO<P_bEx5v9YNB]$*Vw|H6)t7e","do""p%-8u~:c43IsflKW}1mj^{;LG2./0z#Q@CnUig[,!Tq'M=Z`>?R+(DyF &h\aASkJXrO<P_bEx5v9YNB]$*Vw|H6)t7e"
1,"Q@CnUig[,!Tq'M=Z`>?R+(DyF ",&h\aASkJXrO<P_bEx5v9YNB]$*Vw|H6)t7e,"Q@CnUig[,!Tq'M=Z`>?R+(DyF &h\aASkJXrO<P_bEx5v9YNB]$*Vw|H6)t7e"
2,"do""p%-8u~:c43Isfl",KW}1mj^{;LG2./0z#,"do""p%-8u~:c43IsflKW}1mj^{;LG2./0z#"
3,&h\aASkJXrO<P_bE,x5v9YNB]$*Vw|H6)t7e,&h\aASkJXrO<P_bEx5v9YNB]$*Vw|H6)t7e
4,"Q@CnUig[,!T",q'M=Z`>?R+(DyF ,"Q@CnUig[,!Tq'M=Z`>?R+(DyF "
5,KW}1mj^{;,LG2./0z#,KW}1mj^{;LG2./0z#
6,"do""p%-8u~",:c43Isfl,"do""p%-8u~:c43Isfl"
7,x5v9YNB],$*Vw|H6)t7e,x5v9YNB]$*Vw|H6)t7e
8,&h\aASkJX,rO<P_bE,&h\aASkJXrO<P_bE
9,q'M=Z`>,?R+(DyF ,q'M=Z`>?R+(DyF 
10,Q@CnUi,"g[,!T","Q@CnUig[,!T"
11,LG2.,/0z#,LG2./0z#
12,:c43,Isfl,:c43Isfl
13,KW}1m,j^{;,KW}1mj^{;
14,"do""p%",-8u~,"do""p%-8u~"
15,$*Vw|,H6)t7e,$*Vw|H6)t7e
16,x5v9,YNB],x5v9YNB]
17,rO<,P_bE,rO<P_bE
18,&h\aAS,kJX,&h\aASkJX
19,q',M=Z`>,q'M=Z`>
20,?R+(D,yF ,?R+(DyF 
21,g[,",!T","g[,!T"
22,/0,z#,/0z#
23,LG,2.,LG2.
24,Q@,CnUi,Q@CnUi
25,Is,fl,Isfl
26,:c,43,:c43
27,j^,{;,j^{;
28,KW,}1m,KW}1m
29,-8,u~,-8u~
30,do,"""p%","do""p%"
31,H6),t7e,H6)t7e
32,$*Vw,|,$*Vw|
33,x5,v9,x5v9
34,YN,B],YNB]
35,P_,bE,P_bE
36,r,O<,rO<
37,kJ,X,kJX
38,&h,\aAS,&h\aAS
39,",",!T,",!T"
40,?R+,(D,?R+(D
41,yF, ,yF 
42,q,',q'
43,M=Z,`>,M=Z`>
44,g,[,g[
45,z,#,z#
46,/,0,/0
47,Cn,Ui,CnUi
48,2,.,2.
49,Q,@,Q@
50,L,G,LG
51,:,c,:c
52,{,;,{;
53,I,s,Is
54,4,3,43
55,j,^,j^
56,}1,m,}1m
57,K,W,KW
58,f,l,fl
59,u,~,u~
60,-,8,-8
61,d,o,do
62,"""p",%,"""p%"
63,t,7e,t7e
64,H6,),H6)
65,v,9,v9
66,x,5,x5
67,$,*Vw,$*Vw
68,Y,N,YN
69,b,E,bE
70,P,_,P_
71,B,],B]
72,O,<,O<
73,k,J,kJ
74,`,>,`>
75,\,aAS,\aAS
76,?,R+,?R+
77,(,D,(D
78,y,F,yF
79,&,h,&h
80,!,T,!T
81,M=,Z,M=Z
82,U,i,Ui
83,C,n,Cn
84,},1,}1
85,H,6,H6
86,"""",p,"""p"
87,7,e,7e
88,*,Vw,*Vw
89,M,=,M=
90,R,+,R+
91,aA,S,aAS
92,V,w,Vw
93,a,A,aA
