,left,right,combine
0,"#*>ChpZ/5\By_M|gVejQ[7:<}?AT,k1rP%nl4WFL ","{KOsH83X^~@u)0Dx'(qma!&Ni9Gt;w""v.SR2dJ]z`=$IUY6-+Eobcf","#*>ChpZ/5\By_M|gVejQ[7:<}?AT,k1rP%nl4WFL {KOsH83X^~@u)0Dx'(qma!&Ni9Gt;w""v.SR2dJ]z`=$IUY6-+Eobcf"
1,{KOsH83X^~@u)0Dx'(qma!,"&Ni9Gt;w""v.SR2dJ]z`=$IUY6-+Eobcf","{KOsH83X^~@u)0Dx'(qma!&Ni9Gt;w""v.SR2dJ]z`=$IUY6-+Eobcf"
2,#*>ChpZ/5\By_M|gVejQ[7:<,"}?AT,k1rP%nl4WFL ","#*>ChpZ/5\By_M|gVejQ[7:<}?AT,k1rP%nl4WFL "
3,"&Ni9Gt;w""v.SR",2dJ]z`=$IUY6-+Eobcf,"&Ni9Gt;w""v.SR2dJ]z`=$IUY6-+Eobcf"
4,{KOsH83X^,~@u)0Dx'(qma!,{KOsH83X^~@u)0Dx'(qma!
5,"}?AT,k1rP%",nl4WFL ,"}?AT,k1rP%nl4WFL "
6,#*>ChpZ/5\B,y_M|gVejQ[7:<,#*>ChpZ/5\By_M|gVejQ[7:<
7,2dJ]z`=$IU,Y6-+Eobcf,2dJ]z`=$IUY6-+Eobcf
8,&Ni9Gt;,"w""v.SR","&Ni9Gt;w""v.SR"
9,~@u)0D,x'(qma!,~@u)0Dx'(qma!
10,{KOsH,83X^,{KOsH83X^
11,nl4W,FL ,nl4WFL 
12,"}?AT,k",1rP%,"}?AT,k1rP%"
13,y_M|gV,ejQ[7:<,y_M|gVejQ[7:<
14,#*>Ch,pZ/5\B,#*>ChpZ/5\B
15,Y6-+,Eobcf,Y6-+Eobcf
16,2dJ]z`,=$IU,2dJ]z`=$IU
17,"w""v",.SR,"w""v.SR"
18,x'(,qma!,x'(qma!
19,&Ni,9Gt;,&Ni9Gt;
20,~@,u)0D,~@u)0D
21,{K,OsH,{KOsH
22,83,X^,83X^
23,FL, ,FL 
24,1r,P%,1rP%
25,nl,4W,nl4W
26,}?AT,",k","}?AT,k"
27,y_M|,gV,y_M|gV
28,pZ/5,\B,pZ/5\B
29,ejQ,[7:<,ejQ[7:<
30,#*,>Ch,#*>Ch
31,=$,IU,=$IU
32,Eob,cf,Eobcf
33,Y6,-+,Y6-+
34,2dJ],z`,2dJ]z`
35,.S,R,.SR
36,&,Ni,&Ni
37,"w""",v,"w""v"
38,9G,t;,9Gt;
39,qm,a!,qma!
40,x,'(,x'(
41,u,)0D,u)0D
42,~,@,~@
43,{,K,{K
44,8,3,83
45,O,sH,OsH
46,X,^,X^
47,F,L,FL
48,1,r,1r
49,4,W,4W
50,n,l,nl
51,P,%,P%
52,",",k,",k"
53,>C,h,>Ch
54,g,V,gV
55,y_,M|,y_M|
56,pZ,/5,pZ/5
57,\,B,\B
58,[,7:<,[7:<
59,},?AT,}?AT
60,e,jQ,ejQ
61,-,+,-+
62,=,$,=$
63,c,f,cf
64,#,*,#*
65,z,`,z`
66,Eo,b,Eob
67,I,U,IU
68,Y,6,Y6
69,2dJ,],2dJ]
70,N,i,Ni
71,.,S,.S
72,',(,'(
73,q,m,qm
74,a,!,a!
75,t,;,t;
76,w,"""","w"""
77,9,G,9G
78,),0D,)0D
79,s,H,sH
80,?A,T,?AT
81,7,:<,7:<
82,y,_,y_
83,j,Q,jQ
84,M,|,M|
85,p,Z,pZ
86,>,C,>C
87,/,5,/5
88,E,o,Eo
89,0,D,0D
90,2d,J,2dJ
91,:,<,:<
92,?,A,?A
93,2,d,2d
