,left,right,combine
0,Hz=6wB'kFWdg/M*;j|l{K!240+Zbht:(e9rEfJG},"5)1PIA#i%&?S7yx]qQ@[p$OCuN~,snT<V_RY\>.3LDvX `omcU^a-""8","Hz=6wB'kFWdg/M*;j|l{K!240+Zbht:(e9rEfJG}5)1PIA#i%&?S7yx]qQ@[p$OCuN~,snT<V_RY\>.3LDvX `omcU^a-""8"
1,5)1PIA#i%&?S7yx]qQ@[p$OCuN,"~,snT<V_RY\>.3LDvX `omcU^a-""8","5)1PIA#i%&?S7yx]qQ@[p$OCuN~,snT<V_RY\>.3LDvX `omcU^a-""8"
2,Hz=6wB'kFWdg/M*;j|l,{K!240+Zbht:(e9rEfJG},Hz=6wB'kFWdg/M*;j|l{K!240+Zbht:(e9rEfJG}
3,"~,snT<V_RY\>.3LDvX"," `omcU^a-""8","~,snT<V_RY\>.3LDvX `omcU^a-""8"
4,5)1PIA#i%&?,S7yx]qQ@[p$OCuN,5)1PIA#i%&?S7yx]qQ@[p$OCuN
5,{K!240+Zbht:,(e9rEfJG},{K!240+Zbht:(e9rEfJG}
6,Hz=6wB'k,FWdg/M*;j|l,Hz=6wB'kFWdg/M*;j|l
7, `o,"mcU^a-""8"," `omcU^a-""8"
8,"~,snT<V_RY\>",.3LDvX,"~,snT<V_RY\>.3LDvX"
9,S7yx]q,Q@[p$OCuN,S7yx]qQ@[p$OCuN
10,5)1PI,A#i%&?,5)1PIA#i%&?
11,(e9rE,fJG},(e9rEfJG}
12,FWdg,/M*;j|l,FWdg/M*;j|l
13,{K!240+,Zbht:,{K!240+Zbht:
14,Hz=,6wB'k,Hz=6wB'k
15,mcU^,"a-""8","mcU^a-""8"
16, ,`o, `o
17,.3L,DvX,.3LDvX
18,Q@[p$,OCuN,Q@[p$OCuN
19,S7yx,]q,S7yx]q
20,"~,sn",T<V_RY\>,"~,snT<V_RY\>"
21,A#,i%&?,A#i%&?
22,fJ,G},fJG}
23,5),1PI,5)1PI
24,(e9,rE,(e9rE
25,FW,dg,FWdg
26,/M*,;j|l,/M*;j|l
27,{K,!240+,{K!240+
28,Zbh,t:,Zbht:
29,6wB,'k,6wB'k
30,Hz,=,Hz=
31,a-,"""8","a-""8"
32,m,cU^,mcU^
33,`,o,`o
34,Dv,X,DvX
35,],q,]q
36,"~,s",n,"~,sn"
37,Q@[,p$,Q@[p$
38,T<V_,RY\>,T<V_RY\>
39,O,CuN,OCuN
40,i%,&?,i%&?
41,.3,L,.3L
42,S7,yx,S7yx
43,A,#,A#
44,1,PI,1PI
45,5,),5)
46,r,E,rE
47,f,J,fJ
48,G,},G}
49,d,g,dg
50,;j,|l,;j|l
51,t,:,t:
52,{,K,{K
53,!,240+,!240+
54,Zb,h,Zbh
55,F,W,FW
56,(e,9,(e9
57,/,M*,/M*
58,',k,'k
59,6,wB,6wB
60,"""",8,"""8"
61,a,-,a-
62,H,z,Hz
63,c,U^,cU^
64,T,<V_,T<V_
65,i,%,i%
66,~,",s","~,s"
67,&,?,&?
68,y,x,yx
69,RY,\>,RY\>
70,C,uN,CuN
71,.,3,.3
72,S,7,S7
73,p,$,p$
74,D,v,Dv
75,Q@,[,Q@[
76,P,I,PI
77,Z,b,Zb
78,|,l,|l
79,;,j,;j
80,(,e,(e
81,w,B,wB
82,240,+,240+
83,M,*,M*
84,U,^,U^
85,",",s,",s"
86,Q,@,Q@
87,R,Y,RY
88,<V,_,<V_
89,u,N,uN
90,\,>,\>
91,2,40,240
92,4,0,40
93,<,V,<V
