,left,right,combine
0,d9+zC#^| &w_os7J%t'FA:k6uSgnx{I\`L$!@;H?(-,"1V}pQ~>/Ze4aDTq3<5MGvf)][.R*Y8B""lrOUcWENmiPbh0Xjy2K=,","d9+zC#^| &w_os7J%t'FA:k6uSgnx{I\`L$!@;H?(-1V}pQ~>/Ze4aDTq3<5MGvf)][.R*Y8B""lrOUcWENmiPbh0Xjy2K=,"
1,1V}pQ~>/Ze4aDTq3<5MGvf)][.R*Y,"8B""lrOUcWENmiPbh0Xjy2K=,","1V}pQ~>/Ze4aDTq3<5MGvf)][.R*Y8B""lrOUcWENmiPbh0Xjy2K=,"
2,d9+zC#^| &w_os7J%,t'FA:k6uSgnx{I\`L$!@;H?(-,d9+zC#^| &w_os7J%t'FA:k6uSgnx{I\`L$!@;H?(-
3,"8B""lrOUcWEN","miPbh0Xjy2K=,","8B""lrOUcWENmiPbh0Xjy2K=,"
4,1V}pQ~>/Ze4aDTq,3<5MGvf)][.R*Y,1V}pQ~>/Ze4aDTq3<5MGvf)][.R*Y
5,t'FA:k6uSgn,x{I\`L$!@;H?(-,t'FA:k6uSgnx{I\`L$!@;H?(-
6,d9+zC#^| ,&w_os7J%,d9+zC#^| &w_os7J%
7,miPbh,"0Xjy2K=,","miPbh0Xjy2K=,"
8,"8B""lr",OUcWEN,"8B""lrOUcWEN"
9,1V}pQ~>,/Ze4aDTq,1V}pQ~>/Ze4aDTq
10,3<5MGv,f)][.R*Y,3<5MGvf)][.R*Y
11,x{I\,`L$!@;H?(-,x{I\`L$!@;H?(-
12,&w_o,s7J%,&w_os7J%
13,t'FA:k,6uSgn,t'FA:k6uSgn
14,d9+z,C#^| ,d9+zC#^| 
15,mi,Pbh,miPbh
16,0Xjy,"2K=,","0Xjy2K=,"
17,OU,cWEN,OUcWEN
18,8B,"""lr","8B""lr"
19,f)][,.R*Y,f)][.R*Y
20,3<5,MGv,3<5MGv
21,/Ze4a,DTq,/Ze4aDTq
22,1V},pQ~>,1V}pQ~>
23,`L,$!@;H?(-,`L$!@;H?(-
24,x{,I\,x{I\
25,t'F,A:k,t'FA:k
26,C#^|, ,C#^| 
27,6u,Sgn,6uSgn
28,&w,_o,&w_o
29,s,7J%,s7J%
30,d9,+z,d9+z
31,cW,EN,cWEN
32,P,bh,Pbh
33,0X,jy,0Xjy
34,m,i,mi
35,2K,"=,","2K=,"
36,8,B,8B
37,"""",lr,"""lr"
38,O,U,OU
39,/Ze,4a,/Ze4a
40,1V,},1V}
41,DT,q,DTq
42,MG,v,MGv
43,3<,5,3<5
44,f),][,f)][
45,.R*,Y,.R*Y
46,pQ~,>,pQ~>
47,$!@,;H?(-,$!@;H?(-
48,`,L,`L
49,x,{,x{
50,I,\,I\
51,6,u,6u
52,t,'F,t'F
53,C#,^|,C#^|
54,Sg,n,Sgn
55,A,:k,A:k
56,&,w,&w
57,7J,%,7J%
58,_,o,_o
59,+,z,+z
60,=,",","=,"
61,c,W,cW
62,b,h,bh
63,E,N,EN
64,0,X,0X
65,2,K,2K
66,j,y,jy
67,d,9,d9
68,l,r,lr
69,1,V,1V
70,;,H?(-,;H?(-
71,f,),f)
72,pQ,~,pQ~
73,.,R*,.R*
74,],[,][
75,3,<,3<
76,/,Ze,/Ze
77,M,G,MG
78,D,T,DT
79,4,a,4a
80,$,!@,$!@
81,C,#,C#
82,7,J,7J
83,:,k,:k
84,',F,'F
85,^,|,^|
86,S,g,Sg
87,p,Q,pQ
88,Z,e,Ze
89,!,@,!@
90,R,*,R*
91,H?,(-,H?(-
92,H,?,H?
93,(,-,(-
