,left,right,combine
0,3xUSko!KLhHW7\$A]<@=*B4wNqv/XYz0}u8 .~ObI,"""TPR`D&-_16^9dZf)5{Gnra;e(%[FVcCMsy+gpjl|#EJQtm,2>':i?","3xUSko!KLhHW7\$A]<@=*B4wNqv/XYz0}u8 .~ObI""TPR`D&-_16^9dZf)5{Gnra;e(%[FVcCMsy+gpjl|#EJQtm,2>':i?"
1,"""TPR`D&-_16^9dZf)5{Gnra;","e(%[FVcCMsy+gpjl|#EJQtm,2>':i?","""TPR`D&-_16^9dZf)5{Gnra;e(%[FVcCMsy+gpjl|#EJQtm,2>':i?"
2,3xUSko!KLhHW7\$A]<@=*B4,wNqv/XYz0}u8 .~ObI,3xUSko!KLhHW7\$A]<@=*B4wNqv/XYz0}u8 .~ObI
3,e(%[FVcCMs,"y+gpjl|#EJQtm,2>':i?","e(%[FVcCMsy+gpjl|#EJQtm,2>':i?"
4,"""TPR`D&-_",16^9dZf)5{Gnra;,"""TPR`D&-_16^9dZf)5{Gnra;"
5,wNqv/XYz0},u8 .~ObI,wNqv/XYz0}u8 .~ObI
6,y+gpjl|#EJQt,"m,2>':i?","y+gpjl|#EJQtm,2>':i?"
7,3xUSko!KLhHW7\$A,]<@=*B4,3xUSko!KLhHW7\$A]<@=*B4
8,e(%[F,VcCMs,e(%[FVcCMs
9,16^9dZ,f)5{Gnra;,16^9dZf)5{Gnra;
10,"""TPR",`D&-_,"""TPR`D&-_"
11,wNqv/X,Yz0},wNqv/XYz0}
12,u8 .,~ObI,u8 .~ObI
13,3xUSko!,KLhHW7\$A,3xUSko!KLhHW7\$A
14,]<@,=*B4,]<@=*B4
15,y+gpjl,|#EJQt,y+gpjl|#EJQt
16,"m,2",>':i?,"m,2>':i?"
17,Vc,CMs,VcCMs
18,e(%,[F,e(%[F
19,16^,9dZ,16^9dZ
20,`D,&-_,`D&-_
21,f)5{,Gnra;,f)5{Gnra;
22,"""T",PR,"""TPR"
23,u8, .,u8 .
24,wNqv,/X,wNqv/X
25,Yz,0},Yz0}
26,~O,bI,~ObI
27,3xU,Sko!,3xUSko!
28,]<,@,]<@
29,>':,i?,>':i?
30,"m,",2,"m,2"
31,|#E,JQt,|#EJQt
32,=,*B4,=*B4
33,KLhH,W7\$A,KLhHW7\$A
34,y+gp,jl,y+gpjl
35,C,Ms,CMs
36,V,c,Vc
37,[,F,[F
38,&-,_,&-_
39,f),5{,f)5{
40,Gnra,;,Gnra;
41,9d,Z,9dZ
42,e(,%,e(%
43,1,6^,16^
44,`,D,`D
45,P,R,PR
46,Y,z,Yz
47, ,., .
48,wNq,v,wNqv
49,0,},0}
50,~,O,~O
51,u,8,u8
52,"""",T,"""T"
53,/,X,/X
54,b,I,bI
55,>,':,>':
56,W7\$,A,W7\$A
57,*B,4,*B4
58,M,s,Ms
59,3x,U,3xU
60,K,LhH,KLhH
61,|,#E,|#E
62,],<,]<
63,J,Qt,JQt
64,j,l,jl
65,S,ko!,Sko!
66,y+g,p,y+gp
67,m,",","m,"
68,i,?,i?
69,5,{,5{
70,9,d,9d
71,e,(,e(
72,f,),f)
73,&,-,&-
74,6,^,6^
75,G,nra,Gnra
76,wN,q,wNq
77,k,o!,ko!
78,*,B,*B
79,3,x,3x
80,W7,\$,W7\$
81,#,E,#E
82,L,hH,LhH
83,',:,':
84,Q,t,Qt
85,y+,g,y+g
86,n,ra,nra
87,r,a,ra
88,h,H,hH
89,W,7,W7
90,\,$,\$
91,o,!,o!
92,y,+,y+
93,w,N,wN
