,left,right,combine
0,"F:V+lZ;E#5DbkNpf]26vPBG@a""W^*<oYd U013ngCs","$&>uh\.{A}48Tw%yH)~zXK`('je=q|RrL/?I!tS_9[-7mQcxJOi,M","F:V+lZ;E#5DbkNpf]26vPBG@a""W^*<oYd U013ngCs$&>uh\.{A}48Tw%yH)~zXK`('je=q|RrL/?I!tS_9[-7mQcxJOi,M"
1,$&>uh\.{A}48Tw%yH)~zXK`('j,"e=q|RrL/?I!tS_9[-7mQcxJOi,M","$&>uh\.{A}48Tw%yH)~zXK`('je=q|RrL/?I!tS_9[-7mQcxJOi,M"
2,F:V+lZ;E#5DbkNpf]26vPBG@a,"""W^*<oYd U013ngCs","F:V+lZ;E#5DbkNpf]26vPBG@a""W^*<oYd U013ngCs"
3,e=q|RrL/?I!t,"S_9[-7mQcxJOi,M","e=q|RrL/?I!tS_9[-7mQcxJOi,M"
4,$&>uh\.{A,}48Tw%yH)~zXK`('j,$&>uh\.{A}48Tw%yH)~zXK`('j
5,"""W^*<oYd ",U013ngCs,"""W^*<oYd U013ngCs"
6,F:V+lZ;E#5Dbk,Npf]26vPBG@a,F:V+lZ;E#5DbkNpf]26vPBG@a
7,S_9[-7mQ,"cxJOi,M","S_9[-7mQcxJOi,M"
8,e=q|Rr,L/?I!t,e=q|RrL/?I!t
9,}48Tw%yH)~z,XK`('j,}48Tw%yH)~zXK`('j
10,$&>u,h\.{A,$&>uh\.{A
11,U013,ngCs,U013ngCs
12,"""W^*<o",Yd ,"""W^*<oYd "
13,F:V+,lZ;E#5Dbk,F:V+lZ;E#5Dbk
14,Npf]26,vPBG@a,Npf]26vPBG@a
15,cxJO,"i,M","cxJOi,M"
16,S_9[-,7mQ,S_9[-7mQ
17,L/,?I!t,L/?I!t
18,e=q|,Rr,e=q|Rr
19,}48T,w%yH)~z,}48Tw%yH)~z
20,h\,.{A,h\.{A
21,XK`,('j,XK`('j
22,$&,>u,$&>u
23,Yd, ,Yd 
24,U0,13,U013
25,ng,Cs,ngCs
26,"""W^",*<o,"""W^*<o"
27,Np,f]26,Npf]26
28,F:,V+,F:V+
29,vPB,G@a,vPBG@a
30,lZ;E#,5Dbk,lZ;E#5Dbk
31,"i,",M,"i,M"
32,cx,JO,cxJO
33,7,mQ,7mQ
34,S_,9[-,S_9[-
35,?I,!t,?I!t
36,R,r,Rr
37,L,/,L/
38,e=q,|,e=q|
39,},48T,}48T
40,>,u,>u
41,(,'j,('j
42,.{,A,.{A
43,X,K`,XK`
44,h,\,h\
45,w%y,H)~z,w%yH)~z
46,$,&,$&
47,1,3,13
48,U,0,U0
49,n,g,ng
50,*,<o,*<o
51,C,s,Cs
52,Y,d,Yd
53,"""W",^,"""W^"
54,G,@a,G@a
55,F,:,F:
56,5D,bk,5Dbk
57,f],26,f]26
58,N,p,Np
59,vP,B,vPB
60,l,Z;E#,lZ;E#
61,V,+,V+
62,c,x,cx
63,9,[-,9[-
64,J,O,JO
65,S,_,S_
66,i,",","i,"
67,!,t,!t
68,m,Q,mQ
69,?,I,?I
70,e,=q,e=q
71,4,8T,48T
72,K,`,K`
73,.,{,.{
74,w,%y,w%y
75,',j,'j
76,H,)~z,H)~z
77,<,o,<o
78,@,a,@a
79,v,P,vP
80,Z;E,#,Z;E#
81,b,k,bk
82,5,D,5D
83,f,],f]
84,2,6,26
85,"""",W,"""W"
86,[,-,[-
87,%,y,%y
88,=,q,=q
89,8,T,8T
90,)~,z,)~z
91,Z,;E,Z;E
92,;,E,;E
93,),~,)~
