,left,right,combine
0,"Ma~E']3nN4+#,hbU)rjgiDe:<FWqXC_I^$x6[wu","Z;lPSK`01>*|cLA/\&{9tVs""8}5%.Yd?O(B!km2=p7@yRHfz ovJTGQ-","Ma~E']3nN4+#,hbU)rjgiDe:<FWqXC_I^$x6[wuZ;lPSK`01>*|cLA/\&{9tVs""8}5%.Yd?O(B!km2=p7@yRHfz ovJTGQ-"
1,"Z;lPSK`01>*|cLA/\&{9tVs""",8}5%.Yd?O(B!km2=p7@yRHfz ovJTGQ-,"Z;lPSK`01>*|cLA/\&{9tVs""8}5%.Yd?O(B!km2=p7@yRHfz ovJTGQ-"
2,"Ma~E']3nN4+#,hbU)rj",giDe:<FWqXC_I^$x6[wu,"Ma~E']3nN4+#,hbU)rjgiDe:<FWqXC_I^$x6[wu"
3,8}5%.Yd?O(B!km2=,p7@yRHfz ovJTGQ-,8}5%.Yd?O(B!km2=p7@yRHfz ovJTGQ-
4,Z;lPSK`01,">*|cLA/\&{9tVs""","Z;lPSK`01>*|cLA/\&{9tVs"""
5,giDe:<FWqX,C_I^$x6[wu,giDe:<FWqXC_I^$x6[wu
6,Ma~E']3nN,"4+#,hbU)rj","Ma~E']3nN4+#,hbU)rj"
7,p7@yRHfz, ovJTGQ-,p7@yRHfz ovJTGQ-
8,8}5%.Yd?,O(B!km2=,8}5%.Yd?O(B!km2=
9,>*|cLA,"/\&{9tVs""",">*|cLA/\&{9tVs"""
10,Z;lP,SK`01,Z;lPSK`01
11,C_I^$x,6[wu,C_I^$x6[wu
12,giDe:,<FWqX,giDe:<FWqX
13,"4+#,",hbU)rj,"4+#,hbU)rj"
14,Ma~E',]3nN,Ma~E']3nN
15, ov,JTGQ-, ovJTGQ-
16,p7@y,RHfz,p7@yRHfz
17,O(B!,km2=,O(B!km2=
18,8}5%,.Yd?,8}5%.Yd?
19,/\&{9,"tVs""","/\&{9tVs"""
20,>*|,cLA,>*|cLA
21,SK,`01,SK`01
22,6[,wu,6[wu
23,Z;,lP,Z;lP
24,<FW,qX,<FWqX
25,hbU,)rj,hbU)rj
26,C_I,^$x,C_I^$x
27,gi,De:,giDe:
28,]3,nN,]3nN
29,4+,"#,","4+#,"
30,Ma~,E',Ma~E'
31, ,ov, ov
32,JTG,Q-,JTGQ-
33,RH,fz,RHfz
34,p7,@y,p7@y
35,km,2=,km2=
36,O(,B!,O(B!
37,8},5%,8}5%
38,.Y,d?,.Yd?
39,t,"Vs""","tVs"""
40,/\&{,9,/\&{9
41,cL,A,cLA
42,>*,|,>*|
43,`,01,`01
44,6,[,6[
45,Z,;,Z;
46,S,K,SK
47,w,u,wu
48,l,P,lP
49,^,$x,^$x
50,g,i,gi
51,<F,W,<FW
52,q,X,qX
53,),rj,)rj
54,C,_I,C_I
55,De,:,De:
56,hb,U,hbU
57,4,+,4+
58,],3,]3
59,#,",","#,"
60,n,N,nN
61,E,',E'
62,Q,-,Q-
63,JT,G,JTG
64,R,H,RH
65,M,a~,Ma~
66,o,v,ov
67,f,z,fz
68,p,7,p7
69,B,!,B!
70,k,m,km
71,@,y,@y
72,2,=,2=
73,O,(,O(
74,d,?,d?
75,Vs,"""","Vs"""
76,5,%,5%
77,.,Y,.Y
78,8,},8}
79,>,*,>*
80,/\&,{,/\&{
81,0,1,01
82,c,L,cL
83,$,x,$x
84,<,F,<F
85,r,j,rj
86,_,I,_I
87,h,b,hb
88,D,e,De
89,a,~,a~
90,J,T,JT
91,V,s,Vs
92,/,\&,/\&
93,\,&,\&
