,left,right,combine
0,"w!^+-6vR]d#3?E .sSKrC;D|mIq,Oh)VLB_cbt""9",~%Xo&>JQ}75g[$:<(`\4lpUf={WZPA@1NM/ux80*iHY2'GenkTyFazj,"w!^+-6vR]d#3?E .sSKrC;D|mIq,Oh)VLB_cbt""9~%Xo&>JQ}75g[$:<(`\4lpUf={WZPA@1NM/ux80*iHY2'GenkTyFazj"
1,~%Xo&>JQ}75g[$:<(`\4lpU,f={WZPA@1NM/ux80*iHY2'GenkTyFazj,~%Xo&>JQ}75g[$:<(`\4lpUf={WZPA@1NM/ux80*iHY2'GenkTyFazj
2,w!^+-6vR]d#3?E .s,"SKrC;D|mIq,Oh)VLB_cbt""9","w!^+-6vR]d#3?E .sSKrC;D|mIq,Oh)VLB_cbt""9"
3,f={WZPA@1NM/u,x80*iHY2'GenkTyFazj,f={WZPA@1NM/ux80*iHY2'GenkTyFazj
4,~%Xo&>JQ}75g[$,:<(`\4lpU,~%Xo&>JQ}75g[$:<(`\4lpU
5,SKrC;D|,"mIq,Oh)VLB_cbt""9","SKrC;D|mIq,Oh)VLB_cbt""9"
6,w!^+-6vR],d#3?E .s,w!^+-6vR]d#3?E .s
7,x80*iHY2',GenkTyFazj,x80*iHY2'GenkTyFazj
8,f={WZP,A@1NM/u,f={WZPA@1NM/u
9,:<(`\,4lpU,:<(`\4lpU
10,"mIq,Oh)V","LB_cbt""9","mIq,Oh)VLB_cbt""9"
11,~%Xo&>JQ,}75g[$,~%Xo&>JQ}75g[$
12,d#3?,E .s,d#3?E .s
13,SKr,C;D|,SKrC;D|
14,w!^+-,6vR],w!^+-6vR]
15,GenkT,yFazj,GenkTyFazj
16,x80,*iHY2',x80*iHY2'
17,A@1,NM/u,A@1NM/u
18,f={,WZP,f={WZP
19,4l,pU,4lpU
20,:<(,`\,:<(`\
21,~%Xo&>,JQ,~%Xo&>JQ
22,"mIq,O",h)V,"mIq,Oh)V"
23,LB_cb,"t""9","LB_cbt""9"
24,}75,g[$,}75g[$
25,E ,.s,E .s
26,C;,D|,C;D|
27,S,Kr,SKr
28,d#,3?,d#3?
29,6v,R],6vR]
30,yF,azj,yFazj
31,w!,^+-,w!^+-
32,Ge,nkT,GenkT
33,*iH,Y2',*iHY2'
34,x8,0,x80
35,WZ,P,WZP
36,A,@1,A@1
37,NM,/u,NM/u
38,f,={,f={
39,4,l,4l
40,p,U,pU
41,`,\,`\
42,"t""",9,"t""9"
43,h),V,h)V
44,~%,Xo&>,~%Xo&>
45,g,[$,g[$
46,:<,(,:<(
47,mIq,",O","mIq,O"
48,}7,5,}75
49,J,Q,JQ
50,LB_c,b,LB_cb
51,K,r,Kr
52,E, ,E 
53,.,s,.s
54,C,;,C;
55,3,?,3?
56,d,#,d#
57,R,],R]
58,D,|,D|
59,a,zj,azj
60,w,!,w!
61,Y,2',Y2'
62,^+,-,^+-
63,nk,T,nkT
64,y,F,yF
65,6,v,6v
66,G,e,Ge
67,*i,H,*iH
68,x,8,x8
69,N,M,NM
70,/,u,/u
71,@,1,@1
72,W,Z,WZ
73,=,{,={
74,Xo,&>,Xo&>
75,h,),h)
76,m,Iq,mIq
77,:,<,:<
78,},7,}7
79,[,$,[$
80,",",O,",O"
81,LB_,c,LB_c
82,~,%,~%
83,t,"""","t"""
84,^,+,^+
85,z,j,zj
86,2,',2'
87,n,k,nk
88,*,i,*i
89,&,>,&>
90,X,o,Xo
91,I,q,Iq
92,LB,_,LB_
93,L,B,LB
