,left,right,combine
0,"=?FTcz#+w2aN5X,nA]pGsdk_;.h:[E<}C`J*HO","ViBr! Qvufj'Ry{KbZPm""I>6%0~8M&^ge)3D$(1YWUxq7to/9l-4\S|L@","=?FTcz#+w2aN5X,nA]pGsdk_;.h:[E<}C`J*HOViBr! Qvufj'Ry{KbZPm""I>6%0~8M&^ge)3D$(1YWUxq7to/9l-4\S|L@"
1,"ViBr! Qvufj'Ry{KbZPm""I>6%",0~8M&^ge)3D$(1YWUxq7to/9l-4\S|L@,"ViBr! Qvufj'Ry{KbZPm""I>6%0~8M&^ge)3D$(1YWUxq7to/9l-4\S|L@"
2,"=?FTcz#+w2aN5X,",nA]pGsdk_;.h:[E<}C`J*HO,"=?FTcz#+w2aN5X,nA]pGsdk_;.h:[E<}C`J*HO"
3,0~8M&^ge)3D$(1Y,WUxq7to/9l-4\S|L@,0~8M&^ge)3D$(1YWUxq7to/9l-4\S|L@
4,ViBr! Qvu,"fj'Ry{KbZPm""I>6%","ViBr! Qvufj'Ry{KbZPm""I>6%"
5,nA]pGsdk_;.h:,[E<}C`J*HO,nA]pGsdk_;.h:[E<}C`J*HO
6,=?FTcz#,"+w2aN5X,","=?FTcz#+w2aN5X,"
7,WUxq7to/9l,-4\S|L@,WUxq7to/9l-4\S|L@
8,0~8M&^,ge)3D$(1Y,0~8M&^ge)3D$(1Y
9,fj'Ry{K,"bZPm""I>6%","fj'Ry{KbZPm""I>6%"
10,ViBr,! Qvu,ViBr! Qvu
11,[E<}C`,J*HO,[E<}C`J*HO
12,nA]pGsd,k_;.h:,nA]pGsdk_;.h:
13,+w2a,"N5X,","+w2aN5X,"
14,=?FT,cz#,=?FTcz#
15,-4\S,|L@,-4\S|L@
16,ge)3D,$(1Y,ge)3D$(1Y
17,WUxq7,to/9l,WUxq7to/9l
18,0~8,M&^,0~8M&^
19,fj',Ry{K,fj'Ry{K
20,bZP,"m""I>6%","bZPm""I>6%"
21,! ,Qvu,! Qvu
22,J*,HO,J*HO
23,Vi,Br,ViBr
24,[E<},C`,[E<}C`
25,k_;,.h:,k_;.h:
26,nA]p,Gsd,nA]pGsd
27,N5,"X,","N5X,"
28,+w,2a,+w2a
29,c,z#,cz#
30,=?,FT,=?FT
31,|,L@,|L@
32,-4,\S,-4\S
33,WUx,q7,WUxq7
34,$,(1Y,$(1Y
35,M&,^,M&^
36,ge,)3D,ge)3D
37,to/,9l,to/9l
38,0,~8,0~8
39,b,ZP,bZP
40,Qv,u,Qvu
41,"m""I>6",%,"m""I>6%"
42,Ry,{K,Ry{K
43,f,j',fj'
44,J,*,J*
45,V,i,Vi
46,B,r,Br
47,!, ,! 
48,H,O,HO
49,C,`,C`
50,[E<,},[E<}
51,n,A]p,nA]p
52,Gs,d,Gsd
53,N,5,N5
54,k_,;,k_;
55,X,",","X,"
56,.,h:,.h:
57,L,@,L@
58,+,w,+w
59,z,#,z#
60,F,T,FT
61,=,?,=?
62,2,a,2a
63,\,S,\S
64,g,e,ge
65,to,/,to/
66,9,l,9l
67,),3D,)3D
68,W,Ux,WUx
69,q,7,q7
70,~,8,~8
71,M,&,M&
72,(,1Y,(1Y
73,-,4,-4
74,j,',j'
75,m,"""I>6","m""I>6"
76,Q,v,Qv
77,R,y,Ry
78,Z,P,ZP
79,{,K,{K
80,A,]p,A]p
81,k,_,k_
82,[E,<,[E<
83,G,s,Gs
84,h,:,h:
85,U,x,Ux
86,3,D,3D
87,t,o,to
88,1,Y,1Y
89,"""",I>6,"""I>6"
90,],p,]p
91,[,E,[E
92,I,>6,I>6
93,>,6,>6
