,left,right,combine
0,"fO k2V^'Wabl$zdFpBs;`H{.CMP36=5?S7w]:<Q,","4~DRnvYt*\1q[ixG+AjU}|(@o-XL)EyI#/>KcJuZ_m8%0r&Tg9N!he""","fO k2V^'Wabl$zdFpBs;`H{.CMP36=5?S7w]:<Q,4~DRnvYt*\1q[ixG+AjU}|(@o-XL)EyI#/>KcJuZ_m8%0r&Tg9N!he"""
1,4~DRnvYt*\1q[ixG+AjU}|(@o-,"XL)EyI#/>KcJuZ_m8%0r&Tg9N!he""","4~DRnvYt*\1q[ixG+AjU}|(@o-XL)EyI#/>KcJuZ_m8%0r&Tg9N!he"""
2,fO k2V^'Wabl$zdFpBs,";`H{.CMP36=5?S7w]:<Q,","fO k2V^'Wabl$zdFpBs;`H{.CMP36=5?S7w]:<Q,"
3,XL)EyI#/>KcJuZ,"_m8%0r&Tg9N!he""","XL)EyI#/>KcJuZ_m8%0r&Tg9N!he"""
4,4~DRnvYt*\1q,[ixG+AjU}|(@o-,4~DRnvYt*\1q[ixG+AjU}|(@o-
5,;`H{.CMP,"36=5?S7w]:<Q,",";`H{.CMP36=5?S7w]:<Q,"
6,fO k2V^'W,abl$zdFpBs,fO k2V^'Wabl$zdFpBs
7,_m8%0r&,"Tg9N!he""","_m8%0r&Tg9N!he"""
8,XL)EyI#,/>KcJuZ,XL)EyI#/>KcJuZ
9,[ixG+AjU},|(@o-,[ixG+AjU}|(@o-
10,4~DRn,vYt*\1q,4~DRnvYt*\1q
11,36=5?,"S7w]:<Q,","36=5?S7w]:<Q,"
12,;`H{,.CMP,;`H{.CMP
13,abl$zd,FpBs,abl$zdFpBs
14,Tg9N!,"he""","Tg9N!he"""
15,fO ,k2V^'W,fO k2V^'W
16,_m8%,0r&,_m8%0r&
17,/>Kc,JuZ,/>KcJuZ
18,XL)Ey,I#,XL)EyI#
19,|(,@o-,|(@o-
20,[ixG,+AjU},[ixG+AjU}
21,4~,DRn,4~DRn
22,S7w],":<Q,","S7w]:<Q,"
23,vYt,*\1q,vYt*\1q
24,36,=5?,36=5?
25,;`,H{,;`H{
26,.C,MP,.CMP
27,Fp,Bs,FpBs
28,Tg9,N!,Tg9N!
29,k2,V^'W,k2V^'W
30,fO, ,fO 
31,h,"e""","he"""
32,abl,$zd,abl$zd
33,0,r&,0r&
34,_,m8%,_m8%
35,XL,)Ey,XL)Ey
36,Ju,Z,JuZ
37,I,#,I#
38,/>,Kc,/>Kc
39,@,o-,@o-
40,+,AjU},+AjU}
41,|,(,|(
42,v,Yt,vYt
43,4,~,4~
44,=5,?,=5?
45,S7w,],S7w]
46,[,ixG,[ixG
47,:<,"Q,",":<Q,"
48,DR,n,DRn
49,*\1,q,*\1q
50,M,P,MP
51,3,6,36
52,.,C,.C
53,H,{,H{
54,;,`,;`
55,B,s,Bs
56,F,p,Fp
57,ab,l,abl
58,e,"""","e"""
59,V^,'W,V^'W
60,N,!,N!
61,T,g9,Tg9
62,$z,d,$zd
63,r,&,r&
64,f,O,fO
65,k,2,k2
66,m,8%,m8%
67,J,u,Ju
68,K,c,Kc
69,/,>,/>
70,),Ey,)Ey
71,X,L,XL
72,o,-,o-
73,AjU,},AjU}
74,:,<,:<
75,=,5,=5
76,*\,1,*\1
77,S7,w,S7w
78,D,R,DR
79,Q,",","Q,"
80,ix,G,ixG
81,Y,t,Yt
82,',W,'W
83,a,b,ab
84,g,9,g9
85,$,z,$z
86,8,%,8%
87,V,^,V^
88,E,y,Ey
89,i,x,ix
90,S,7,S7
91,*,\,*\
92,Aj,U,AjU
93,A,j,Aj
