,left,right,combine
0,"P(:~0gW;_3VlK\AYE+B#Hk9ci1`-XGRjm[,q6","""azOZw{ysJ^ Sv.)?etIDMp7*]Qb>frhU5Co&2N'L$4F@d%u8!}T<=/|xn","P(:~0gW;_3VlK\AYE+B#Hk9ci1`-XGRjm[,q6""azOZw{ysJ^ Sv.)?etIDMp7*]Qb>frhU5Co&2N'L$4F@d%u8!}T<=/|xn"
1,"""azOZw{ysJ^ Sv.)?etIDMp7",*]Qb>frhU5Co&2N'L$4F@d%u8!}T<=/|xn,"""azOZw{ysJ^ Sv.)?etIDMp7*]Qb>frhU5Co&2N'L$4F@d%u8!}T<=/|xn"
2,P(:~0gW;_3VlK\AYE+,"B#Hk9ci1`-XGRjm[,q6","P(:~0gW;_3VlK\AYE+B#Hk9ci1`-XGRjm[,q6"
3,*]Qb>frhU5Co&2N'L,$4F@d%u8!}T<=/|xn,*]Qb>frhU5Co&2N'L$4F@d%u8!}T<=/|xn
4,"""azOZw{ysJ^ ",Sv.)?etIDMp7,"""azOZw{ysJ^ Sv.)?etIDMp7"
5,B#Hk9ci1,"`-XGRjm[,q6","B#Hk9ci1`-XGRjm[,q6"
6,P(:~0gW;,_3VlK\AYE+,P(:~0gW;_3VlK\AYE+
7,$4F@d%u8!,}T<=/|xn,$4F@d%u8!}T<=/|xn
8,*]Qb>fr,hU5Co&2N'L,*]Qb>frhU5Co&2N'L
9,Sv.),?etIDMp7,Sv.)?etIDMp7
10,"""azOZw{y",sJ^ ,"""azOZw{ysJ^ "
11,`-XGR,"jm[,q6","`-XGRjm[,q6"
12,B#Hk,9ci1,B#Hk9ci1
13,_3VlK,\AYE+,_3VlK\AYE+
14,P(:~,0gW;,P(:~0gW;
15,}T<=,/|xn,}T<=/|xn
16,$4F@d%,u8!,$4F@d%u8!
17,hU5C,o&2N'L,hU5Co&2N'L
18,?etI,DMp7,?etIDMp7
19,*]Q,b>fr,*]Qb>fr
20,Sv,.),Sv.)
21,sJ^, ,sJ^ 
22,"""azO",Zw{y,"""azOZw{y"
23,jm[,",q6","jm[,q6"
24,`-,XGR,`-XGR
25,9c,i1,9ci1
26,B#,Hk,B#Hk
27,\A,YE+,\AYE+
28,_3,VlK,_3VlK
29,0g,W;,0gW;
30,P(,:~,P(:~
31,}T,<=,}T<=
32,/|,xn,/|xn
33,u,8!,u8!
34,hU,5C,hU5C
35,$4F,@d%,$4F@d%
36,o&,2N'L,o&2N'L
37,b>,fr,b>fr
38,?e,tI,?etI
39,*],Q,*]Q
40,DM,p7,DMp7
41,S,v,Sv
42,.,),.)
43,"""a",zO,"""azO"
44,sJ,^,sJ^
45,jm,[,jm[
46,Zw{,y,Zw{y
47,X,GR,XGR
48,",",q6,",q6"
49,H,k,Hk
50,`,-,`-
51,9,c,9c
52,i,1,i1
53,\,A,\A
54,B,#,B#
55,YE,+,YE+
56,_,3,_3
57,V,lK,VlK
58,W,;,W;
59,0,g,0g
60,},T,}T
61,<,=,<=
62,/,|,/|
63,x,n,xn
64,P,(,P(
65,:,~,:~
66,8,!,8!
67,h,U,hU
68,5,C,5C
69,$4,F,$4F
70,o,&,o&
71,@,d%,@d%
72,2,N'L,2N'L
73,b,>,b>
74,D,M,DM
75,f,r,fr
76,?,e,?e
77,p,7,p7
78,t,I,tI
79,*,],*]
80,z,O,zO
81,Zw,{,Zw{
82,G,R,GR
83,s,J,sJ
84,j,m,jm
85,q,6,q6
86,"""",a,"""a"
87,Y,E,YE
88,l,K,lK
89,d,%,d%
90,$,4,$4
91,N',L,N'L
92,Z,w,Zw
93,N,',N'
