,left,right,combine
0,"INWV@L!=H_2ue{$gZ+MU?w""jXiC.:RzS\h; n7E1Yb","069coGJ[s,A'#dT5~-p(|mr<4`P}F&K)qx>yQv]lB*^8a/kDOf%3t","INWV@L!=H_2ue{$gZ+MU?w""jXiC.:RzS\h; n7E1Yb069coGJ[s,A'#dT5~-p(|mr<4`P}F&K)qx>yQv]lB*^8a/kDOf%3t"
1,"069coGJ[s,A'#dT5~-p(|mr<4`P",}F&K)qx>yQv]lB*^8a/kDOf%3t,"069coGJ[s,A'#dT5~-p(|mr<4`P}F&K)qx>yQv]lB*^8a/kDOf%3t"
2,INWV@L!=H_2ue{$gZ+MU?w,"""jXiC.:RzS\h; n7E1Yb","INWV@L!=H_2ue{$gZ+MU?w""jXiC.:RzS\h; n7E1Yb"
3,}F&K)qx>yQ,v]lB*^8a/kDOf%3t,}F&K)qx>yQv]lB*^8a/kDOf%3t
4,"069coGJ[s,A'#dT5",~-p(|mr<4`P,"069coGJ[s,A'#dT5~-p(|mr<4`P"
5,"""jXiC.:",RzS\h; n7E1Yb,"""jXiC.:RzS\h; n7E1Yb"
6,INWV@L!=H_,2ue{$gZ+MU?w,INWV@L!=H_2ue{$gZ+MU?w
7,v]lB*^8,a/kDOf%3t,v]lB*^8a/kDOf%3t
8,}F&K,)qx>yQ,}F&K)qx>yQ
9,~-p(|mr,<4`P,~-p(|mr<4`P
10,069coG,"J[s,A'#dT5","069coGJ[s,A'#dT5"
11,RzS\h;, n7E1Yb,RzS\h; n7E1Yb
12,"""jXi",C.:,"""jXiC.:"
13,2ue{$,gZ+MU?w,2ue{$gZ+MU?w
14,a/kDO,f%3t,a/kDOf%3t
15,INWV,@L!=H_,INWV@L!=H_
16,v]l,B*^8,v]lB*^8
17,)qx>,yQ,)qx>yQ
18,<4,`P,<4`P
19,}F,&K,}F&K
20,~-p,(|mr,~-p(|mr
21,"J[s,A'#d",T5,"J[s,A'#dT5"
22, n7,E1Yb, n7E1Yb
23,069,coG,069coG
24,RzS\h,;,RzS\h;
25,C.,:,C.:
26,"""j",Xi,"""jXi"
27,gZ+,MU?w,gZ+MU?w
28,a/,kDO,a/kDO
29,@L!,=H_,@L!=H_
30,f%,3t,f%3t
31,B*,^8,B*^8
32,2ue,{$,2ue{$
33,I,NWV,INWV
34,)q,x>,)qx>
35,y,Q,yQ
36,v,]l,v]l
37,`,P,`P
38,&,K,&K
39,<,4,<4
40,},F,}F
41,~-,p,~-p
42,co,G,coG
43,06,9,069
44,(,|mr,(|mr
45,T,5,T5
46,"J[s,",A'#d,"J[s,A'#d"
47,E1Y,b,E1Yb
48, ,n7, n7
49,R,zS\h,RzS\h
50,X,i,Xi
51,M,U?w,MU?w
52,"""",j,"""j"
53,C,.,C.
54,2,ue,2ue
55,=,H_,=H_
56,N,WV,NWV
57,{,$,{$
58,B,*,B*
59,k,DO,kDO
60,^,8,^8
61,gZ,+,gZ+
62,f,%,f%
63,@L,!,@L!
64,3,t,3t
65,a,/,a/
66,x,>,x>
67,],l,]l
68,),q,)q
69,n,7,n7
70,zS\,h,zS\h
71,0,6,06
72,~,-,~-
73,E,1Y,E1Y
74,|,mr,|mr
75,J[s,",","J[s,"
76,A,'#d,A'#d
77,c,o,co
78,U,?w,U?w
79,D,O,DO
80,W,V,WV
81,H,_,H_
82,@,L,@L
83,g,Z,gZ
84,u,e,ue
85,'#,d,'#d
86,1,Y,1Y
87,?,w,?w
88,m,r,mr
89,z,S\,zS\
90,J[,s,J[s
91,J,[,J[
92,',#,'#
93,S,\,S\
