,left,right,combine
0,"hI8Qd!}|gieS)ZE1Kk=jp`fX2FLuvP,n;[@-*DTRN{"," Ooa3AYm4^<+]qlH&9b""Gr6cy.>5(C%xVw_W/~B7MJ0:?\s$ztU#'","hI8Qd!}|gieS)ZE1Kk=jp`fX2FLuvP,n;[@-*DTRN{ Ooa3AYm4^<+]qlH&9b""Gr6cy.>5(C%xVw_W/~B7MJ0:?\s$ztU#'"
1," Ooa3AYm4^<+]qlH&9b""Gr6cy",.>5(C%xVw_W/~B7MJ0:?\s$ztU#'," Ooa3AYm4^<+]qlH&9b""Gr6cy.>5(C%xVw_W/~B7MJ0:?\s$ztU#'"
2,hI8Qd!}|gieS)ZE1Kk=jp`,"fX2FLuvP,n;[@-*DTRN{","hI8Qd!}|gieS)ZE1Kk=jp`fX2FLuvP,n;[@-*DTRN{"
3,.>5(C%xVw_W/~B7MJ,0:?\s$ztU#',.>5(C%xVw_W/~B7MJ0:?\s$ztU#'
4, Ooa3AYm4^<+,"]qlH&9b""Gr6cy"," Ooa3AYm4^<+]qlH&9b""Gr6cy"
5,"fX2FLuvP,n;[",@-*DTRN{,"fX2FLuvP,n;[@-*DTRN{"
6,hI8Qd!}|g,ieS)ZE1Kk=jp`,hI8Qd!}|gieS)ZE1Kk=jp`
7,0:?\,s$ztU#',0:?\s$ztU#'
8,]qlH&9b,"""Gr6cy","]qlH&9b""Gr6cy"
9,.>5(C%xVw_,W/~B7MJ,.>5(C%xVw_W/~B7MJ
10, Ooa,3AYm4^<+, Ooa3AYm4^<+
11,@-*D,TRN{,@-*DTRN{
12,ieS)ZE1K,k=jp`,ieS)ZE1Kk=jp`
13,fX2FLu,"vP,n;[","fX2FLuvP,n;["
14,hI8Q,d!}|g,hI8Qd!}|g
15,s$z,tU#',s$ztU#'
16,0:,?\,0:?\
17,.>5(,C%xVw_,.>5(C%xVw_
18,"""Gr",6cy,"""Gr6cy"
19,]qlH,&9b,]qlH&9b
20,3AY,m4^<+,3AYm4^<+
21,W/~B,7MJ,W/~B7MJ
22, ,Ooa, Ooa
23,TR,N{,TRN{
24,@-,*D,@-*D
25,ieS)ZE,1K,ieS)ZE1K
26,k=,jp`,k=jp`
27,fX,2FLu,fX2FLu
28,"vP,",n;[,"vP,n;["
29,d!},|g,d!}|g
30,tU,#',tU#'
31,h,I8Q,hI8Q
32,s$,z,s$z
33,?,\,?\
34,0,:,0:
35,C%,xVw_,C%xVw_
36,"""",Gr,"""Gr"
37,.,>5(,.>5(
38,m4^<,+,m4^<+
39,3,AY,3AY
40,W,/~B,W/~B
41,6,cy,6cy
42,7,MJ,7MJ
43,&,9b,&9b
44,]q,lH,]qlH
45,O,oa,Ooa
46,N,{,N{
47,T,R,TR
48,*,D,*D
49,@,-,@-
50,k,=,k=
51,ieS),ZE,ieS)ZE
52,|,g,|g
53,v,"P,","vP,"
54,n;,[,n;[
55,f,X,fX
56,2F,Lu,2FLu
57,1,K,1K
58,jp,`,jp`
59,d,!},d!}
60,s,$,s$
61,t,U,tU
62,#,',#'
63,I,8Q,I8Q
64,l,H,lH
65,xVw,_,xVw_
66,M,J,MJ
67,A,Y,AY
68,o,a,oa
69,C,%,C%
70,>,5(,>5(
71,G,r,Gr
72,c,y,cy
73,9,b,9b
74,m4^,<,m4^<
75,],q,]q
76,/,~B,/~B
77,L,u,Lu
78,Z,E,ZE
79,i,eS),ieS)
80,2,F,2F
81,P,",","P,"
82,n,;,n;
83,j,p,jp
84,!,},!}
85,8,Q,8Q
86,~,B,~B
87,x,Vw,xVw
88,5,(,5(
89,m4,^,m4^
90,e,S),eS)
91,S,),S)
92,m,4,m4
93,V,w,Vw
