,left,right,combine
0," 7psd!Y""#;cOBA^|8/T'=-}%(uUn\h:HV?","gX+b0,>N@e.]jRZ~{)LFfrJqM$a`i4PykEx&2G1Cv<StoQmDl*39IzW_[Kw65"," 7psd!Y""#;cOBA^|8/T'=-}%(uUn\h:HV?gX+b0,>N@e.]jRZ~{)LFfrJqM$a`i4PykEx&2G1Cv<StoQmDl*39IzW_[Kw65"
1,"gX+b0,>N@e.]jRZ~{)LFfrJqM$a`i4",PykEx&2G1Cv<StoQmDl*39IzW_[Kw65,"gX+b0,>N@e.]jRZ~{)LFfrJqM$a`i4PykEx&2G1Cv<StoQmDl*39IzW_[Kw65"
2," 7psd!Y""#;cOBA^|",8/T'=-}%(uUn\h:HV?," 7psd!Y""#;cOBA^|8/T'=-}%(uUn\h:HV?"
3,PykEx&2G1Cv<Sto,QmDl*39IzW_[Kw65,PykEx&2G1Cv<StoQmDl*39IzW_[Kw65
4,"gX+b0,>N@e.]jRZ~",{)LFfrJqM$a`i4,"gX+b0,>N@e.]jRZ~{)LFfrJqM$a`i4"
5,8/T'=-}%,(uUn\h:HV?,8/T'=-}%(uUn\h:HV?
6, 7psd!Y,"""#;cOBA^|"," 7psd!Y""#;cOBA^|"
7,QmDl*3,9IzW_[Kw65,QmDl*39IzW_[Kw65
8,PykEx&2G,1Cv<Sto,PykEx&2G1Cv<Sto
9,{)LFf,rJqM$a`i4,{)LFfrJqM$a`i4
10,"gX+b0,>N@",e.]jRZ~,"gX+b0,>N@e.]jRZ~"
11,(uUn\,h:HV?,(uUn\h:HV?
12,8/T',=-}%,8/T'=-}%
13,"""#;cO",BA^|,"""#;cOBA^|"
14, 7p,sd!Y, 7psd!Y
15,9IzW,_[Kw65,9IzW_[Kw65
16,Qm,Dl*3,QmDl*3
17,1Cv<,Sto,1Cv<Sto
18,rJqM,$a`i4,rJqM$a`i4
19,PykE,x&2G,PykEx&2G
20,{),LFf,{)LFf
21,h:H,V?,h:HV?
22,"gX+b0,",>N@,"gX+b0,>N@"
23,e.]j,RZ~,e.]jRZ~
24,(u,Un\,(uUn\
25,=-,}%,=-}%
26,"""#",;cO,"""#;cO"
27,BA,^|,BA^|
28,8,/T',8/T'
29,sd,!Y,sd!Y
30, ,7p, 7p
31,9I,zW,9IzW
32,Dl,*3,Dl*3
33,_[Kw,65,_[Kw65
34,Q,m,Qm
35,St,o,Sto
36,$a,`i4,$a`i4
37,LF,f,LFf
38,Py,kE,PykE
39,1C,v<,1Cv<
40,rJ,qM,rJqM
41,x&,2G,x&2G
42,{,),{)
43,R,Z~,RZ~
44,>,N@,>N@
45,V,?,V?
46,gX+b,"0,","gX+b0,"
47,U,n\,Un\
48,e.,]j,e.]j
49,h,:H,h:H
50,},%,}%
51,(,u,(u
52,=,-,=-
53,/,T',/T'
54,"""",#,"""#"
55,;c,O,;cO
56,B,A,BA
57,s,d,sd
58,^,|,^|
59,!,Y,!Y
60,7,p,7p
61,*,3,*3
62,z,W,zW
63,9,I,9I
64,6,5,65
65,D,l,Dl
66,_,[Kw,_[Kw
67,q,M,qM
68,`i,4,`i4
69,L,F,LF
70,2,G,2G
71,x,&,x&
72,r,J,rJ
73,P,y,Py
74,$,a,$a
75,S,t,St
76,v,<,v<
77,1,C,1C
78,k,E,kE
79,:,H,:H
80,0,",","0,"
81,N,@,N@
82,],j,]j
83,Z,~,Z~
84,e,.,e.
85,n,\,n\
86,gX+,b,gX+b
87,;,c,;c
88,T,',T'
89,[,Kw,[Kw
90,`,i,`i
91,g,X+,gX+
92,K,w,Kw
93,X,+,X+
