,left,right,combine
0,"O\W5 ""g~R2(0E?HQ>^,/afLYx.UIJ{S6yPT_GBMl",h1:[w*s=Kekjt<+;z@%r`n48Vu-ciZ!v)D3|#'odqAmpF]XC}b7$&9N,"O\W5 ""g~R2(0E?HQ>^,/afLYx.UIJ{S6yPT_GBMlh1:[w*s=Kekjt<+;z@%r`n48Vu-ciZ!v)D3|#'odqAmpF]XC}b7$&9N"
1,h1:[w*s=Kekjt<+;z@%r`n48,Vu-ciZ!v)D3|#'odqAmpF]XC}b7$&9N,h1:[w*s=Kekjt<+;z@%r`n48Vu-ciZ!v)D3|#'odqAmpF]XC}b7$&9N
2,"O\W5 ""g~R2(0E?HQ",">^,/afLYx.UIJ{S6yPT_GBMl","O\W5 ""g~R2(0E?HQ>^,/afLYx.UIJ{S6yPT_GBMl"
3,Vu-ciZ!v)D3|#'odqA,mpF]XC}b7$&9N,Vu-ciZ!v)D3|#'odqAmpF]XC}b7$&9N
4,h1:[w*s=,Kekjt<+;z@%r`n48,h1:[w*s=Kekjt<+;z@%r`n48
5,">^,/afLYx.UIJ{",S6yPT_GBMl,">^,/afLYx.UIJ{S6yPT_GBMl"
6,"O\W5 """,g~R2(0E?HQ,"O\W5 ""g~R2(0E?HQ"
7,mpF]X,C}b7$&9N,mpF]XC}b7$&9N
8,Vu-ciZ!v)D3,|#'odqA,Vu-ciZ!v)D3|#'odqA
9,Kekjt<+;z,@%r`n48,Kekjt<+;z@%r`n48
10,h1:[,w*s=,h1:[w*s=
11,S6yPT,_GBMl,S6yPT_GBMl
12,g~R2(,0E?HQ,g~R2(0E?HQ
13,">^,/af",LYx.UIJ{,">^,/afLYx.UIJ{"
14,O\W5," ""","O\W5 """
15,C}b7$,&9N,C}b7$&9N
16,mp,F]X,mpF]X
17,|#'o,dqA,|#'odqA
18,@%r,`n48,@%r`n48
19,Kekjt,<+;z,Kekjt<+;z
20,Vu-ci,Z!v)D3,Vu-ciZ!v)D3
21,h1,:[,h1:[
22,w*,s=,w*s=
23,_GB,Ml,_GBMl
24,g~,R2(,g~R2(
25,0E,?HQ,0E?HQ
26,LYx,.UIJ{,LYx.UIJ{
27,">^,/",af,">^,/af"
28,S6y,PT,S6yPT
29, ,""""," """
30,O\,W5,O\W5
31,C}b,7$,C}b7$
32,&9,N,&9N
33,F,]X,F]X
34,dq,A,dqA
35,m,p,mp
36,@%,r,@%r
37,`n,48,`n48
38,|,#'o,|#'o
39,Z!,v)D3,Z!v)D3
40,V,u-ci,Vu-ci
41,Ke,kjt,Kekjt
42,<+;,z,<+;z
43,M,l,Ml
44,w,*,w*
45,:,[,:[
46,h,1,h1
47,s,=,s=
48,_,GB,_GB
49,g,~,g~
50,0,E,0E
51,?H,Q,?HQ
52,P,T,PT
53,a,f,af
54,S,6y,S6y
55,R2,(,R2(
56,LY,x,LYx
57,>^,",/",">^,/"
58,.,UIJ{,.UIJ{
59,&,9,&9
60,],X,]X
61,C},b,C}b
62,7,$,7$
63,W,5,W5
64,O,\,O\
65,d,q,dq
66,v),D3,v)D3
67,@,%,@%
68,Z,!,Z!
69,k,jt,kjt
70,`,n,`n
71,4,8,48
72,#,'o,#'o
73,K,e,Ke
74,<+,;,<+;
75,u,-ci,u-ci
76,G,B,GB
77,L,Y,LY
78,>,^,>^
79,R,2,R2
80,U,IJ{,UIJ{
81,",",/,",/"
82,6,y,6y
83,?,H,?H
84,C,},C}
85,<,+,<+
86,D,3,D3
87,j,t,jt
88,-c,i,-ci
89,v,),v)
90,',o,'o
91,I,J{,IJ{
92,J,{,J{
93,-,c,-c
