,left,right,combine
0,+Loz#?UxkDT:id ];w~{Vy6)JQ4A'>mnfstpX,"3!1q`\jhaR,B0%KFgErceM|HPN.G[}S$7&W2/_I<ulZ^(bv8@-""O9C=5Y*","+Loz#?UxkDT:id ];w~{Vy6)JQ4A'>mnfstpX3!1q`\jhaR,B0%KFgErceM|HPN.G[}S$7&W2/_I<ulZ^(bv8@-""O9C=5Y*"
1,"3!1q`\jhaR,B0%KFgErceM|HPN.G","[}S$7&W2/_I<ulZ^(bv8@-""O9C=5Y*","3!1q`\jhaR,B0%KFgErceM|HPN.G[}S$7&W2/_I<ulZ^(bv8@-""O9C=5Y*"
2,+Loz#?UxkDT:id ,];w~{Vy6)JQ4A'>mnfstpX,+Loz#?UxkDT:id ];w~{Vy6)JQ4A'>mnfstpX
3,[}S$7&W2/_I<ulZ,"^(bv8@-""O9C=5Y*","[}S$7&W2/_I<ulZ^(bv8@-""O9C=5Y*"
4,"3!1q`\jhaR,B0%K",FgErceM|HPN.G,"3!1q`\jhaR,B0%KFgErceM|HPN.G"
5,];w~{Vy6)JQ4,A'>mnfstpX,];w~{Vy6)JQ4A'>mnfstpX
6,+Loz#?Ux,kDT:id ,+Loz#?UxkDT:id 
7,^(bv8@-,"""O9C=5Y*","^(bv8@-""O9C=5Y*"
8,[}S$7&,W2/_I<ulZ,[}S$7&W2/_I<ulZ
9,FgErc,eM|HPN.G,FgErceM|HPN.G
10,3!1q`\jha,"R,B0%K","3!1q`\jhaR,B0%K"
11,A'>mn,fstpX,A'>mnfstpX
12,];w~,{Vy6)JQ4,];w~{Vy6)JQ4
13,kDT:,id ,kDT:id 
14,+Loz,#?Ux,+Loz#?Ux
15,"""O9C",=5Y*,"""O9C=5Y*"
16,^(bv,8@-,^(bv8@-
17,W2/_I,<ulZ,W2/_I<ulZ
18,[}S,$7&,[}S$7&
19,eM|,HPN.G,eM|HPN.G
20,"R,B",0%K,"R,B0%K"
21,3!1q`\,jha,3!1q`\jha
22,FgE,rc,FgErc
23,fst,pX,fstpX
24,A'>,mn,A'>mn
25,id, ,id 
26,{Vy6,)JQ4,{Vy6)JQ4
27,];,w~,];w~
28,kD,T:,kDT:
29,+L,oz,+Loz
30,=5,Y*,=5Y*
31,#?,Ux,#?Ux
32,"""",O9C,"""O9C"
33,8@,-,8@-
34,[},S,[}S
35,<u,lZ,<ulZ
36,W2,/_I,W2/_I
37,$,7&,$7&
38,^,(bv,^(bv
39,HPN,.G,HPN.G
40,eM,|,eM|
41,"R,",B,"R,B"
42,jh,a,jha
43,r,c,rc
44,F,gE,FgE
45,3!1q,`\,3!1q`\
46,0%,K,0%K
47,p,X,pX
48,fs,t,fst
49,m,n,mn
50,i,d,id
51,{Vy,6,{Vy6
52,w,~,w~
53,A,'>,A'>
54,],;,];
55,)JQ,4,)JQ4
56,T,:,T:
57,k,D,kD
58,=,5,=5
59,U,x,Ux
60,#,?,#?
61,Y,*,Y*
62,+,L,+L
63,O9,C,O9C
64,o,z,oz
65,8,@,8@
66,.,G,.G
67,7,&,7&
68,W,2,W2
69,[,},[}
70,l,Z,lZ
71,(b,v,(bv
72,/,_I,/_I
73,<,u,<u
74,H,PN,HPN
75,`,\,`\
76,g,E,gE
77,0,%,0%
78,3!1,q,3!1q
79,e,M,eM
80,j,h,jh
81,R,",","R,"
82,f,s,fs
83,{V,y,{Vy
84,',>,'>
85,)J,Q,)JQ
86,O,9,O9
87,(,b,(b
88,P,N,PN
89,_,I,_I
90,3,!1,3!1
91,),J,)J
92,{,V,{V
93,!,1,!1
