,left,right,combine
0,"4+FH$=]Th;5_(RE#NbdG,|CwS{sn-PjZ96.i%0","lU~QeDvMYm&aLW` [\Ax:IBqtr</p'Kz*J)@""}cgf1oVy?^X32!kuO78>","4+FH$=]Th;5_(RE#NbdG,|CwS{sn-PjZ96.i%0lU~QeDvMYm&aLW` [\Ax:IBqtr</p'Kz*J)@""}cgf1oVy?^X32!kuO78>"
1,lU~QeDvMYm&aLW` [\Ax:IBqtr<,"/p'Kz*J)@""}cgf1oVy?^X32!kuO78>","lU~QeDvMYm&aLW` [\Ax:IBqtr</p'Kz*J)@""}cgf1oVy?^X32!kuO78>"
2,4+FH$=]Th;5_(RE#Nbd,"G,|CwS{sn-PjZ96.i%0","4+FH$=]Th;5_(RE#NbdG,|CwS{sn-PjZ96.i%0"
3,"/p'Kz*J)@""}cgf1",oVy?^X32!kuO78>,"/p'Kz*J)@""}cgf1oVy?^X32!kuO78>"
4,lU~QeDvMYm&aLW` ,[\Ax:IBqtr<,lU~QeDvMYm&aLW` [\Ax:IBqtr<
5,"G,|CwS{s",n-PjZ96.i%0,"G,|CwS{sn-PjZ96.i%0"
6,4+FH$=]Th,;5_(RE#Nbd,4+FH$=]Th;5_(RE#Nbd
7,oVy?^X32,!kuO78>,oVy?^X32!kuO78>
8,/p'Kz*J)@,"""}cgf1","/p'Kz*J)@""}cgf1"
9,[\Ax:,IBqtr<,[\Ax:IBqtr<
10,lU~QeDvMYm,&aLW` ,lU~QeDvMYm&aLW` 
11,n-Pj,Z96.i%0,n-PjZ96.i%0
12,"G,|C",wS{s,"G,|CwS{s"
13,;5_(,RE#Nbd,;5_(RE#Nbd
14,!kuO,78>,!kuO78>
15,4+FH$,=]Th,4+FH$=]Th
16,oVy?,^X32,oVy?^X32
17,"""}c",gf1,"""}cgf1"
18,/p'K,z*J)@,/p'Kz*J)@
19,IB,qtr<,IBqtr<
20,&aLW`, ,&aLW` 
21,lU~QeDv,MYm,lU~QeDvMYm
22,[\,Ax:,[\Ax:
23,Z96,.i%0,Z96.i%0
24,n-,Pj,n-Pj
25,"G,",|C,"G,|C"
26,wS,{s,wS{s
27,RE,#Nbd,RE#Nbd
28,4+,FH$,4+FH$
29,78,>,78>
30,;5,_(,;5_(
31,=],Th,=]Th
32,!,kuO,!kuO
33,^X,32,^X32
34,"""}",c,"""}c"
35,/p,'K,/p'K
36,oV,y?,oVy?
37,qt,r<,qtr<
38,gf,1,gf1
39,z*J,)@,z*J)@
40,I,B,IB
41,lU~,QeDv,lU~QeDv
42,.i,%0,.i%0
43,&aL,W`,&aLW`
44,A,x:,Ax:
45,Z,96,Z96
46,M,Ym,MYm
47,[,\,[\
48,P,j,Pj
49,G,",","G,"
50,|,C,|C
51,#,Nbd,#Nbd
52,n,-,n-
53,{,s,{s
54,w,S,wS
55,R,E,RE
56,F,H$,FH$
57,7,8,78
58,3,2,32
59,=,],=]
60,4,+,4+
61,_,(,_(
62,T,h,Th
63,ku,O,kuO
64,;,5,;5
65,r,<,r<
66,y,?,y?
67,),@,)@
68,o,V,oV
69,q,t,qt
70,/,p,/p
71,',K,'K
72,^,X,^X
73,"""",},"""}"
74,z*,J,z*J
75,g,f,gf
76,&a,L,&aL
77,%,0,%0
78,lU,~,lU~
79,QeD,v,QeDv
80,9,6,96
81,.,i,.i
82,x,:,x:
83,Y,m,Ym
84,W,`,W`
85,N,bd,Nbd
86,k,u,ku
87,H,$,H$
88,z,*,z*
89,&,a,&a
90,b,d,bd
91,l,U,lU
92,Qe,D,QeD
93,Q,e,Qe
