,left,right,combine
0,"Oq&7/%c6p(V;2""$zDAk_bj:SW`o?C~!K*w f9","r-}vPleL^'3=yUsd],TxF8GE.4B+h@MNRJI0i1|<)uQga#t[mZH5YX\{n>","Oq&7/%c6p(V;2""$zDAk_bj:SW`o?C~!K*w f9r-}vPleL^'3=yUsd],TxF8GE.4B+h@MNRJI0i1|<)uQga#t[mZH5YX\{n>"
1,"r-}vPleL^'3=yUsd],TxF8GE.4B+h@",MNRJI0i1|<)uQga#t[mZH5YX\{n>,"r-}vPleL^'3=yUsd],TxF8GE.4B+h@MNRJI0i1|<)uQga#t[mZH5YX\{n>"
2,"Oq&7/%c6p(V;2""$zDA",k_bj:SW`o?C~!K*w f9,"Oq&7/%c6p(V;2""$zDAk_bj:SW`o?C~!K*w f9"
3,MNRJI0i1|<)u,Qga#t[mZH5YX\{n>,MNRJI0i1|<)uQga#t[mZH5YX\{n>
4,r-}vPleL^,"'3=yUsd],TxF8GE.4B+h@","r-}vPleL^'3=yUsd],TxF8GE.4B+h@"
5,k_bj:SW`o?C,~!K*w f9,k_bj:SW`o?C~!K*w f9
6,Oq&7/%c6,"p(V;2""$zDA","Oq&7/%c6p(V;2""$zDA"
7,Qga#t[mZH,5YX\{n>,Qga#t[mZH5YX\{n>
8,MNRJI0i,1|<)u,MNRJI0i1|<)u
9,'3=yUs,"d],TxF8GE.4B+h@","'3=yUsd],TxF8GE.4B+h@"
10,r-}v,PleL^,r-}vPleL^
11,~!K*w, f9,~!K*w f9
12,"p(V;2""",$zDA,"p(V;2""$zDA"
13,k_bj:,SW`o?C,k_bj:SW`o?C
14,Oq&7,/%c6,Oq&7/%c6
15,Qga#,t[mZH,Qga#t[mZH
16,5YX,\{n>,5YX\{n>
17,1|<,)u,1|<)u
18,"d],TxF8G",E.4B+h@,"d],TxF8GE.4B+h@"
19,'3=,yUs,'3=yUs
20,MNRJ,I0i,MNRJI0i
21,Ple,L^,PleL^
22,r-,}v,r-}v
23, ,f9, f9
24,SW`,o?C,SW`o?C
25,$z,DA,$zDA
26,p(V,";2""","p(V;2"""
27,~!K,*w,~!K*w
28,k_b,j:,k_bj:
29,/%,c6,/%c6
30,Qg,a#,Qga#
31,t[,mZH,t[mZH
32,5,YX,5YX
33,Oq,&7,Oq&7
34,\{,n>,\{n>
35,1|,<,1|<
36,),u,)u
37,"d],T",xF8G,"d],TxF8G"
38,E.4B+h,@,E.4B+h@
39,L,^,L^
40,'3,=,'3=
41,yU,s,yUs
42,MN,RJ,MNRJ
43,I0,i,I0i
44,f,9,f9
45,Pl,e,Ple
46,r,-,r-
47,},v,}v
48,p,(V,p(V
49,SW,`,SW`
50,o,?C,o?C
51,D,A,DA
52,;,"2""",";2"""
53,j,:,j:
54,~,!K,~!K
55,$,z,$z
56,*,w,*w
57,k_,b,k_b
58,c,6,c6
59,n,>,n>
60,t,[,t[
61,mZ,H,mZH
62,/,%,/%
63,Q,g,Qg
64,a,#,a#
65,Y,X,YX
66,&,7,&7
67,O,q,Oq
68,\,{,\{
69,1,|,1|
70,I,0,I0
71,E.,4B+h,E.4B+h
72,y,U,yU
73,',3,'3
74,R,J,RJ
75,x,F8G,xF8G
76,M,N,MN
77,d,"],T","d],T"
78,P,l,Pl
79,!,K,!K
80,2,"""","2"""
81,k,_,k_
82,?,C,?C
83,(,V,(V
84,S,W,SW
85,m,Z,mZ
86,],",T","],T"
87,E,.,E.
88,F8,G,F8G
89,4B,+h,4B+h
90,4,B,4B
91,+,h,+h
92,F,8,F8
93,",",T,",T"
