,left,right,combine
0,d`Y1Ns~%j(2ht>K9eJ@+AO}k73MF)?vDbm;ZH,"-fpza5w/T=06xu]QgUX{IiS&C#8qy4c.<|W[r,""oL$\n!'R_ VlE:P*GB^","d`Y1Ns~%j(2ht>K9eJ@+AO}k73MF)?vDbm;ZH-fpza5w/T=06xu]QgUX{IiS&C#8qy4c.<|W[r,""oL$\n!'R_ VlE:P*GB^"
1,-fpza5w/T=06xu]QgUX{IiS&C#8q,"y4c.<|W[r,""oL$\n!'R_ VlE:P*GB^","-fpza5w/T=06xu]QgUX{IiS&C#8qy4c.<|W[r,""oL$\n!'R_ VlE:P*GB^"
2,d`Y1Ns~%j(2ht>K9eJ,@+AO}k73MF)?vDbm;ZH,d`Y1Ns~%j(2ht>K9eJ@+AO}k73MF)?vDbm;ZH
3,"y4c.<|W[r,""o",L$\n!'R_ VlE:P*GB^,"y4c.<|W[r,""oL$\n!'R_ VlE:P*GB^"
4,-fpza5w/T=06xu]QgU,X{IiS&C#8q,-fpza5w/T=06xu]QgUX{IiS&C#8q
5,@+AO}k73,MF)?vDbm;ZH,@+AO}k73MF)?vDbm;ZH
6,d`Y1Ns~%j,(2ht>K9eJ,d`Y1Ns~%j(2ht>K9eJ
7,L$\n!'R_, VlE:P*GB^,L$\n!'R_ VlE:P*GB^
8,y4c.<|,"W[r,""o","y4c.<|W[r,""o"
9,X{IiS,&C#8q,X{IiS&C#8q
10,-fpza5w/T=,06xu]QgU,-fpza5w/T=06xu]QgU
11,MF)?vD,bm;ZH,MF)?vDbm;ZH
12,@+AO,}k73,@+AO}k73
13,(2ht>,K9eJ,(2ht>K9eJ
14,d`Y1,Ns~%j,d`Y1Ns~%j
15, VlE,:P*GB^, VlE:P*GB^
16,"W[r,","""o","W[r,""o"
17,L$\n,!'R_,L$\n!'R_
18,y4c,.<|,y4c.<|
19,&C,#8q,&C#8q
20,06xu,]QgU,06xu]QgU
21,-fpz,a5w/T=,-fpza5w/T=
22,X{,IiS,X{IiS
23,bm,;ZH,bm;ZH
24,MF,)?vD,MF)?vD
25,K9,eJ,K9eJ
26,}k,73,}k73
27,@+,AO,@+AO
28,Ns,~%j,Ns~%j
29,d`,Y1,d`Y1
30,:P*,GB^,:P*GB^
31,(2,ht>,(2ht>
32, ,VlE, VlE
33,W[,"r,","W[r,"
34,"""",o,"""o"
35,L$,\n,L$\n
36,.,<|,.<|
37,!',R_,!'R_
38,y,4c,y4c
39,&,C,&C
40,#,8q,#8q
41,b,m,bm
42,Ii,S,IiS
43,-f,pz,-fpz
44,X,{,X{
45,),?vD,)?vD
46,]Q,gU,]QgU
47,0,6xu,06xu
48,;Z,H,;ZH
49,a5,w/T=,a5w/T=
50,M,F,MF
51,7,3,73
52,},k,}k
53,e,J,eJ
54,A,O,AO
55,K,9,K9
56,@,+,@+
57,(,2,(2
58,~%,j,~%j
59,Vl,E,VlE
60,N,s,Ns
61,ht,>,ht>
62,G,B^,GB^
63,Y,1,Y1
64,d,`,d`
65,:,P*,:P*
66,r,",","r,"
67,W,[,W[
68,4,c,4c
69,R,_,R_
70,\,n,\n
71,L,$,L$
72,<,|,<|
73,!,',!'
74,8,q,8q
75,-,f,-f
76,g,U,gU
77,;,Z,;Z
78,a,5,a5
79,],Q,]Q
80,p,z,pz
81,w/T,=,w/T=
82,6x,u,6xu
83,?,vD,?vD
84,I,i,Ii
85,P,*,P*
86,V,l,Vl
87,h,t,ht
88,B,^,B^
89,~,%,~%
90,v,D,vD
91,6,x,6x
92,w/,T,w/T
93,w,/,w/
