,left,right,combine
0,"i3>kZ'}6MCq85"")Uwn]aNhJ&s-(RD?=bXe ","!A%PV*~|zGQ7\4_r,^<H+E:LY@2`/TpglWS9#f$m{uIFKx0;Ovo.tyc1[Bjd","i3>kZ'}6MCq85"")Uwn]aNhJ&s-(RD?=bXe !A%PV*~|zGQ7\4_r,^<H+E:LY@2`/TpglWS9#f$m{uIFKx0;Ovo.tyc1[Bjd"
1,"!A%PV*~|zGQ7\4_r,^<H+E:LY@",2`/TpglWS9#f$m{uIFKx0;Ovo.tyc1[Bjd,"!A%PV*~|zGQ7\4_r,^<H+E:LY@2`/TpglWS9#f$m{uIFKx0;Ovo.tyc1[Bjd"
2,"i3>kZ'}6MCq85"")",Uwn]aNhJ&s-(RD?=bXe ,"i3>kZ'}6MCq85"")Uwn]aNhJ&s-(RD?=bXe "
3,2`/TpglWS9#f$m{uIF,Kx0;Ovo.tyc1[Bjd,2`/TpglWS9#f$m{uIFKx0;Ovo.tyc1[Bjd
4,!A%PV*~|,"zGQ7\4_r,^<H+E:LY@","!A%PV*~|zGQ7\4_r,^<H+E:LY@"
5,Uwn]aNhJ&s-,(RD?=bXe ,Uwn]aNhJ&s-(RD?=bXe 
6,i3>kZ',"}6MCq85"")","i3>kZ'}6MCq85"")"
7,Kx0;Ovo.ty,c1[Bjd,Kx0;Ovo.tyc1[Bjd
8,"zGQ7\4_r,^",<H+E:LY@,"zGQ7\4_r,^<H+E:LY@"
9,2`/TpglWS,9#f$m{uIF,2`/TpglWS9#f$m{uIF
10,!A%P,V*~|,!A%PV*~|
11,(RD?=b,Xe ,(RD?=bXe 
12,Uwn]aN,hJ&s-,Uwn]aNhJ&s-
13,}6M,"Cq85"")","}6MCq85"")"
14,i3>,kZ',i3>kZ'
15,c1,[Bjd,c1[Bjd
16,9#f$,m{uIF,9#f$m{uIF
17,2`/Tpg,lWS,2`/TpglWS
18,<H+,E:LY@,<H+E:LY@
19,zGQ7\,"4_r,^","zGQ7\4_r,^"
20,Kx0;O,vo.ty,Kx0;Ovo.ty
21,V*,~|,V*~|
22,!A,%P,!A%P
23,Xe, ,Xe 
24,hJ,&s-,hJ&s-
25,Uwn,]aN,Uwn]aN
26,(RD?,=b,(RD?=b
27,Cq8,"5"")","Cq85"")"
28,[B,jd,[Bjd
29,}6,M,}6M
30,k,Z',kZ'
31,i3,>,i3>
32,c,1,c1
33,E:LY,@,E:LY@
34,4,"_r,^","4_r,^"
35,zGQ,7\,zGQ7\
36,lW,S,lWS
37,9#,f$,9#f$
38,Kx0;,O,Kx0;O
39,2,`/Tpg,2`/Tpg
40,vo.,ty,vo.ty
41,m{u,IF,m{uIF
42,<H,+,<H+
43,!,A,!A
44,%,P,%P
45,~,|,~|
46,V,*,V*
47,X,e,Xe
48,U,wn,Uwn
49,5,""")","5"")"
50,=,b,=b
51,],aN,]aN
52,&,s-,&s-
53,(R,D?,(RD?
54,h,J,hJ
55,C,q8,Cq8
56,[,B,[B
57,},6,}6
58,j,d,jd
59,Z,',Z'
60,i,3,i3
61,E:L,Y,E:LY
62,l,W,lW
63,7,\,7\
64,_,"r,^","_r,^"
65,I,F,IF
66,`/,Tpg,`/Tpg
67,<,H,<H
68,z,GQ,zGQ
69,9,#,9#
70,t,y,ty
71,f,$,f$
72,v,o.,vo.
73,m{,u,m{u
74,K,x0;,Kx0;
75,D,?,D?
76,(,R,(R
77,q,8,q8
78,w,n,wn
79,a,N,aN
80,s,-,s-
81,"""",),""")"
82,"r,",^,"r,^"
83,o,.,o.
84,m,{,m{
85,Tp,g,Tpg
86,`,/,`/
87,x,0;,x0;
88,G,Q,GQ
89,E:,L,E:L
90,E,:,E:
91,0,;,0;
92,r,",","r,"
93,T,p,Tp
