,left,right,combine
0,o*spJ#S=9)4Xn; ]'$7!G@6-<NBqxZzLj~3`Mc1(,"&FUtfyYbRwhmgV^{kET2[./dQWIK\_PH}Av""+aerD5i8l:O>%C,?|0u","o*spJ#S=9)4Xn; ]'$7!G@6-<NBqxZzLj~3`Mc1(&FUtfyYbRwhmgV^{kET2[./dQWIK\_PH}Av""+aerD5i8l:O>%C,?|0u"
1,&FUtfyYbRwhmgV^{kET2[./d,"QWIK\_PH}Av""+aerD5i8l:O>%C,?|0u","&FUtfyYbRwhmgV^{kET2[./dQWIK\_PH}Av""+aerD5i8l:O>%C,?|0u"
2,o*spJ#S=9)4Xn; ]',$7!G@6-<NBqxZzLj~3`Mc1(,o*spJ#S=9)4Xn; ]'$7!G@6-<NBqxZzLj~3`Mc1(
3,"QWIK\_PH}Av""+aer","D5i8l:O>%C,?|0u","QWIK\_PH}Av""+aerD5i8l:O>%C,?|0u"
4,&FUtfyYbR,whmgV^{kET2[./d,&FUtfyYbRwhmgV^{kET2[./d
5,$7!G@6-<NB,qxZzLj~3`Mc1(,$7!G@6-<NBqxZzLj~3`Mc1(
6,o*spJ#S=9),4Xn; ]',o*spJ#S=9)4Xn; ]'
7,D5i8l:O,">%C,?|0u","D5i8l:O>%C,?|0u"
8,QWIK\,"_PH}Av""+aer","QWIK\_PH}Av""+aer"
9,whmgV^{kE,T2[./d,whmgV^{kET2[./d
10,&FUt,fyYbR,&FUtfyYbR
11,qxZzLj~,3`Mc1(,qxZzLj~3`Mc1(
12,$7!G@,6-<NB,$7!G@6-<NB
13,4Xn;, ]',4Xn; ]'
14,o*spJ,#S=9),o*spJ#S=9)
15,D5i8,l:O,D5i8l:O
16,">%C,",?|0u,">%C,?|0u"
17,_PH}Av,"""+aer","_PH}Av""+aer"
18,QWI,K\,QWIK\
19,whmg,V^{kE,whmgV^{kE
20,T2,[./d,T2[./d
21,fy,YbR,fyYbR
22,&F,Ut,&FUt
23,3`Mc,1(,3`Mc1(
24,qxZ,zLj~,qxZzLj~
25,6-,<NB,6-<NB
26,$7,!G@,$7!G@
27,4X,n;,4Xn;
28,#S=,9),#S=9)
29, ,]', ]'
30,"""+a",er,"""+aer"
31,D5,i8,D5i8
32,>,"%C,",">%C,"
33,?|,0u,?|0u
34,l:,O,l:O
35,o*s,pJ,o*spJ
36,_,PH}Av,_PH}Av
37,K,\,K\
38,Q,WI,QWI
39,Y,bR,YbR
40,[.,/d,[./d
41,wh,mg,whmg
42,T,2,T2
43,V^{,kE,V^{kE
44,f,y,fy
45,U,t,Ut
46,&,F,&F
47,z,Lj~,zLj~
48,q,xZ,qxZ
49,<N,B,<NB
50,1,(,1(
51,3`,Mc,3`Mc
52,6,-,6-
53,!,G@,!G@
54,4,X,4X
55,$,7,$7
56,#,S=,#S=
57,n,;,n;
58,],',]'
59,9,),9)
60,D,5,D5
61,"""",+a,"""+a"
62,?,|,?|
63,0,u,0u
64,l,:,l:
65,%C,",","%C,"
66,i,8,i8
67,e,r,er
68,o*,s,o*s
69,p,J,pJ
70,PH}A,v,PH}Av
71,b,R,bR
72,m,g,mg
73,V,^{,V^{
74,[,.,[.
75,w,h,wh
76,W,I,WI
77,/,d,/d
78,k,E,kE
79,Lj,~,Lj~
80,x,Z,xZ
81,3,`,3`
82,M,c,Mc
83,<,N,<N
84,G,@,G@
85,S,=,S=
86,+,a,+a
87,o,*,o*
88,%,C,%C
89,PH},A,PH}A
90,^,{,^{
91,L,j,Lj
92,P,H},PH}
93,H,},H}
